DIRECTORY;cvc4_cbqi;cvc4_default;cvc4_fmf;cvc4_tplanes;cvc4_tplanes_cbqi;cvc4_tplanes_fmf
BENCHMARK;STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s];STAT;SLVD;SAT;UNSAT;CPU[s]
full-int_check_bvslt_bvudiv1_rtl.smt2;ok;1;0;1;1.17;ok;1;0;1;0.16;ok;1;0;1;2.82;ok;1;0;1;0.15;ok;1;0;1;1.18;ok;1;0;1;3.0
full-int_check_bvslt_bvurem0_ltr.smt2;to;0;0;0;10800.05;ok;0;0;0;0.08;to;0;0;0;10800.09;ok;0;0;0;0.08;to;0;0;0;10800.07;to;0;0;0;10800.12
full-int_check_bvslt_bvurem0_rtl.smt2;to;0;0;0;10800.03;ok;0;0;0;0.44;mo;0;0;0;9172.4;ok;0;0;0;0.44;to;0;0;0;10800.04;mo;0;0;0;9181.9
full-int_check_bvslt_bvurem1_ltr.smt2;ok;1;0;1;2.71;ok;1;0;1;1.45;to;0;0;0;10800.17;ok;1;0;1;1.41;ok;1;0;1;2.7;to;0;0;0;10800.17
full-int_check_bvslt_bvurem1_rtl.smt2;ok;1;0;1;1.18;ok;1;0;1;0.16;ok;1;0;1;0.94;ok;1;0;1;0.16;ok;1;0;1;1.21;ok;1;0;1;0.93
full-int_check_bvuge_bvadd_ltr.smt2;ok;1;0;1;0.14;ok;1;0;1;0.04;mo;0;0;0;8193.04;ok;1;0;1;0.0;ok;1;0;1;0.17;mo;0;0;0;8427.26
full-int_check_bvuge_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvand_ltr.smt2;to;0;0;0;10800.06;ok;0;0;0;0.09;mo;0;0;0;4984.21;ok;0;0;0;0.14;to;0;0;0;10800.1;mo;0;0;0;4818.07
full-int_check_bvuge_bvand_rtl.smt2;to;0;0;0;10800.03;ok;0;0;0;0.17;mo;0;0;0;3531.17;ok;0;0;0;0.14;to;0;0;0;10800.06;mo;0;0;0;3405.75
full-int_check_bvuge_bvashr0_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;0.44;mo;0;0;0;7026.66;ok;0;0;0;0.48;to;0;0;0;10800.09;mo;0;0;0;7356.79
full-int_check_bvuge_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvashr1_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.65;mo;0;0;0;2534.66;ok;0;0;0;0.6;to;0;0;0;10777.47;mo;0;0;0;2766.82
full-int_check_bvuge_bvashr1_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.0;ok;1;0;1;2.06;ok;0;0;0;0.08;to;0;0;0;10800.06;ok;1;0;1;2.16
full-int_check_bvuge_bvlshr0_ltr.smt2;mo;0;0;0;9127.13;mo;0;0;0;2651.92;mo;0;0;0;4483.09;mo;0;0;0;2588.23;mo;0;0;0;8845.76;mo;0;0;0;4744.86
full-int_check_bvuge_bvlshr0_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.0;ok;1;0;1;6.48;ok;0;0;0;0.07;to;0;0;0;10800.07;ok;1;0;1;7.01
full-int_check_bvuge_bvlshr1_ltr.smt2;ok;1;0;1;0.22;ok;1;0;1;0.0;mo;0;0;0;8263.71;ok;1;0;1;0.0;ok;1;0;1;0.21;mo;0;0;0;8588.35
full-int_check_bvuge_bvlshr1_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.0;ok;1;0;1;0.25;ok;0;0;0;0.0;to;0;0;0;10800.02;ok;1;0;1;0.31
full-int_check_bvuge_bvmul_ltr.smt2;to;0;0;0;10800.22;to;0;0;0;10800.17;to;0;0;0;10800.13;to;0;0;0;10774.18;to;0;0;0;10800.23;to;0;0;0;10800.29
full-int_check_bvuge_bvmul_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.17;to;0;0;0;10800.12;ok;0;0;0;0.16;to;0;0;0;10800.01;to;0;0;0;10746.97
full-int_check_bvuge_bvneg_ltr.smt2;ok;1;0;1;0.48;ok;1;0;1;0.07;mo;0;0;0;10212.65;ok;1;0;1;0.07;ok;1;0;1;0.39;mo;0;0;0;9886.59
full-int_check_bvuge_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvor_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.07;mo;0;0;0;2433.95;ok;0;0;0;0.07;to;0;0;0;10800.03;mo;0;0;0;2235.83
full-int_check_bvuge_bvor_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvshl0_rtl.smt2;to;0;0;0;10800.08;to;0;0;0;10800.06;to;0;0;0;10800.2;to;0;0;0;10800.02;to;0;0;0;10800.01;to;0;0;0;10800.25
full-int_check_bvuge_bvshl1_ltr.smt2;mo;0;0;0;1336.14;mo;0;0;0;1264.43;to;0;0;0;10800.14;mo;0;0;0;1275.67;mo;0;0;0;1352.99;to;0;0;0;10800.27
full-int_check_bvuge_bvshl1_rtl.smt2;to;0;0;0;10800.1;ok;0;0;0;3.43;to;0;0;0;10800.08;ok;0;0;0;3.36;to;0;0;0;10800.07;to;0;0;0;10800.07
full-int_check_bvuge_bvudiv0_ltr.smt2;to;0;0;0;10800.09;ok;0;0;0;0.32;mo;0;0;0;2168.67;ok;0;0;0;0.31;to;0;0;0;10758.54;mo;0;0;0;2233.99
full-int_check_bvuge_bvudiv0_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;1.21;mo;0;0;0;4245.31;ok;0;0;0;1.31;to;0;0;0;10786.33;mo;0;0;0;3980.98
full-int_check_bvuge_bvudiv1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvudiv1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvuge_bvurem0_ltr.smt2;ok;1;0;1;0.85;ok;1;0;1;0.21;mo;0;0;0;8470.09;ok;1;0;1;0.15;ok;1;0;1;0.87;mo;0;0;0;8638.19
full-int_check_bvuge_bvurem0_rtl.smt2;ok;1;0;1;0.08;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.07
full-int_check_bvuge_bvurem1_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;0.11;mo;0;0;0;4725.32;ok;0;0;0;0.08;to;0;0;0;10800.06;mo;0;0;0;4838.33
full-int_check_bvuge_bvurem1_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.33;mo;0;0;0;4338.79;ok;0;0;0;0.29;to;0;0;0;10800.05;mo;0;0;0;3971.16
full-int_check_bvugt_bvadd_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.07;mo;0;0;0;6150.03;ok;1;0;1;0.08;ok;1;0;1;0.22;mo;0;0;0;6163.91
full-int_check_bvugt_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvand_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;0.07;mo;0;0;0;4900.34;ok;0;0;0;0.0;to;0;0;0;10800.05;mo;0;0;0;4933.25
full-int_check_bvugt_bvand_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.09;mo;0;0;0;3165.19;ok;0;0;0;0.07;to;0;0;0;10782.97;mo;0;0;0;2977.46
full-int_check_bvugt_bvashr0_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.4;to;0;0;0;10800.12;ok;0;0;0;0.34;to;0;0;0;10800.07;to;0;0;0;10800.11
full-int_check_bvugt_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvashr1_ltr.smt2;to;0;0;0;10796.11;ok;0;0;0;0.55;mo;0;0;0;989.17;ok;0;0;0;0.6;to;0;0;0;10800.06;mo;0;0;0;995.15
full-int_check_bvugt_bvashr1_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.09;to;0;0;0;10800.04;ok;0;0;0;0.07;to;0;0;0;10800.1;to;0;0;0;10800.03
full-int_check_bvugt_bvlshr0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvlshr0_rtl.smt2;to;0;0;0;10800.03;to;0;0;0;10800.07;to;0;0;0;10800.05;to;0;0;0;10800.08;to;0;0;0;10800.09;to;0;0;0;10800.07
full-int_check_bvugt_bvlshr1_ltr.smt2;ok;1;0;1;0.17;ok;1;0;1;0.07;mo;0;0;0;5861.62;ok;1;0;1;0.08;ok;1;0;1;0.16;mo;0;0;0;5813.86
full-int_check_bvugt_bvlshr1_rtl.smt2;to;0;0;0;10800.07;ok;0;0;0;0.04;ok;1;0;1;0.22;ok;0;0;0;0.0;to;0;0;0;10800.04;ok;1;0;1;0.22
full-int_check_bvugt_bvmul_ltr.smt2;to;0;0;0;10800.22;mo;0;0;0;10689.53;to;0;0;0;10800.25;to;0;0;0;10800.27;to;0;0;0;10800.27;to;0;0;0;10800.22
full-int_check_bvugt_bvmul_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.15;mo;0;0;0;10511.87;ok;0;0;0;0.09;to;0;0;0;10800.02;mo;0;0;0;10427.39
full-int_check_bvugt_bvneg_ltr.smt2;ok;1;0;1;0.36;ok;1;0;1;0.16;to;0;0;0;10800.19;ok;1;0;1;0.19;ok;1;0;1;0.37;to;0;0;0;10800.28
full-int_check_bvugt_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvor_ltr.smt2;ok;1;0;1;2.27;ok;1;0;1;1.54;mo;0;0;0;2132.72;ok;1;0;1;1.69;ok;1;0;1;2.23;mo;0;0;0;2059.14
full-int_check_bvugt_bvor_rtl.smt2;to;0;0;0;10800.08;ok;0;0;0;0.15;to;0;0;0;10800.2;ok;0;0;0;0.14;to;0;0;0;10800.07;to;0;0;0;10800.2
full-int_check_bvugt_bvshl0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvshl0_rtl.smt2;to;0;0;0;10800.06;mo;0;0;0;1269.23;to;0;0;0;10800.04;mo;0;0;0;1304.72;to;0;0;0;10800.03;to;0;0;0;10800.02
full-int_check_bvugt_bvshl1_ltr.smt2;mo;0;0;0;996.73;mo;0;0;0;1297.5;mo;0;0;0;5694.02;mo;0;0;0;1271.8;mo;0;0;0;1001.99;mo;0;0;0;5760.96
full-int_check_bvugt_bvshl1_rtl.smt2;to;0;0;0;10800.04;to;0;0;0;10800.04;to;0;0;0;10800.09;to;0;0;0;10800.02;to;0;0;0;10800.01;to;0;0;0;10800.03
full-int_check_bvugt_bvudiv0_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvudiv0_rtl.smt2;to;0;0;0;10800.05;ok;1;0;1;0.63;to;0;0;0;10800.07;ok;1;0;1;0.6;to;0;0;0;10800.02;to;0;0;0;10800.16
full-int_check_bvugt_bvudiv1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvudiv1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.03;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.0
full-int_check_bvugt_bvurem0_ltr.smt2;ok;1;0;1;1.57;ok;1;0;1;0.4;mo;0;0;0;4813.72;ok;1;0;1;0.44;ok;1;0;1;1.58;mo;0;0;0;4632.63
full-int_check_bvugt_bvurem0_rtl.smt2;ok;1;0;1;0.61;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.0;ok;1;0;1;0.52;ok;1;0;1;0.07
full-int_check_bvugt_bvurem1_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvugt_bvurem1_rtl.smt2;ok;1;0;1;0.08;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.08;ok;1;0;1;0.0
full-int_check_bvule_bvadd_ltr.smt2;ok;1;0;1;0.22;ok;1;0;1;0.07;mo;0;0;0;6095.95;ok;1;0;1;0.07;ok;1;0;1;0.25;mo;0;0;0;6034.59
full-int_check_bvule_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvand_ltr.smt2;to;0;0;0;10800.1;ok;0;0;0;0.04;mo;0;0;0;2330.4;ok;0;0;0;0.07;to;0;0;0;10800.02;mo;0;0;0;2553.69
full-int_check_bvule_bvand_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvashr0_ltr.smt2;to;0;0;0;10800.05;ok;0;0;0;0.29;to;0;0;0;10800.16;ok;0;0;0;0.22;to;0;0;0;10800.02;to;0;0;0;10800.13
full-int_check_bvule_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvashr1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;0.15;mo;0;0;0;2397.93;ok;0;0;0;0.15;to;0;0;0;10800.01;mo;0;0;0;2465.98
full-int_check_bvule_bvashr1_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;0.07;ok;1;0;1;0.96;ok;0;0;0;0.08;to;0;0;0;10800.1;ok;1;0;1;0.97
full-int_check_bvule_bvlshr0_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;0.32;to;0;0;0;10800.18;ok;0;0;0;0.29;to;0;0;0;10800.01;to;0;0;0;10800.17
full-int_check_bvule_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvlshr1_ltr.smt2;to;0;0;0;10800.04;ok;0;0;0;0.28;to;0;0;0;10800.14;ok;0;0;0;0.29;to;0;0;0;10800.05;to;0;0;0;10800.18
full-int_check_bvule_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvmul_ltr.smt2;ok;1;0;1;0.21;ok;1;0;1;0.08;mo;0;0;0;4769.2;ok;1;0;1;0.08;ok;1;0;1;0.23;mo;0;0;0;4779.72
full-int_check_bvule_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvneg_ltr.smt2;ok;1;0;1;0.21;ok;1;0;1;0.06;mo;0;0;0;5770.4;ok;1;0;1;0.0;ok;1;0;1;0.15;mo;0;0;0;5934.72
full-int_check_bvule_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvor_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;0.07;mo;0;0;0;2609.76;ok;0;0;0;0.07;to;0;0;0;10800.01;mo;0;0;0;2484.21
full-int_check_bvule_bvor_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;0.07;mo;0;0;0;7386.59;ok;0;0;0;0.0;to;0;0;0;10800.01;mo;0;0;0;7423.61
full-int_check_bvule_bvshl0_ltr.smt2;ok;1;0;1;0.25;ok;1;0;1;0.07;mo;0;0;0;4734.01;ok;1;0;1;0.06;ok;1;0;1;0.25;mo;0;0;0;4616.68
full-int_check_bvule_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvshl1_ltr.smt2;to;0;0;0;10800.04;ok;0;0;0;0.25;mo;0;0;0;4149.72;ok;0;0;0;0.23;to;0;0;0;10800.07;mo;0;0;0;4374.96
full-int_check_bvule_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvudiv0_ltr.smt2;ok;1;0;1;0.67;ok;1;0;1;0.33;mo;0;0;0;5698.78;ok;1;0;1;0.37;ok;1;0;1;0.67;mo;0;0;0;5957.47
full-int_check_bvule_bvudiv0_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;0.08;mo;0;0;0;5729.42;ok;0;0;0;0.07;to;0;0;0;10800.06;mo;0;0;0;5816.18
full-int_check_bvule_bvudiv1_ltr.smt2;ok;1;0;1;0.52;ok;1;0;1;0.23;mo;0;0;0;2913.53;ok;1;0;1;0.23;ok;1;0;1;0.49;mo;0;0;0;2929.94
full-int_check_bvule_bvudiv1_rtl.smt2;to;0;0;0;10800.06;ok;0;0;0;0.39;mo;0;0;0;7688.31;ok;0;0;0;0.36;to;0;0;0;10800.02;mo;0;0;0;7781.45
full-int_check_bvule_bvurem0_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.14;mo;0;0;0;542.85;ok;1;0;1;0.15;ok;1;0;1;0.15;mo;0;0;0;533.4
full-int_check_bvule_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvule_bvurem1_ltr.smt2;ok;1;0;1;0.16;ok;1;0;1;0.17;mo;0;0;0;501.58;ok;1;0;1;0.15;ok;1;0;1;0.19;mo;0;0;0;512.87
full-int_check_bvule_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvadd_ltr.smt2;ok;1;0;1;0.8;ok;1;0;1;0.14;mo;0;0;0;8142.65;ok;1;0;1;0.15;ok;1;0;1;0.76;mo;0;0;0;8303.37
full-int_check_bvult_bvadd_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvand_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvand_rtl.smt2;to;0;0;0;10800.09;ok;0;0;0;0.07;mo;0;0;0;4265.87;ok;0;0;0;0.09;to;0;0;0;10800.04;mo;0;0;0;4145.43
full-int_check_bvult_bvashr0_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;0.29;to;0;0;0;10800.19;ok;0;0;0;0.26;to;0;0;0;10800.01;to;0;0;0;10800.17
full-int_check_bvult_bvashr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvashr1_ltr.smt2;to;0;0;0;10800.08;to;0;0;0;10800.07;mo;0;0;0;288.32;to;0;0;0;10800.07;to;0;0;0;10800.01;mo;0;0;0;296.14
full-int_check_bvult_bvashr1_rtl.smt2;to;0;0;0;10800.07;ok;0;0;0;0.18;ok;1;0;1;1.78;ok;0;0;0;0.09;to;0;0;0;10800.08;ok;1;0;1;1.82
full-int_check_bvult_bvlshr0_ltr.smt2;to;0;0;0;10800.02;ok;0;0;0;0.22;to;0;0;0;10800.09;ok;0;0;0;0.15;to;0;0;0;10800.08;to;0;0;0;10800.1
full-int_check_bvult_bvlshr0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvlshr1_ltr.smt2;to;0;0;0;10800.07;ok;0;0;0;0.22;to;0;0;0;10800.13;ok;0;0;0;0.23;to;0;0;0;10800.01;to;0;0;0;10800.14
full-int_check_bvult_bvlshr1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvmul_ltr.smt2;ok;1;0;1;0.15;ok;1;0;1;0.0;ok;1;0;1;0.46;ok;1;0;1;0.0;ok;1;0;1;0.18;ok;1;0;1;0.51
full-int_check_bvult_bvmul_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvneg_ltr.smt2;ok;1;0;1;0.46;ok;1;0;1;0.07;mo;0;0;0;8211.37;ok;1;0;1;0.07;ok;1;0;1;0.51;mo;0;0;0;8548.57
full-int_check_bvult_bvneg_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvnot_ltr.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvnot_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvor_ltr.smt2;to;0;0;0;10800.08;ok;0;0;0;0.09;mo;0;0;0;2429.95;ok;0;0;0;0.15;to;0;0;0;10800.05;mo;0;0;0;2687.32
full-int_check_bvult_bvor_rtl.smt2;to;0;0;0;10800.1;ok;0;0;0;0.08;mo;0;0;0;8657.82;ok;0;0;0;0.08;to;0;0;0;10800.03;mo;0;0;0;9071.04
full-int_check_bvult_bvshl0_ltr.smt2;ok;1;0;1;0.21;ok;1;0;1;0.0;ok;1;0;1;0.48;ok;1;0;1;0.0;ok;1;0;1;0.21;ok;1;0;1;0.55
full-int_check_bvult_bvshl0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvshl1_ltr.smt2;to;0;0;0;10800.06;ok;0;0;0;1.19;mo;0;0;0;5779.83;ok;0;0;0;1.28;to;0;0;0;10800.1;mo;0;0;0;5595.59
full-int_check_bvult_bvshl1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvudiv0_ltr.smt2;ok;1;0;1;0.08;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.07;ok;1;0;1;0.0
full-int_check_bvult_bvudiv0_rtl.smt2;ok;1;0;1;0.08;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.08;ok;1;0;1;0.0
full-int_check_bvult_bvudiv1_ltr.smt2;ok;1;0;1;0.96;ok;1;0;1;0.58;mo;0;0;0;3111.14;ok;1;0;1;0.49;ok;1;0;1;1.05;mo;0;0;0;3004.23
full-int_check_bvult_bvudiv1_rtl.smt2;to;0;0;0;10800.01;ok;0;0;0;0.0;mo;0;0;0;3321.41;ok;0;0;0;0.07;to;0;0;0;10800.08;mo;0;0;0;3304.14
full-int_check_bvult_bvurem0_ltr.smt2;ok;1;0;1;0.39;ok;1;0;1;0.13;mo;0;0;0;318.5;ok;1;0;1;0.15;ok;1;0;1;0.39;mo;0;0;0;324.45
full-int_check_bvult_bvurem0_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
full-int_check_bvult_bvurem1_ltr.smt2;ok;1;0;1;0.37;ok;1;0;1;0.15;mo;0;0;0;327.67;ok;1;0;1;0.07;ok;1;0;1;0.38;mo;0;0;0;351.09
full-int_check_bvult_bvurem1_rtl.smt2;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0;ok;1;0;1;0.0
