;look at: int_check_ne_bvudiv0,  int_check_bvugt_bvudiv0, int_check_bvugt_bvudiv1,
;name,l_original,sc_original,l_translation,sc_translation
;table 2
int_check_eq_bvmul,NA
int_check_eq_bvurem0,NA
int_check_eq_bvurem1,NA
int_check_eq_bvudiv0,(= (udivtotal x s) t),(= (udivtotal (bvmul s t) s) t),(= (mod (divtotal n x s) n) t),(= (mod (divtotal n (mod (* s t) n) s) n) t)
int_check_eq_bvudiv1,(= (udivtotal s x) t),(= (udivtotal s (udivtotal s t)) t),(= (mod (divtotal n s x) n) t),(= (mod (divtotal n s (mod (divtotal n s t) n)) n) t)
int_check_ne_bvmul,(distinct (bvmul x s) t),(or (distinct t (_ bv0 10)) (distinct s (_ bv0 10))),(distinct (mod (* x s) n) t),(or (distinct t 0) (distinct s 0))
int_check_ne_bvurem0,(distinct (uremtotal x s) t),(or (distinct s (_ bv1 10)) (distinct t (_ bv0 10))),(distinct (modtotal x s) t),(or (distinct s 1) (distinct t 0))
int_check_ne_bvurem1,(distinct (uremtotal s x) t),(or (distinct s (_ bv0 10)) (distinct t (_ bv0 10))),(distinct (modtotal s x) t),(or (distinct s 0) (distinct t 0))
int_check_ne_bvudiv0,(distinct (udivtotal x s) t),(or (distinct s (_ bv0 10)) (distinct t (bvnot (_ bv0 10)))),(distinct (mod (divtotal n x s) n) t),(or (distinct s 0) (distinct t (- n 1)))
int_check_ne_bvudiv1,NA

;table 3
int_check_bvult_bvmul,(bvult (bvmul x s) t),(distinct t (_ bv0 10)),(< (mod (* x s) n) t),(distinct t 0)
int_check_bvult_bvurem0,(bvult (uremtotal x s) t),(distinct t (_ bv0 10)),(< (modtotal x s) t),(distinct t 0)
int_check_bvult_bvurem1,(bvult (uremtotal s x) t),(distinct t (_ bv0 10)),(< (modtotal s x) t),(distinct t 0)
int_check_bvult_bvudiv0,(bvult (udivtotal x s) t),(and (bvult (_ bv0 10) s) (bvult (_ bv0 10) t)),(< (mod (divtotal n x s) n) t),(and (< 0 s) (< 0 t))
int_check_bvult_bvudiv1,NA
int_check_bvugt_bvmul,NA
int_check_bvugt_bvurem0,NA 
int_check_bvugt_bvurem1,(bvugt (uremtotal s x) t),(bvult t s),(> (modtotal s x) t),(< t s)
int_check_bvugt_bvudiv0,(bvugt (udivtotal x s) t),(bvugt (udivtotal (bvnot (_ bv0 10)) s) t),(> (mod (divtotal n x s) n) t),(> (mod (divtotal n (- n 1) s) n) t)
int_check_bvugt_bvudiv1,(bvugt (udivtotal s x) t),(bvult t (bvnot (_ bv0 10))),(> (mod (divtotal n s x) n) t),(< t (- n 1))

;table 6
int_check_bvule_bvmul,(bvule (bvmul x s) t),true,(<= (mod (* x s) n) t),true
int_check_bvule_bvurem0,(bvule (uremtotal x s) t),true,(<= (modtotal x s) t),true
int_check_bvule_bvurem1,(bvule (uremtotal s x) t),true,(<= (modtotal s x) t),true
int_check_bvule_bvudiv0,NA
int_check_bvule_bvudiv1,NA
int_check_bvuge_bvmul,NA
int_check_bvuge_bvurem0,NA
int_check_bvuge_bvurem1,NA
int_check_bvuge_bvudiv0,NA
int_check_bvuge_bvudiv1,(bvuge (udivtotal s x) t),true,(>= (mod (divtotal n s x) n) t),true

;table 7
int_check_bvslt_bvmul,NA
int_check_bvslt_bvurem0,NA
int_check_bvslt_bvurem1,(bvslt (uremtotal s x) t),(or (bvslt s t) (bvslt (_ bv0 10) t)),?
int_check_bvslt_bvudiv0,(bvslt (udivtotal x s) t),(=> (bvsle t (_ bv0 10)) (bvslt (udivtotal min s) t)),?
int_check_bvslt_bvudiv1,(bvslt (udivtotal s x) t),(or (bvslt s t) (bvsge t (_ bv0 10))),?
int_check_bvsgt_bvmul,NA
int_check_bvsgt_bvurem0,NA
int_check_bvsgt_bvurem1,NA
int_check_bvsgt_bvudiv0,(bvsgt (udivtotal x s) t),(or (bvsgt (udivtotal (bvnot (_ bv0 10)) s) t) (bvsgt (udivtotal max s) t)),?
int_check_bvsgt_bvudiv1,NA

;table 8
int_check_bvsle_bvmul,NA
int_check_bvsle_bvurem0,NA
int_check_bvsle_bvurem1,(bvslt (uremtotal s x) t),(or (bvslt s t) (bvslt (_ bv0 10) t)),?
int_check_bvsle_bvudiv0,(bvsle (udivtotal x s) t),(or (= (udivtotal (* s t) s) t) (=> (bvsle t (_ bv0 10)) (bvslt (udivtotal min s) t))),?
int_check_bvsle_bvudiv1,(bvslt (udivtotal s x) t),(or (bvslt s t) (bvsge t (_ bv0 10))),?
int_check_bvsge_bvmul,NA
int_check_bvsge_bvurem0,(bvsge (uremtotal x s) t),(or (bvslt t s) (bvsge (_ bv0 10) s)),?
int_check_bvsge_bvurem1,(bvsge (uremtotal s x) t),(and (=> (bvsge s (_ bv0 10)) (bvsge s t)) (=> (and (bvslt s (_ bv0 10)) (bvsge t (_ bv0 10))) (bvugt (bvsub s t) t))),?
int_check_bvsge_bvudiv0,(bvsge (udivtotal x s) t),(or (bvsge (udivtotal (bvnot (_ bv0 10)) s) t) (bvsge (udivtotal max s) t)),?
int_check_bvsge_bvudiv1,NA
