,ic_name,direction,encoding,cond_inv,proved
1052,bvugt_bvneg,ltr,full,inv_r,yes
1053,bvugt_bvneg,ltr,full,no_inv,no
1054,bvugt_bvneg,ltr,partial,inv_a,yes
1055,bvugt_bvneg,ltr,partial,inv_g,yes
1056,bvugt_bvneg,ltr,partial,inv_r,yes
1057,bvugt_bvneg,ltr,partial,no_inv,no
1058,bvugt_bvneg,ltr,qf,inv_a,yes
1059,bvugt_bvneg,ltr,qf,inv_g,yes
1060,bvugt_bvneg,ltr,qf,inv_r,yes
1061,bvugt_bvneg,ltr,qf,no_inv,no
1062,bvugt_bvneg,rtl,full,NA,yes
1063,bvugt_bvneg,rtl,partial,NA,yes
1064,bvugt_bvneg,rtl,qf,NA,yes
1065,bvugt_bvnot,ltr,full,inv_a,yes
1066,bvugt_bvnot,ltr,full,inv_g,yes
1067,bvugt_bvnot,ltr,full,inv_r,yes
1068,bvugt_bvnot,ltr,full,no_inv,no
1069,bvugt_bvnot,ltr,partial,inv_a,yes
1070,bvugt_bvnot,ltr,partial,inv_g,yes
1071,bvugt_bvnot,ltr,partial,inv_r,yes
1072,bvugt_bvnot,ltr,partial,no_inv,yes
1073,bvugt_bvnot,ltr,qf,inv_a,yes
1074,bvugt_bvnot,ltr,qf,inv_g,yes
1075,bvugt_bvnot,ltr,qf,inv_r,yes
1076,bvugt_bvnot,ltr,qf,no_inv,no
1077,bvugt_bvnot,rtl,full,NA,yes
1078,bvugt_bvnot,rtl,partial,NA,yes
1079,bvugt_bvnot,rtl,qf,NA,yes
1080,bvugt_bvor,ltr,full,inv_a,no
1081,bvugt_bvor,ltr,full,inv_g,no
1082,bvugt_bvor,ltr,full,inv_r,no
1083,bvugt_bvor,ltr,full,no_inv,no
1084,bvugt_bvor,ltr,partial,inv_a,yes
1085,bvugt_bvor,ltr,partial,inv_g,yes
1086,bvugt_bvor,ltr,partial,inv_r,yes
1087,bvugt_bvor,ltr,partial,no_inv,no
1088,bvugt_bvor,ltr,qf,inv_a,no
1089,bvugt_bvor,ltr,qf,inv_g,no
1090,bvugt_bvor,ltr,qf,inv_r,no
1091,bvugt_bvor,ltr,qf,no_inv,no
1092,bvugt_bvor,rtl,full,NA,no
1093,bvugt_bvor,rtl,partial,NA,yes
1094,bvugt_bvor,rtl,qf,NA,no
1095,bvugt_bvshl0,ltr,full,inv_a,yes
1096,bvugt_bvshl0,ltr,full,inv_g,yes
1097,bvugt_bvshl0,ltr,full,inv_r,yes
1098,bvugt_bvshl0,ltr,full,no_inv,no
1099,bvugt_bvshl0,ltr,partial,inv_a,yes
1100,bvugt_bvshl0,ltr,partial,inv_g,yes
1101,bvugt_bvshl0,ltr,partial,inv_r,yes
1102,bvugt_bvshl0,ltr,partial,no_inv,no
1103,bvugt_bvshl0,ltr,qf,inv_a,yes
1104,bvugt_bvshl0,ltr,qf,inv_g,yes
1105,bvugt_bvshl0,ltr,qf,inv_r,yes
1106,bvugt_bvshl0,ltr,qf,no_inv,no
1107,bvugt_bvshl0,rtl,full,NA,no
1108,bvugt_bvshl0,rtl,partial,NA,no
1109,bvugt_bvshl0,rtl,qf,NA,no
1110,bvugt_bvshl1,ltr,full,no_inv,no
1111,bvugt_bvshl1,ltr,partial,no_inv,no
1112,bvugt_bvshl1,ltr,qf,no_inv,no
1113,bvugt_bvshl1,rtl,full,NA,no
1114,bvugt_bvshl1,rtl,partial,NA,yes
1115,bvugt_bvshl1,rtl,qf,NA,no
1116,bvugt_bvudiv0,ltr,full,inv_a,yes
1117,bvugt_bvudiv0,ltr,full,inv_g,yes
1118,bvugt_bvudiv0,ltr,full,inv_r,yes
1119,bvugt_bvudiv0,ltr,full,no_inv,no
1120,bvugt_bvudiv0,ltr,partial,inv_a,yes
1121,bvugt_bvudiv0,ltr,partial,inv_g,yes
1122,bvugt_bvudiv0,ltr,partial,inv_r,yes
1123,bvugt_bvudiv0,ltr,partial,no_inv,no
1124,bvugt_bvudiv0,ltr,qf,inv_a,yes
1125,bvugt_bvudiv0,ltr,qf,inv_g,yes
1126,bvugt_bvudiv0,ltr,qf,inv_r,yes
1127,bvugt_bvudiv0,ltr,qf,no_inv,no
1128,bvugt_bvudiv0,rtl,full,NA,yes
1129,bvugt_bvudiv0,rtl,partial,NA,no
1130,bvugt_bvudiv0,rtl,qf,NA,no
1131,bvugt_bvudiv1,ltr,full,inv_a,yes
1132,bvugt_bvudiv1,ltr,full,inv_g,yes
1133,bvugt_bvudiv1,ltr,full,inv_r,yes
1134,bvugt_bvudiv1,ltr,full,no_inv,no
1135,bvugt_bvudiv1,ltr,partial,inv_a,yes
1136,bvugt_bvudiv1,ltr,partial,inv_g,yes
1137,bvugt_bvudiv1,ltr,partial,inv_r,yes
1138,bvugt_bvudiv1,ltr,partial,no_inv,yes
1139,bvugt_bvudiv1,ltr,qf,inv_a,yes
1140,bvugt_bvudiv1,ltr,qf,inv_g,yes
1141,bvugt_bvudiv1,ltr,qf,inv_r,yes
1142,bvugt_bvudiv1,ltr,qf,no_inv,no
1143,bvugt_bvudiv1,rtl,full,NA,yes
1144,bvugt_bvudiv1,rtl,partial,NA,yes
1145,bvugt_bvudiv1,rtl,qf,NA,yes
1146,bvugt_bvurem0,ltr,full,inv_a,yes
1147,bvugt_bvurem0,ltr,full,inv_g,yes
1148,bvugt_bvurem0,ltr,full,inv_r,yes
1149,bvugt_bvurem0,ltr,full,no_inv,no
1150,bvugt_bvurem0,ltr,partial,inv_a,yes
1151,bvugt_bvurem0,ltr,partial,inv_g,yes
1152,bvugt_bvurem0,ltr,partial,inv_r,yes
1153,bvugt_bvurem0,ltr,partial,no_inv,no
1154,bvugt_bvurem0,ltr,qf,inv_a,yes
1155,bvugt_bvurem0,ltr,qf,inv_g,yes
1156,bvugt_bvurem0,ltr,qf,inv_r,yes
1157,bvugt_bvurem0,ltr,qf,no_inv,no
1158,bvugt_bvurem0,rtl,full,NA,yes
1159,bvugt_bvurem0,rtl,partial,NA,yes
1160,bvugt_bvurem0,rtl,qf,NA,yes
1161,bvugt_bvurem1,ltr,full,inv_a,yes
1162,bvugt_bvurem1,ltr,full,inv_g,yes
1163,bvugt_bvurem1,ltr,full,inv_r,yes
1164,bvugt_bvurem1,ltr,full,no_inv,no
1165,bvugt_bvurem1,ltr,partial,inv_a,yes
1166,bvugt_bvurem1,ltr,partial,inv_g,yes
1167,bvugt_bvurem1,ltr,partial,inv_r,yes
1168,bvugt_bvurem1,ltr,partial,no_inv,yes
1169,bvugt_bvurem1,ltr,qf,inv_a,yes
1170,bvugt_bvurem1,ltr,qf,inv_g,yes
1171,bvugt_bvurem1,ltr,qf,inv_r,yes
1172,bvugt_bvurem1,ltr,qf,no_inv,no
1173,bvugt_bvurem1,rtl,full,NA,yes
1174,bvugt_bvurem1,rtl,partial,NA,yes
1175,bvugt_bvurem1,rtl,qf,NA,yes
1176,bvule_bvadd,ltr,full,inv_a,yes
1177,bvule_bvadd,ltr,full,inv_g,yes
1178,bvule_bvadd,ltr,full,inv_r,yes
1179,bvule_bvadd,ltr,full,no_inv,no
1180,bvule_bvadd,ltr,partial,inv_a,yes
1181,bvule_bvadd,ltr,partial,inv_g,yes
1182,bvule_bvadd,ltr,partial,inv_r,yes
1183,bvule_bvadd,ltr,partial,no_inv,no
1184,bvule_bvadd,ltr,qf,inv_a,yes
1185,bvule_bvadd,ltr,qf,inv_g,yes
1186,bvule_bvadd,ltr,qf,inv_r,yes
1187,bvule_bvadd,ltr,qf,no_inv,no
1188,bvule_bvadd,rtl,full,NA,yes
1189,bvule_bvadd,rtl,partial,NA,yes
1190,bvule_bvadd,rtl,qf,NA,yes
1191,bvule_bvand,ltr,full,inv_a,no
1192,bvule_bvand,ltr,full,inv_g,no
1193,bvule_bvand,ltr,full,inv_r,no
1194,bvule_bvand,ltr,full,no_inv,no
1195,bvule_bvand,ltr,partial,inv_a,no
1196,bvule_bvand,ltr,partial,inv_g,no
1197,bvule_bvand,ltr,partial,inv_r,no
1198,bvule_bvand,ltr,partial,no_inv,yes
1199,bvule_bvand,ltr,qf,inv_a,no
1200,bvule_bvand,ltr,qf,inv_g,no
1201,bvule_bvand,ltr,qf,inv_r,no
1202,bvule_bvand,ltr,qf,no_inv,no
1203,bvule_bvand,rtl,full,NA,yes
1204,bvule_bvand,rtl,partial,NA,yes
1205,bvule_bvand,rtl,qf,NA,yes
1206,bvule_bvashr0,ltr,full,inv_a,yes
1207,bvule_bvashr0,ltr,full,inv_g,yes
1208,bvule_bvashr0,ltr,full,inv_r,yes
1209,bvule_bvashr0,ltr,full,no_inv,no
1210,bvule_bvashr0,ltr,partial,inv_a,yes
1211,bvule_bvashr0,ltr,partial,inv_g,yes
1212,bvule_bvashr0,ltr,partial,inv_r,yes
1213,bvule_bvashr0,ltr,partial,no_inv,no
1214,bvule_bvashr0,ltr,qf,inv_a,yes
1215,bvule_bvashr0,ltr,qf,inv_g,yes
1216,bvule_bvashr0,ltr,qf,inv_r,yes
1217,bvule_bvashr0,ltr,qf,no_inv,no
1218,bvule_bvashr0,rtl,full,NA,yes
1219,bvule_bvashr0,rtl,partial,NA,yes
1220,bvule_bvashr0,rtl,qf,NA,yes
1221,bvule_bvashr1,ltr,full,inv_g,no
1222,bvule_bvashr1,ltr,full,inv_r,no
1223,bvule_bvashr1,ltr,full,no_inv,no
1224,bvule_bvashr1,ltr,partial,inv_g,no
1225,bvule_bvashr1,ltr,partial,inv_r,no
1226,bvule_bvashr1,ltr,partial,no_inv,no
1227,bvule_bvashr1,ltr,qf,inv_g,no
1228,bvule_bvashr1,ltr,qf,inv_r,no
1229,bvule_bvashr1,ltr,qf,no_inv,no
1230,bvule_bvashr1,rtl,full,NA,no
1231,bvule_bvashr1,rtl,partial,NA,yes
1232,bvule_bvashr1,rtl,qf,NA,yes
1233,bvule_bvlshr0,ltr,full,inv_a,no
1234,bvule_bvlshr0,ltr,full,inv_g,no
1235,bvule_bvlshr0,ltr,full,inv_r,no
1236,bvule_bvlshr0,ltr,full,no_inv,no
1237,bvule_bvlshr0,ltr,partial,inv_a,no
1238,bvule_bvlshr0,ltr,partial,inv_g,no
1239,bvule_bvlshr0,ltr,partial,inv_r,no
1240,bvule_bvlshr0,ltr,partial,no_inv,no
1241,bvule_bvlshr0,ltr,qf,inv_a,no
1242,bvule_bvlshr0,ltr,qf,inv_g,no
1243,bvule_bvlshr0,ltr,qf,inv_r,no
1244,bvule_bvlshr0,ltr,qf,no_inv,no
1245,bvule_bvlshr0,rtl,full,NA,yes
1246,bvule_bvlshr0,rtl,partial,NA,yes
1247,bvule_bvlshr0,rtl,qf,NA,yes
1248,bvule_bvlshr1,ltr,full,inv_a,no
1249,bvule_bvlshr1,ltr,full,inv_g,no
1250,bvule_bvlshr1,ltr,full,inv_r,no
1251,bvule_bvlshr1,ltr,full,no_inv,no
1252,bvule_bvlshr1,ltr,partial,inv_a,no
1253,bvule_bvlshr1,ltr,partial,inv_g,no
1254,bvule_bvlshr1,ltr,partial,inv_r,no
1255,bvule_bvlshr1,ltr,partial,no_inv,no
1256,bvule_bvlshr1,ltr,qf,inv_a,no
1257,bvule_bvlshr1,ltr,qf,inv_g,no
1258,bvule_bvlshr1,ltr,qf,inv_r,no
1259,bvule_bvlshr1,ltr,qf,no_inv,no
1260,bvule_bvlshr1,rtl,full,NA,yes
1261,bvule_bvlshr1,rtl,partial,NA,yes
1262,bvule_bvlshr1,rtl,qf,NA,yes
1263,bvule_bvmul,ltr,full,inv_a,yes
1264,bvule_bvmul,ltr,full,inv_g,yes
1265,bvule_bvmul,ltr,full,inv_r,yes
1266,bvule_bvmul,ltr,full,no_inv,no
1267,bvule_bvmul,ltr,partial,inv_a,yes
1268,bvule_bvmul,ltr,partial,inv_g,yes
1269,bvule_bvmul,ltr,partial,inv_r,yes
1270,bvule_bvmul,ltr,partial,no_inv,no
1271,bvule_bvmul,ltr,qf,inv_a,yes
1272,bvule_bvmul,ltr,qf,inv_g,yes
1273,bvule_bvmul,ltr,qf,inv_r,yes
1274,bvule_bvmul,ltr,qf,no_inv,no
1275,bvule_bvmul,rtl,full,NA,yes
1276,bvule_bvmul,rtl,partial,NA,yes
1277,bvule_bvmul,rtl,qf,NA,yes
1278,bvule_bvneg,ltr,full,inv_a,yes
1279,bvule_bvneg,ltr,full,inv_g,yes
1280,bvule_bvneg,ltr,full,inv_r,yes
1281,bvule_bvneg,ltr,full,no_inv,no
1282,bvule_bvneg,ltr,partial,inv_a,yes
1283,bvule_bvneg,ltr,partial,inv_g,yes
1284,bvule_bvneg,ltr,partial,inv_r,yes
1285,bvule_bvneg,ltr,partial,no_inv,no
1286,bvule_bvneg,ltr,qf,inv_a,yes
1287,bvule_bvneg,ltr,qf,inv_g,yes
1288,bvule_bvneg,ltr,qf,inv_r,yes
1289,bvule_bvneg,ltr,qf,no_inv,no
1290,bvule_bvneg,rtl,full,NA,yes
1291,bvule_bvneg,rtl,partial,NA,yes
1292,bvule_bvneg,rtl,qf,NA,yes
1293,bvule_bvnot,ltr,full,inv_a,yes
1294,bvule_bvnot,ltr,full,inv_g,yes
1295,bvule_bvnot,ltr,full,inv_r,yes
1296,bvule_bvnot,ltr,full,no_inv,no
1297,bvule_bvnot,ltr,partial,inv_a,yes
1298,bvule_bvnot,ltr,partial,inv_g,yes
1299,bvule_bvnot,ltr,partial,inv_r,yes
1300,bvule_bvnot,ltr,partial,no_inv,no
1301,bvule_bvnot,ltr,qf,inv_a,yes
1302,bvule_bvnot,ltr,qf,inv_g,yes
1303,bvule_bvnot,ltr,qf,inv_r,yes
1304,bvule_bvnot,ltr,qf,no_inv,no
1305,bvule_bvnot,rtl,full,NA,yes
1306,bvule_bvnot,rtl,partial,NA,yes
1307,bvule_bvnot,rtl,qf,NA,yes
1308,bvule_bvor,ltr,full,inv_a,no
1309,bvule_bvor,ltr,full,inv_g,no
1310,bvule_bvor,ltr,full,inv_r,no
1311,bvule_bvor,ltr,full,no_inv,no
1312,bvule_bvor,ltr,partial,inv_a,no
1313,bvule_bvor,ltr,partial,inv_g,no
1314,bvule_bvor,ltr,partial,inv_r,no
1315,bvule_bvor,ltr,partial,no_inv,yes
1316,bvule_bvor,ltr,qf,inv_a,no
1317,bvule_bvor,ltr,qf,inv_g,no
1318,bvule_bvor,ltr,qf,inv_r,no
1319,bvule_bvor,ltr,qf,no_inv,no
1320,bvule_bvor,rtl,full,NA,no
1321,bvule_bvor,rtl,partial,NA,yes
1322,bvule_bvor,rtl,qf,NA,no
1323,bvule_bvshl0,ltr,full,inv_a,yes
1324,bvule_bvshl0,ltr,full,inv_g,yes
1325,bvule_bvshl0,ltr,full,inv_r,yes
1326,bvule_bvshl0,ltr,full,no_inv,no
1327,bvule_bvshl0,ltr,partial,inv_a,yes
1328,bvule_bvshl0,ltr,partial,inv_g,yes
1329,bvule_bvshl0,ltr,partial,inv_r,yes
1330,bvule_bvshl0,ltr,partial,no_inv,no
1331,bvule_bvshl0,ltr,qf,inv_a,yes
1332,bvule_bvshl0,ltr,qf,inv_g,yes
1333,bvule_bvshl0,ltr,qf,inv_r,yes
1334,bvule_bvshl0,ltr,qf,no_inv,no
1335,bvule_bvshl0,rtl,full,NA,yes
1336,bvule_bvshl0,rtl,partial,NA,yes
1337,bvule_bvshl0,rtl,qf,NA,yes
1338,bvule_bvshl1,ltr,full,inv_a,no
1339,bvule_bvshl1,ltr,full,inv_g,no
1340,bvule_bvshl1,ltr,full,inv_r,no
1341,bvule_bvshl1,ltr,full,no_inv,no
1342,bvule_bvshl1,ltr,partial,inv_a,no
1343,bvule_bvshl1,ltr,partial,inv_g,no
1344,bvule_bvshl1,ltr,partial,inv_r,no
1345,bvule_bvshl1,ltr,partial,no_inv,no
1346,bvule_bvshl1,ltr,qf,inv_a,no
1347,bvule_bvshl1,ltr,qf,inv_g,no
1348,bvule_bvshl1,ltr,qf,inv_r,no
1349,bvule_bvshl1,ltr,qf,no_inv,no
1350,bvule_bvshl1,rtl,full,NA,yes
1351,bvule_bvshl1,rtl,partial,NA,yes
1352,bvule_bvshl1,rtl,qf,NA,yes
1353,bvule_bvudiv0,ltr,full,inv_a,yes
1354,bvule_bvudiv0,ltr,full,inv_g,yes
1355,bvule_bvudiv0,ltr,full,inv_r,yes
1356,bvule_bvudiv0,ltr,full,no_inv,no
1357,bvule_bvudiv0,ltr,partial,inv_a,yes
1358,bvule_bvudiv0,ltr,partial,inv_g,yes
1359,bvule_bvudiv0,ltr,partial,inv_r,yes
1360,bvule_bvudiv0,ltr,partial,no_inv,yes
1361,bvule_bvudiv0,ltr,qf,inv_a,yes
1362,bvule_bvudiv0,ltr,qf,inv_g,yes
1363,bvule_bvudiv0,ltr,qf,inv_r,yes
1364,bvule_bvudiv0,ltr,qf,no_inv,no
1365,bvule_bvudiv0,rtl,full,NA,no
1366,bvule_bvudiv0,rtl,partial,NA,no
1367,bvule_bvudiv0,rtl,qf,NA,no
1368,bvule_bvudiv1,ltr,full,inv_a,yes
1369,bvule_bvudiv1,ltr,full,inv_g,yes
1370,bvule_bvudiv1,ltr,full,inv_r,yes
1371,bvule_bvudiv1,ltr,full,no_inv,no
1372,bvule_bvudiv1,ltr,partial,inv_a,yes
1373,bvule_bvudiv1,ltr,partial,inv_g,yes
1374,bvule_bvudiv1,ltr,partial,inv_r,yes
1375,bvule_bvudiv1,ltr,partial,no_inv,no
1376,bvule_bvudiv1,ltr,qf,inv_a,yes
1377,bvule_bvudiv1,ltr,qf,inv_g,yes
1378,bvule_bvudiv1,ltr,qf,inv_r,yes
1379,bvule_bvudiv1,ltr,qf,no_inv,no
1380,bvule_bvudiv1,rtl,full,NA,no
1381,bvule_bvudiv1,rtl,partial,NA,no
1382,bvule_bvudiv1,rtl,qf,NA,no
1383,bvule_bvurem0,ltr,full,inv_a,yes
1384,bvule_bvurem0,ltr,full,inv_g,yes
1385,bvule_bvurem0,ltr,full,inv_r,yes
1386,bvule_bvurem0,ltr,full,no_inv,yes
1387,bvule_bvurem0,ltr,partial,inv_a,yes
1388,bvule_bvurem0,ltr,partial,inv_g,yes
1389,bvule_bvurem0,ltr,partial,inv_r,yes
1390,bvule_bvurem0,ltr,partial,no_inv,yes
1391,bvule_bvurem0,ltr,qf,inv_a,yes
1392,bvule_bvurem0,ltr,qf,inv_g,yes
1393,bvule_bvurem0,ltr,qf,inv_r,yes
1394,bvule_bvurem0,ltr,qf,no_inv,yes
1395,bvule_bvurem0,rtl,full,NA,yes
1396,bvule_bvurem0,rtl,partial,NA,yes
1397,bvule_bvurem0,rtl,qf,NA,yes
1398,bvule_bvurem1,ltr,full,inv_a,yes
1399,bvule_bvurem1,ltr,full,inv_g,yes
1400,bvule_bvurem1,ltr,full,inv_r,yes
1401,bvule_bvurem1,ltr,full,no_inv,yes
1402,bvule_bvurem1,ltr,partial,inv_a,yes
1403,bvule_bvurem1,ltr,partial,inv_g,yes
1404,bvule_bvurem1,ltr,partial,inv_r,yes
1405,bvule_bvurem1,ltr,partial,no_inv,yes
1406,bvule_bvurem1,ltr,qf,inv_a,yes
1407,bvule_bvurem1,ltr,qf,inv_g,yes
1408,bvule_bvurem1,ltr,qf,inv_r,yes
1409,bvule_bvurem1,ltr,qf,no_inv,yes
1410,bvule_bvurem1,rtl,full,NA,yes
1411,bvule_bvurem1,rtl,partial,NA,yes
1412,bvule_bvurem1,rtl,qf,NA,yes
1413,bvult_bvadd,ltr,full,inv_a,yes
1414,bvult_bvadd,ltr,full,inv_g,yes
1415,bvult_bvadd,ltr,full,inv_r,yes
1416,bvult_bvadd,ltr,full,no_inv,no
1417,bvult_bvadd,ltr,partial,inv_a,yes
1418,bvult_bvadd,ltr,partial,inv_g,yes
1419,bvult_bvadd,ltr,partial,inv_r,yes
1420,bvult_bvadd,ltr,partial,no_inv,no
1421,bvult_bvadd,ltr,qf,inv_a,yes
1422,bvult_bvadd,ltr,qf,inv_g,yes
1423,bvult_bvadd,ltr,qf,inv_r,yes
1424,bvult_bvadd,ltr,qf,no_inv,no
1425,bvult_bvadd,rtl,full,NA,yes
1426,bvult_bvadd,rtl,partial,NA,yes
1427,bvult_bvadd,rtl,qf,NA,yes
1428,bvult_bvand,ltr,full,inv_a,yes
1429,bvult_bvand,ltr,full,inv_g,yes
1430,bvult_bvand,ltr,full,inv_r,yes
1431,bvult_bvand,ltr,full,no_inv,no
1432,bvult_bvand,ltr,partial,inv_a,yes
1433,bvult_bvand,ltr,partial,inv_g,yes
1434,bvult_bvand,ltr,partial,inv_r,yes
1435,bvult_bvand,ltr,partial,no_inv,yes
1436,bvult_bvand,ltr,qf,inv_a,yes
1437,bvult_bvand,ltr,qf,inv_g,yes
1438,bvult_bvand,ltr,qf,inv_r,yes
1439,bvult_bvand,ltr,qf,no_inv,no
1440,bvult_bvand,rtl,full,NA,no
1441,bvult_bvand,rtl,partial,NA,no
1442,bvult_bvand,rtl,qf,NA,no
1443,bvult_bvashr0,ltr,full,inv_a,yes
1444,bvult_bvashr0,ltr,full,inv_g,yes
1445,bvult_bvashr0,ltr,full,inv_r,yes
1446,bvult_bvashr0,ltr,full,no_inv,no
1447,bvult_bvashr0,ltr,partial,inv_a,yes
1448,bvult_bvashr0,ltr,partial,inv_g,yes
1449,bvult_bvashr0,ltr,partial,inv_r,yes
1450,bvult_bvashr0,ltr,partial,no_inv,no
1451,bvult_bvashr0,ltr,qf,inv_a,yes
1452,bvult_bvashr0,ltr,qf,inv_g,yes
1453,bvult_bvashr0,ltr,qf,inv_r,yes
1454,bvult_bvashr0,ltr,qf,no_inv,no
1455,bvult_bvashr0,rtl,full,NA,yes
1456,bvult_bvashr0,rtl,partial,NA,yes
1457,bvult_bvashr0,rtl,qf,NA,yes
1458,bvult_bvashr1,ltr,full,inv_g,no
1459,bvult_bvashr1,ltr,full,inv_r,no
1460,bvult_bvashr1,ltr,full,no_inv,no
1461,bvult_bvashr1,ltr,partial,inv_g,no
1462,bvult_bvashr1,ltr,partial,inv_r,no
1463,bvult_bvashr1,ltr,partial,no_inv,no
1464,bvult_bvashr1,ltr,qf,inv_g,no
1465,bvult_bvashr1,ltr,qf,inv_r,no
1466,bvult_bvashr1,ltr,qf,no_inv,no
1467,bvult_bvashr1,rtl,full,NA,yes
1468,bvult_bvashr1,rtl,partial,NA,yes
1469,bvult_bvashr1,rtl,qf,NA,yes
1470,bvult_bvlshr0,ltr,full,inv_a,no
1471,bvult_bvlshr0,ltr,full,inv_g,no
1472,bvult_bvlshr0,ltr,full,inv_r,no
1473,bvult_bvlshr0,ltr,full,no_inv,no
1474,bvult_bvlshr0,ltr,partial,inv_a,no
1475,bvult_bvlshr0,ltr,partial,inv_g,no
1476,bvult_bvlshr0,ltr,partial,inv_r,no
1477,bvult_bvlshr0,ltr,partial,no_inv,no
1478,bvult_bvlshr0,ltr,qf,inv_a,no
1479,bvult_bvlshr0,ltr,qf,inv_g,no
1480,bvult_bvlshr0,ltr,qf,inv_r,no
1481,bvult_bvlshr0,ltr,qf,no_inv,no
1482,bvult_bvlshr0,rtl,full,NA,yes
1483,bvult_bvlshr0,rtl,partial,NA,yes
1484,bvult_bvlshr0,rtl,qf,NA,yes
1485,bvult_bvlshr1,ltr,full,inv_a,no
1486,bvult_bvlshr1,ltr,full,inv_g,no
1487,bvult_bvlshr1,ltr,full,inv_r,no
1488,bvult_bvlshr1,ltr,full,no_inv,no
1489,bvult_bvlshr1,ltr,partial,inv_a,no
1490,bvult_bvlshr1,ltr,partial,inv_g,no
1491,bvult_bvlshr1,ltr,partial,inv_r,no
1492,bvult_bvlshr1,ltr,partial,no_inv,no
1493,bvult_bvlshr1,ltr,qf,inv_a,no
1494,bvult_bvlshr1,ltr,qf,inv_g,no
1495,bvult_bvlshr1,ltr,qf,inv_r,no
1496,bvult_bvlshr1,ltr,qf,no_inv,no
1497,bvult_bvlshr1,rtl,full,NA,yes
1498,bvult_bvlshr1,rtl,partial,NA,yes
1499,bvult_bvlshr1,rtl,qf,NA,yes
1500,bvult_bvmul,ltr,full,inv_a,yes
1501,bvult_bvmul,ltr,full,inv_g,yes
1502,bvult_bvmul,ltr,full,inv_r,yes
1503,bvult_bvmul,ltr,full,no_inv,no
1504,bvult_bvmul,ltr,partial,inv_a,yes
1505,bvult_bvmul,ltr,partial,inv_g,yes
1506,bvult_bvmul,ltr,partial,inv_r,yes
1507,bvult_bvmul,ltr,partial,no_inv,no
1508,bvult_bvmul,ltr,qf,inv_a,yes
1509,bvult_bvmul,ltr,qf,inv_g,yes
1510,bvult_bvmul,ltr,qf,inv_r,yes
1511,bvult_bvmul,ltr,qf,no_inv,no
1512,bvult_bvmul,rtl,full,NA,yes
1513,bvult_bvmul,rtl,partial,NA,yes
1514,bvult_bvmul,rtl,qf,NA,yes
1515,bvult_bvneg,ltr,full,inv_a,yes
1516,bvult_bvneg,ltr,full,inv_g,yes
1517,bvult_bvneg,ltr,full,inv_r,yes
1518,bvult_bvneg,ltr,full,no_inv,no
1519,bvult_bvneg,ltr,partial,inv_a,yes
1520,bvult_bvneg,ltr,partial,inv_g,yes
1521,bvult_bvneg,ltr,partial,inv_r,yes
1522,bvult_bvneg,ltr,partial,no_inv,no
1523,bvult_bvneg,ltr,qf,inv_a,yes
1524,bvult_bvneg,ltr,qf,inv_g,yes
1525,bvult_bvneg,ltr,qf,inv_r,yes
1526,bvult_bvneg,ltr,qf,no_inv,no
1527,bvult_bvneg,rtl,full,NA,yes
1528,bvult_bvneg,rtl,partial,NA,yes
1529,bvult_bvneg,rtl,qf,NA,yes
1530,bvult_bvnot,ltr,full,inv_a,yes
1531,bvult_bvnot,ltr,full,inv_g,yes
1532,bvult_bvnot,ltr,full,inv_r,yes
1533,bvult_bvnot,ltr,full,no_inv,no
1534,bvult_bvnot,ltr,partial,inv_a,yes
1535,bvult_bvnot,ltr,partial,inv_g,yes
1536,bvult_bvnot,ltr,partial,inv_r,yes
1537,bvult_bvnot,ltr,partial,no_inv,no
1538,bvult_bvnot,ltr,qf,inv_a,yes
1539,bvult_bvnot,ltr,qf,inv_g,yes
1540,bvult_bvnot,ltr,qf,inv_r,yes
1541,bvult_bvnot,ltr,qf,no_inv,no
1542,bvult_bvnot,rtl,full,NA,yes
1543,bvult_bvnot,rtl,partial,NA,yes
1544,bvult_bvnot,rtl,qf,NA,yes
1545,bvult_bvor,ltr,full,inv_a,no
1546,bvult_bvor,ltr,full,inv_g,no
1547,bvult_bvor,ltr,full,inv_r,no
1548,bvult_bvor,ltr,full,no_inv,no
1549,bvult_bvor,ltr,partial,inv_a,no
1550,bvult_bvor,ltr,partial,inv_g,no
1551,bvult_bvor,ltr,partial,inv_r,no
1552,bvult_bvor,ltr,partial,no_inv,yes
1553,bvult_bvor,ltr,qf,inv_a,no
1554,bvult_bvor,ltr,qf,inv_g,no
1555,bvult_bvor,ltr,qf,inv_r,no
1556,bvult_bvor,ltr,qf,no_inv,no
1557,bvult_bvor,rtl,full,NA,no
1558,bvult_bvor,rtl,partial,NA,yes
1559,bvult_bvor,rtl,qf,NA,no
1560,bvult_bvshl0,ltr,full,inv_a,yes
1561,bvult_bvshl0,ltr,full,inv_g,yes
1562,bvult_bvshl0,ltr,full,inv_r,yes
1563,bvult_bvshl0,ltr,full,no_inv,no
1564,bvult_bvshl0,ltr,partial,inv_a,yes
1565,bvult_bvshl0,ltr,partial,inv_g,yes
1566,bvult_bvshl0,ltr,partial,inv_r,yes
1567,bvult_bvshl0,ltr,partial,no_inv,no
1568,bvult_bvshl0,ltr,qf,inv_a,yes
1569,bvult_bvshl0,ltr,qf,inv_g,yes
1570,bvult_bvshl0,ltr,qf,inv_r,yes
1571,bvult_bvshl0,ltr,qf,no_inv,no
1572,bvult_bvshl0,rtl,full,NA,yes
1573,bvult_bvshl0,rtl,partial,NA,yes
