,ic_name,direction,encoding,cond_inv,proved
525,bvsle_bvurem0,ltr,full,inv_g,no
526,bvsle_bvurem0,ltr,full,inv_r,no
527,bvsle_bvurem0,ltr,full,no_inv,no
528,bvsle_bvurem0,ltr,partial,inv_g,no
529,bvsle_bvurem0,ltr,partial,inv_r,no
530,bvsle_bvurem0,ltr,partial,no_inv,no
531,bvsle_bvurem0,ltr,qf,inv_g,no
532,bvsle_bvurem0,ltr,qf,inv_r,no
533,bvsle_bvurem0,ltr,qf,no_inv,no
534,bvsle_bvurem0,rtl,full,NA,no
535,bvsle_bvurem0,rtl,partial,NA,no
536,bvsle_bvurem0,rtl,qf,NA,no
537,bvsle_bvurem1,ltr,full,inv_a,yes
538,bvsle_bvurem1,ltr,full,inv_g,yes
539,bvsle_bvurem1,ltr,full,inv_r,yes
540,bvsle_bvurem1,ltr,full,no_inv,no
541,bvsle_bvurem1,ltr,partial,inv_a,yes
542,bvsle_bvurem1,ltr,partial,inv_g,yes
543,bvsle_bvurem1,ltr,partial,inv_r,yes
544,bvsle_bvurem1,ltr,partial,no_inv,no
545,bvsle_bvurem1,ltr,qf,inv_a,yes
546,bvsle_bvurem1,ltr,qf,inv_g,yes
547,bvsle_bvurem1,ltr,qf,inv_r,yes
548,bvsle_bvurem1,ltr,qf,no_inv,no
549,bvsle_bvurem1,rtl,full,NA,yes
550,bvsle_bvurem1,rtl,partial,NA,yes
551,bvsle_bvurem1,rtl,qf,NA,yes
552,bvslt_bvadd,ltr,full,inv_a,yes
553,bvslt_bvadd,ltr,full,inv_g,yes
554,bvslt_bvadd,ltr,full,inv_r,no
555,bvslt_bvadd,ltr,full,no_inv,no
556,bvslt_bvadd,ltr,partial,inv_a,yes
557,bvslt_bvadd,ltr,partial,inv_g,yes
558,bvslt_bvadd,ltr,partial,inv_r,no
559,bvslt_bvadd,ltr,partial,no_inv,no
560,bvslt_bvadd,ltr,qf,inv_a,yes
561,bvslt_bvadd,ltr,qf,inv_g,yes
562,bvslt_bvadd,ltr,qf,inv_r,no
563,bvslt_bvadd,ltr,qf,no_inv,no
564,bvslt_bvadd,rtl,full,NA,yes
565,bvslt_bvadd,rtl,partial,NA,yes
566,bvslt_bvadd,rtl,qf,NA,yes
567,bvslt_bvand,ltr,full,inv_a,no
568,bvslt_bvand,ltr,full,inv_g,no
569,bvslt_bvand,ltr,full,inv_r,no
570,bvslt_bvand,ltr,full,no_inv,no
571,bvslt_bvand,ltr,partial,inv_a,no
572,bvslt_bvand,ltr,partial,inv_g,no
573,bvslt_bvand,ltr,partial,inv_r,no
574,bvslt_bvand,ltr,partial,no_inv,no
575,bvslt_bvand,ltr,qf,inv_a,no
576,bvslt_bvand,ltr,qf,inv_g,no
577,bvslt_bvand,ltr,qf,inv_r,no
578,bvslt_bvand,ltr,qf,no_inv,no
579,bvslt_bvand,rtl,full,NA,no
580,bvslt_bvand,rtl,partial,NA,no
581,bvslt_bvand,rtl,qf,NA,no
582,bvslt_bvashr0,ltr,full,inv_a,yes
583,bvslt_bvashr0,ltr,full,inv_g,yes
584,bvslt_bvashr0,ltr,full,inv_r,yes
585,bvslt_bvashr0,ltr,full,no_inv,no
586,bvslt_bvashr0,ltr,partial,inv_a,yes
587,bvslt_bvashr0,ltr,partial,inv_g,yes
588,bvslt_bvashr0,ltr,partial,inv_r,yes
589,bvslt_bvashr0,ltr,partial,no_inv,no
590,bvslt_bvashr0,ltr,qf,inv_a,yes
591,bvslt_bvashr0,ltr,qf,inv_g,yes
592,bvslt_bvashr0,ltr,qf,inv_r,yes
593,bvslt_bvashr0,ltr,qf,no_inv,no
594,bvslt_bvashr0,rtl,full,NA,no
595,bvslt_bvashr0,rtl,partial,NA,no
596,bvslt_bvashr0,rtl,qf,NA,no
597,bvslt_bvashr1,ltr,full,inv_g,no
598,bvslt_bvashr1,ltr,full,inv_r,no
599,bvslt_bvashr1,ltr,full,no_inv,no
600,bvslt_bvashr1,ltr,partial,inv_g,no
601,bvslt_bvashr1,ltr,partial,inv_r,no
602,bvslt_bvashr1,ltr,partial,no_inv,no
603,bvslt_bvashr1,ltr,qf,inv_g,no
604,bvslt_bvashr1,ltr,qf,inv_r,no
605,bvslt_bvashr1,ltr,qf,no_inv,no
606,bvslt_bvashr1,rtl,full,NA,no
607,bvslt_bvashr1,rtl,partial,NA,yes
608,bvslt_bvashr1,rtl,qf,NA,yes
609,bvslt_bvlshr0,ltr,full,inv_a,yes
610,bvslt_bvlshr0,ltr,full,inv_g,no
611,bvslt_bvlshr0,ltr,full,inv_r,yes
612,bvslt_bvlshr0,ltr,full,no_inv,no
613,bvslt_bvlshr0,ltr,partial,inv_a,yes
614,bvslt_bvlshr0,ltr,partial,inv_g,no
615,bvslt_bvlshr0,ltr,partial,inv_r,yes
616,bvslt_bvlshr0,ltr,partial,no_inv,no
617,bvslt_bvlshr0,ltr,qf,inv_a,yes
618,bvslt_bvlshr0,ltr,qf,inv_g,yes
619,bvslt_bvlshr0,ltr,qf,inv_r,yes
620,bvslt_bvlshr0,ltr,qf,no_inv,no
621,bvslt_bvlshr0,rtl,full,NA,no
622,bvslt_bvlshr0,rtl,partial,NA,yes
623,bvslt_bvlshr0,rtl,qf,NA,yes
624,bvslt_bvlshr1,ltr,full,inv_g,no
625,bvslt_bvlshr1,ltr,full,inv_r,no
626,bvslt_bvlshr1,ltr,full,no_inv,no
627,bvslt_bvlshr1,ltr,partial,inv_g,no
628,bvslt_bvlshr1,ltr,partial,inv_r,no
629,bvslt_bvlshr1,ltr,partial,no_inv,no
630,bvslt_bvlshr1,ltr,qf,inv_g,no
631,bvslt_bvlshr1,ltr,qf,inv_r,no
632,bvslt_bvlshr1,ltr,qf,no_inv,no
633,bvslt_bvlshr1,rtl,full,NA,no
634,bvslt_bvlshr1,rtl,partial,NA,yes
635,bvslt_bvlshr1,rtl,qf,NA,yes
636,bvslt_bvmul,ltr,full,no_inv,no
637,bvslt_bvmul,ltr,partial,no_inv,no
638,bvslt_bvmul,ltr,qf,no_inv,no
639,bvslt_bvmul,rtl,full,NA,no
640,bvslt_bvmul,rtl,partial,NA,no
641,bvslt_bvmul,rtl,qf,NA,no
642,bvslt_bvneg,ltr,full,inv_a,yes
643,bvslt_bvneg,ltr,full,inv_g,yes
644,bvslt_bvneg,ltr,full,inv_r,yes
645,bvslt_bvneg,ltr,full,no_inv,no
646,bvslt_bvneg,ltr,partial,inv_a,yes
647,bvslt_bvneg,ltr,partial,inv_g,yes
648,bvslt_bvneg,ltr,partial,inv_r,yes
649,bvslt_bvneg,ltr,partial,no_inv,no
650,bvslt_bvneg,ltr,qf,inv_a,yes
651,bvslt_bvneg,ltr,qf,inv_g,yes
652,bvslt_bvneg,ltr,qf,inv_r,yes
653,bvslt_bvneg,ltr,qf,no_inv,no
654,bvslt_bvneg,rtl,full,NA,yes
655,bvslt_bvneg,rtl,partial,NA,yes
656,bvslt_bvneg,rtl,qf,NA,yes
657,bvslt_bvnot,ltr,full,inv_a,yes
658,bvslt_bvnot,ltr,full,inv_g,yes
659,bvslt_bvnot,ltr,full,inv_r,yes
660,bvslt_bvnot,ltr,full,no_inv,no
661,bvslt_bvnot,ltr,partial,inv_a,yes
662,bvslt_bvnot,ltr,partial,inv_g,yes
663,bvslt_bvnot,ltr,partial,inv_r,yes
664,bvslt_bvnot,ltr,partial,no_inv,no
665,bvslt_bvnot,ltr,qf,inv_a,yes
666,bvslt_bvnot,ltr,qf,inv_g,yes
667,bvslt_bvnot,ltr,qf,inv_r,yes
668,bvslt_bvnot,ltr,qf,no_inv,no
669,bvslt_bvnot,rtl,full,NA,yes
670,bvslt_bvnot,rtl,partial,NA,yes
671,bvslt_bvnot,rtl,qf,NA,yes
672,bvslt_bvor,ltr,full,inv_a,no
673,bvslt_bvor,ltr,full,inv_g,no
674,bvslt_bvor,ltr,full,inv_r,no
675,bvslt_bvor,ltr,full,no_inv,no
676,bvslt_bvor,ltr,partial,inv_a,no
677,bvslt_bvor,ltr,partial,inv_g,no
678,bvslt_bvor,ltr,partial,inv_r,no
679,bvslt_bvor,ltr,partial,no_inv,no
680,bvslt_bvor,ltr,qf,inv_a,no
681,bvslt_bvor,ltr,qf,inv_g,no
682,bvslt_bvor,ltr,qf,inv_r,no
683,bvslt_bvor,ltr,qf,no_inv,no
684,bvslt_bvor,rtl,full,NA,no
685,bvslt_bvor,rtl,partial,NA,no
686,bvslt_bvor,rtl,qf,NA,no
687,bvslt_bvshl0,ltr,full,inv_g,yes
688,bvslt_bvshl0,ltr,full,no_inv,no
689,bvslt_bvshl0,ltr,partial,inv_g,yes
690,bvslt_bvshl0,ltr,partial,no_inv,no
691,bvslt_bvshl0,ltr,qf,inv_g,yes
692,bvslt_bvshl0,ltr,qf,no_inv,no
693,bvslt_bvshl0,rtl,full,NA,no
694,bvslt_bvshl0,rtl,partial,NA,no
695,bvslt_bvshl0,rtl,qf,NA,no
696,bvslt_bvshl1,ltr,full,no_inv,no
697,bvslt_bvshl1,ltr,partial,no_inv,no
698,bvslt_bvshl1,ltr,qf,no_inv,no
699,bvslt_bvshl1,rtl,full,NA,yes
700,bvslt_bvshl1,rtl,partial,NA,no
701,bvslt_bvshl1,rtl,qf,NA,no
702,bvslt_bvudiv0,ltr,full,inv_a,yes
703,bvslt_bvudiv0,ltr,full,inv_g,yes
704,bvslt_bvudiv0,ltr,full,inv_r,yes
705,bvslt_bvudiv0,ltr,full,no_inv,no
706,bvslt_bvudiv0,ltr,partial,inv_a,yes
707,bvslt_bvudiv0,ltr,partial,inv_g,yes
708,bvslt_bvudiv0,ltr,partial,inv_r,yes
709,bvslt_bvudiv0,ltr,partial,no_inv,no
710,bvslt_bvudiv0,ltr,qf,inv_a,yes
711,bvslt_bvudiv0,ltr,qf,inv_g,yes
712,bvslt_bvudiv0,ltr,qf,inv_r,yes
713,bvslt_bvudiv0,ltr,qf,no_inv,no
714,bvslt_bvudiv0,rtl,full,NA,yes
715,bvslt_bvudiv0,rtl,partial,NA,yes
716,bvslt_bvudiv0,rtl,qf,NA,yes
717,bvslt_bvudiv1,ltr,full,no_inv,no
718,bvslt_bvudiv1,ltr,partial,no_inv,no
719,bvslt_bvudiv1,ltr,qf,no_inv,no
720,bvslt_bvudiv1,rtl,full,NA,yes
721,bvslt_bvudiv1,rtl,partial,NA,yes
722,bvslt_bvudiv1,rtl,qf,NA,yes
723,bvslt_bvurem0,ltr,full,inv_r,no
724,bvslt_bvurem0,ltr,full,no_inv,no
725,bvslt_bvurem0,ltr,partial,inv_r,no
726,bvslt_bvurem0,ltr,partial,no_inv,no
727,bvslt_bvurem0,ltr,qf,inv_r,no
728,bvslt_bvurem0,ltr,qf,no_inv,no
729,bvslt_bvurem0,rtl,full,NA,no
730,bvslt_bvurem0,rtl,partial,NA,no
731,bvslt_bvurem0,rtl,qf,NA,no
732,bvslt_bvurem1,ltr,full,inv_a,yes
733,bvslt_bvurem1,ltr,full,inv_g,yes
734,bvslt_bvurem1,ltr,full,inv_r,yes
735,bvslt_bvurem1,ltr,full,no_inv,no
736,bvslt_bvurem1,ltr,partial,inv_a,yes
737,bvslt_bvurem1,ltr,partial,inv_g,yes
738,bvslt_bvurem1,ltr,partial,inv_r,yes
739,bvslt_bvurem1,ltr,partial,no_inv,no
740,bvslt_bvurem1,ltr,qf,inv_a,yes
741,bvslt_bvurem1,ltr,qf,inv_g,yes
742,bvslt_bvurem1,ltr,qf,inv_r,yes
743,bvslt_bvurem1,ltr,qf,no_inv,no
744,bvslt_bvurem1,rtl,full,NA,yes
745,bvslt_bvurem1,rtl,partial,NA,yes
746,bvslt_bvurem1,rtl,qf,NA,yes
747,bvuge_bvadd,ltr,full,inv_a,yes
748,bvuge_bvadd,ltr,full,inv_g,yes
749,bvuge_bvadd,ltr,full,inv_r,yes
750,bvuge_bvadd,ltr,full,no_inv,no
751,bvuge_bvadd,ltr,partial,inv_a,yes
752,bvuge_bvadd,ltr,partial,inv_g,yes
753,bvuge_bvadd,ltr,partial,inv_r,yes
754,bvuge_bvadd,ltr,partial,no_inv,no
755,bvuge_bvadd,ltr,qf,inv_a,yes
756,bvuge_bvadd,ltr,qf,inv_g,yes
757,bvuge_bvadd,ltr,qf,inv_r,yes
758,bvuge_bvadd,ltr,qf,no_inv,no
759,bvuge_bvadd,rtl,full,NA,yes
760,bvuge_bvadd,rtl,partial,NA,yes
761,bvuge_bvadd,rtl,qf,NA,yes
762,bvuge_bvand,ltr,full,inv_a,no
763,bvuge_bvand,ltr,full,inv_g,no
764,bvuge_bvand,ltr,full,inv_r,no
765,bvuge_bvand,ltr,full,no_inv,no
766,bvuge_bvand,ltr,partial,inv_a,no
767,bvuge_bvand,ltr,partial,inv_g,no
768,bvuge_bvand,ltr,partial,inv_r,no
769,bvuge_bvand,ltr,partial,no_inv,no
770,bvuge_bvand,ltr,qf,inv_a,no
771,bvuge_bvand,ltr,qf,inv_g,no
772,bvuge_bvand,ltr,qf,inv_r,no
773,bvuge_bvand,ltr,qf,no_inv,no
774,bvuge_bvand,rtl,full,NA,no
775,bvuge_bvand,rtl,partial,NA,no
776,bvuge_bvand,rtl,qf,NA,no
777,bvuge_bvashr0,ltr,full,inv_a,yes
778,bvuge_bvashr0,ltr,full,inv_g,yes
779,bvuge_bvashr0,ltr,full,inv_r,yes
780,bvuge_bvashr0,ltr,full,no_inv,no
781,bvuge_bvashr0,ltr,partial,inv_a,yes
782,bvuge_bvashr0,ltr,partial,inv_g,yes
783,bvuge_bvashr0,ltr,partial,inv_r,yes
784,bvuge_bvashr0,ltr,partial,no_inv,no
785,bvuge_bvashr0,ltr,qf,inv_a,yes
786,bvuge_bvashr0,ltr,qf,inv_g,yes
787,bvuge_bvashr0,ltr,qf,inv_r,yes
788,bvuge_bvashr0,ltr,qf,no_inv,no
789,bvuge_bvashr0,rtl,full,NA,yes
790,bvuge_bvashr0,rtl,partial,NA,yes
791,bvuge_bvashr0,rtl,qf,NA,yes
792,bvuge_bvashr1,ltr,full,inv_g,no
793,bvuge_bvashr1,ltr,full,inv_r,no
794,bvuge_bvashr1,ltr,full,no_inv,no
795,bvuge_bvashr1,ltr,partial,inv_g,no
796,bvuge_bvashr1,ltr,partial,inv_r,no
797,bvuge_bvashr1,ltr,partial,no_inv,no
798,bvuge_bvashr1,ltr,qf,inv_g,no
799,bvuge_bvashr1,ltr,qf,inv_r,no
800,bvuge_bvashr1,ltr,qf,no_inv,no
801,bvuge_bvashr1,rtl,full,NA,yes
802,bvuge_bvashr1,rtl,partial,NA,yes
803,bvuge_bvashr1,rtl,qf,NA,yes
804,bvuge_bvlshr0,ltr,full,inv_a,no
805,bvuge_bvlshr0,ltr,full,inv_g,no
806,bvuge_bvlshr0,ltr,full,inv_r,no
807,bvuge_bvlshr0,ltr,full,no_inv,no
808,bvuge_bvlshr0,ltr,partial,inv_a,no
809,bvuge_bvlshr0,ltr,partial,inv_g,no
810,bvuge_bvlshr0,ltr,partial,inv_r,no
811,bvuge_bvlshr0,ltr,partial,no_inv,no
812,bvuge_bvlshr0,ltr,qf,inv_a,no
813,bvuge_bvlshr0,ltr,qf,inv_g,no
814,bvuge_bvlshr0,ltr,qf,inv_r,no
815,bvuge_bvlshr0,ltr,qf,no_inv,no
816,bvuge_bvlshr0,rtl,full,NA,yes
817,bvuge_bvlshr0,rtl,partial,NA,yes
818,bvuge_bvlshr0,rtl,qf,NA,yes
819,bvuge_bvlshr1,ltr,full,inv_a,yes
820,bvuge_bvlshr1,ltr,full,inv_g,yes
821,bvuge_bvlshr1,ltr,full,inv_r,yes
822,bvuge_bvlshr1,ltr,full,no_inv,no
823,bvuge_bvlshr1,ltr,partial,inv_a,yes
824,bvuge_bvlshr1,ltr,partial,inv_g,yes
825,bvuge_bvlshr1,ltr,partial,inv_r,yes
826,bvuge_bvlshr1,ltr,partial,no_inv,no
827,bvuge_bvlshr1,ltr,qf,inv_a,yes
828,bvuge_bvlshr1,ltr,qf,inv_g,yes
829,bvuge_bvlshr1,ltr,qf,inv_r,yes
830,bvuge_bvlshr1,ltr,qf,no_inv,no
831,bvuge_bvlshr1,rtl,full,NA,yes
832,bvuge_bvlshr1,rtl,partial,NA,yes
833,bvuge_bvlshr1,rtl,qf,NA,yes
834,bvuge_bvmul,ltr,full,no_inv,no
835,bvuge_bvmul,ltr,partial,no_inv,no
836,bvuge_bvmul,ltr,qf,no_inv,no
837,bvuge_bvmul,rtl,full,NA,no
838,bvuge_bvmul,rtl,partial,NA,no
839,bvuge_bvmul,rtl,qf,NA,no
840,bvuge_bvneg,ltr,full,inv_a,yes
841,bvuge_bvneg,ltr,full,inv_g,yes
842,bvuge_bvneg,ltr,full,inv_r,yes
843,bvuge_bvneg,ltr,full,no_inv,no
844,bvuge_bvneg,ltr,partial,inv_a,yes
845,bvuge_bvneg,ltr,partial,inv_g,yes
846,bvuge_bvneg,ltr,partial,inv_r,yes
847,bvuge_bvneg,ltr,partial,no_inv,no
848,bvuge_bvneg,ltr,qf,inv_a,yes
849,bvuge_bvneg,ltr,qf,inv_g,yes
850,bvuge_bvneg,ltr,qf,inv_r,yes
851,bvuge_bvneg,ltr,qf,no_inv,no
852,bvuge_bvneg,rtl,full,NA,yes
853,bvuge_bvneg,rtl,partial,NA,yes
854,bvuge_bvneg,rtl,qf,NA,yes
855,bvuge_bvnot,ltr,full,inv_a,yes
856,bvuge_bvnot,ltr,full,inv_g,yes
857,bvuge_bvnot,ltr,full,inv_r,yes
858,bvuge_bvnot,ltr,full,no_inv,no
859,bvuge_bvnot,ltr,partial,inv_a,yes
860,bvuge_bvnot,ltr,partial,inv_g,yes
861,bvuge_bvnot,ltr,partial,inv_r,yes
862,bvuge_bvnot,ltr,partial,no_inv,yes
863,bvuge_bvnot,ltr,qf,inv_a,yes
864,bvuge_bvnot,ltr,qf,inv_g,yes
865,bvuge_bvnot,ltr,qf,inv_r,yes
866,bvuge_bvnot,ltr,qf,no_inv,no
867,bvuge_bvnot,rtl,full,NA,yes
868,bvuge_bvnot,rtl,partial,NA,yes
869,bvuge_bvnot,rtl,qf,NA,yes
870,bvuge_bvor,ltr,full,inv_a,no
871,bvuge_bvor,ltr,full,inv_g,no
872,bvuge_bvor,ltr,full,inv_r,no
873,bvuge_bvor,ltr,full,no_inv,no
874,bvuge_bvor,ltr,partial,inv_a,yes
875,bvuge_bvor,ltr,partial,inv_g,yes
876,bvuge_bvor,ltr,partial,inv_r,yes
877,bvuge_bvor,ltr,partial,no_inv,yes
878,bvuge_bvor,ltr,qf,inv_a,no
879,bvuge_bvor,ltr,qf,inv_g,no
880,bvuge_bvor,ltr,qf,inv_r,no
881,bvuge_bvor,ltr,qf,no_inv,no
882,bvuge_bvor,rtl,full,NA,yes
883,bvuge_bvor,rtl,partial,NA,yes
884,bvuge_bvor,rtl,qf,NA,yes
885,bvuge_bvshl0,ltr,full,inv_a,yes
886,bvuge_bvshl0,ltr,full,inv_g,yes
887,bvuge_bvshl0,ltr,full,inv_r,yes
888,bvuge_bvshl0,ltr,full,no_inv,no
889,bvuge_bvshl0,ltr,partial,inv_a,yes
890,bvuge_bvshl0,ltr,partial,inv_g,yes
891,bvuge_bvshl0,ltr,partial,inv_r,yes
892,bvuge_bvshl0,ltr,partial,no_inv,no
893,bvuge_bvshl0,ltr,qf,inv_a,yes
894,bvuge_bvshl0,ltr,qf,inv_g,yes
895,bvuge_bvshl0,ltr,qf,inv_r,yes
896,bvuge_bvshl0,ltr,qf,no_inv,no
897,bvuge_bvshl0,rtl,full,NA,no
898,bvuge_bvshl0,rtl,partial,NA,no
899,bvuge_bvshl0,rtl,qf,NA,no
900,bvuge_bvshl1,ltr,full,no_inv,no
901,bvuge_bvshl1,ltr,partial,no_inv,no
902,bvuge_bvshl1,ltr,qf,no_inv,no
903,bvuge_bvshl1,rtl,full,NA,no
904,bvuge_bvshl1,rtl,partial,NA,yes
905,bvuge_bvshl1,rtl,qf,NA,no
906,bvuge_bvudiv0,ltr,full,no_inv,no
907,bvuge_bvudiv0,ltr,partial,no_inv,no
908,bvuge_bvudiv0,ltr,qf,no_inv,no
909,bvuge_bvudiv0,rtl,full,NA,no
910,bvuge_bvudiv0,rtl,partial,NA,no
911,bvuge_bvudiv0,rtl,qf,NA,no
912,bvuge_bvudiv1,ltr,full,inv_a,yes
913,bvuge_bvudiv1,ltr,full,inv_g,yes
914,bvuge_bvudiv1,ltr,full,inv_r,yes
915,bvuge_bvudiv1,ltr,full,no_inv,no
916,bvuge_bvudiv1,ltr,partial,inv_a,yes
917,bvuge_bvudiv1,ltr,partial,inv_g,yes
918,bvuge_bvudiv1,ltr,partial,inv_r,yes
919,bvuge_bvudiv1,ltr,partial,no_inv,yes
920,bvuge_bvudiv1,ltr,qf,inv_a,yes
921,bvuge_bvudiv1,ltr,qf,inv_g,yes
922,bvuge_bvudiv1,ltr,qf,inv_r,yes
923,bvuge_bvudiv1,ltr,qf,no_inv,no
924,bvuge_bvudiv1,rtl,full,NA,yes
925,bvuge_bvudiv1,rtl,partial,NA,yes
926,bvuge_bvudiv1,rtl,qf,NA,yes
927,bvuge_bvurem0,ltr,full,inv_a,yes
928,bvuge_bvurem0,ltr,full,inv_g,yes
929,bvuge_bvurem0,ltr,full,inv_r,yes
930,bvuge_bvurem0,ltr,full,no_inv,no
931,bvuge_bvurem0,ltr,partial,inv_a,yes
932,bvuge_bvurem0,ltr,partial,inv_g,yes
933,bvuge_bvurem0,ltr,partial,inv_r,yes
934,bvuge_bvurem0,ltr,partial,no_inv,no
935,bvuge_bvurem0,ltr,qf,inv_a,yes
936,bvuge_bvurem0,ltr,qf,inv_g,yes
937,bvuge_bvurem0,ltr,qf,inv_r,yes
938,bvuge_bvurem0,ltr,qf,no_inv,yes
939,bvuge_bvurem0,rtl,full,NA,yes
940,bvuge_bvurem0,rtl,partial,NA,yes
941,bvuge_bvurem0,rtl,qf,NA,yes
942,bvuge_bvurem1,ltr,full,inv_a,no
943,bvuge_bvurem1,ltr,full,inv_g,no
944,bvuge_bvurem1,ltr,full,inv_r,no
945,bvuge_bvurem1,ltr,full,no_inv,no
946,bvuge_bvurem1,ltr,partial,inv_a,no
947,bvuge_bvurem1,ltr,partial,inv_g,no
948,bvuge_bvurem1,ltr,partial,inv_r,no
949,bvuge_bvurem1,ltr,partial,no_inv,no
950,bvuge_bvurem1,ltr,qf,inv_a,no
951,bvuge_bvurem1,ltr,qf,inv_g,no
952,bvuge_bvurem1,ltr,qf,inv_r,no
953,bvuge_bvurem1,ltr,qf,no_inv,no
954,bvuge_bvurem1,rtl,full,NA,no
955,bvuge_bvurem1,rtl,partial,NA,no
956,bvuge_bvurem1,rtl,qf,NA,no
957,bvugt_bvadd,ltr,full,inv_a,yes
958,bvugt_bvadd,ltr,full,inv_g,yes
959,bvugt_bvadd,ltr,full,inv_r,yes
960,bvugt_bvadd,ltr,full,no_inv,no
961,bvugt_bvadd,ltr,partial,inv_a,yes
962,bvugt_bvadd,ltr,partial,inv_g,yes
963,bvugt_bvadd,ltr,partial,inv_r,yes
964,bvugt_bvadd,ltr,partial,no_inv,no
965,bvugt_bvadd,ltr,qf,inv_a,yes
966,bvugt_bvadd,ltr,qf,inv_g,yes
967,bvugt_bvadd,ltr,qf,inv_r,yes
968,bvugt_bvadd,ltr,qf,no_inv,no
969,bvugt_bvadd,rtl,full,NA,yes
970,bvugt_bvadd,rtl,partial,NA,yes
971,bvugt_bvadd,rtl,qf,NA,yes
972,bvugt_bvand,ltr,full,inv_a,no
973,bvugt_bvand,ltr,full,inv_g,no
974,bvugt_bvand,ltr,full,inv_r,no
975,bvugt_bvand,ltr,full,no_inv,no
976,bvugt_bvand,ltr,partial,inv_a,no
977,bvugt_bvand,ltr,partial,inv_g,no
978,bvugt_bvand,ltr,partial,inv_r,no
979,bvugt_bvand,ltr,partial,no_inv,no
980,bvugt_bvand,ltr,qf,inv_a,no
981,bvugt_bvand,ltr,qf,inv_g,no
982,bvugt_bvand,ltr,qf,inv_r,no
983,bvugt_bvand,ltr,qf,no_inv,no
984,bvugt_bvand,rtl,full,NA,no
985,bvugt_bvand,rtl,partial,NA,no
986,bvugt_bvand,rtl,qf,NA,no
987,bvugt_bvashr0,ltr,full,inv_a,no
988,bvugt_bvashr0,ltr,full,inv_g,no
989,bvugt_bvashr0,ltr,full,inv_r,no
990,bvugt_bvashr0,ltr,full,no_inv,no
991,bvugt_bvashr0,ltr,partial,inv_a,yes
992,bvugt_bvashr0,ltr,partial,inv_g,yes
993,bvugt_bvashr0,ltr,partial,inv_r,yes
994,bvugt_bvashr0,ltr,partial,no_inv,no
995,bvugt_bvashr0,ltr,qf,inv_a,yes
996,bvugt_bvashr0,ltr,qf,inv_g,yes
997,bvugt_bvashr0,ltr,qf,inv_r,yes
998,bvugt_bvashr0,ltr,qf,no_inv,no
999,bvugt_bvashr0,rtl,full,NA,yes
1000,bvugt_bvashr0,rtl,partial,NA,yes
1001,bvugt_bvashr0,rtl,qf,NA,yes
1002,bvugt_bvashr1,ltr,full,inv_g,no
1003,bvugt_bvashr1,ltr,full,inv_r,no
1004,bvugt_bvashr1,ltr,full,no_inv,no
1005,bvugt_bvashr1,ltr,partial,inv_g,no
1006,bvugt_bvashr1,ltr,partial,inv_r,no
1007,bvugt_bvashr1,ltr,partial,no_inv,no
1008,bvugt_bvashr1,ltr,qf,inv_g,no
1009,bvugt_bvashr1,ltr,qf,inv_r,no
1010,bvugt_bvashr1,ltr,qf,no_inv,no
1011,bvugt_bvashr1,rtl,full,NA,no
1012,bvugt_bvashr1,rtl,partial,NA,yes
1013,bvugt_bvashr1,rtl,qf,NA,no
1014,bvugt_bvlshr0,ltr,full,inv_a,yes
1015,bvugt_bvlshr0,ltr,full,inv_g,yes
1016,bvugt_bvlshr0,ltr,full,inv_r,yes
1017,bvugt_bvlshr0,ltr,full,no_inv,no
1018,bvugt_bvlshr0,ltr,partial,inv_a,yes
1019,bvugt_bvlshr0,ltr,partial,inv_g,yes
1020,bvugt_bvlshr0,ltr,partial,inv_r,yes
1021,bvugt_bvlshr0,ltr,partial,no_inv,no
1022,bvugt_bvlshr0,ltr,qf,inv_a,yes
1023,bvugt_bvlshr0,ltr,qf,inv_g,yes
1024,bvugt_bvlshr0,ltr,qf,inv_r,yes
1025,bvugt_bvlshr0,ltr,qf,no_inv,no
1026,bvugt_bvlshr0,rtl,full,NA,no
1027,bvugt_bvlshr0,rtl,partial,NA,no
1028,bvugt_bvlshr0,rtl,qf,NA,no
1029,bvugt_bvlshr1,ltr,full,inv_a,yes
1030,bvugt_bvlshr1,ltr,full,inv_g,yes
1031,bvugt_bvlshr1,ltr,full,inv_r,yes
1032,bvugt_bvlshr1,ltr,full,no_inv,no
1033,bvugt_bvlshr1,ltr,partial,inv_a,yes
1034,bvugt_bvlshr1,ltr,partial,inv_g,yes
1035,bvugt_bvlshr1,ltr,partial,inv_r,yes
1036,bvugt_bvlshr1,ltr,partial,no_inv,no
1037,bvugt_bvlshr1,ltr,qf,inv_a,yes
1038,bvugt_bvlshr1,ltr,qf,inv_g,yes
1039,bvugt_bvlshr1,ltr,qf,inv_r,yes
1040,bvugt_bvlshr1,ltr,qf,no_inv,no
1041,bvugt_bvlshr1,rtl,full,NA,yes
1042,bvugt_bvlshr1,rtl,partial,NA,yes
1043,bvugt_bvlshr1,rtl,qf,NA,yes
1044,bvugt_bvmul,ltr,full,no_inv,no
1045,bvugt_bvmul,ltr,partial,no_inv,no
1046,bvugt_bvmul,ltr,qf,no_inv,no
1047,bvugt_bvmul,rtl,full,NA,no
1048,bvugt_bvmul,rtl,partial,NA,no
1049,bvugt_bvmul,rtl,qf,NA,no
1050,bvugt_bvneg,ltr,full,inv_a,yes
1051,bvugt_bvneg,ltr,full,inv_g,yes
