config,ic_name,direction,proved
cvc4_tplanes_saturate_no_e_matching,bvuge_bvlshr1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvmul,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvmul,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvor,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvor,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvshl0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvshl0,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvshl1,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvudiv0,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvudiv0,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvudiv1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvudiv1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvuge_bvurem1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvuge_bvurem1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvadd,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvadd,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvand,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvand,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvashr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvashr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvashr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvashr1,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvlshr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvlshr0,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvlshr1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvmul,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvmul,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvor,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvor,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvshl0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvshl0,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvshl1,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvugt_bvudiv0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvudiv0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvudiv1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvudiv1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvurem1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvugt_bvurem1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvadd,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvadd,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvand,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvand,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvashr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvashr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvashr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvashr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvlshr0,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvlshr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvlshr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvmul,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvmul,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvor,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvor,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvshl0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvshl0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvshl1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvudiv0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvudiv0,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvudiv1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvudiv1,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvule_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvurem1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvule_bvurem1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvadd,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvadd,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvand,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvand,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvashr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvashr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvashr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvashr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvlshr0,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvlshr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvlshr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvmul,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvmul,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvor,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvor,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvshl0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvshl0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvshl1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvudiv0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvudiv0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvudiv1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvudiv1,rtl,no
cvc4_tplanes_saturate_no_e_matching,bvult_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvurem1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,bvult_bvurem1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvadd,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvadd,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvand,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvand,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvashr0,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvashr0,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvashr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvashr1,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvlshr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvlshr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvlshr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvmul,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvmul,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvor,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvor,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvshl0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvshl0,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvshl1,rtl,no
cvc4_tplanes_saturate_no_e_matching,eq_bvudiv0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvudiv0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvudiv1,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvudiv1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,eq_bvurem1,ltr,no
cvc4_tplanes_saturate_no_e_matching,eq_bvurem1,rtl,no
cvc4_tplanes_saturate_no_e_matching,ne_bvadd,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvadd,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvand,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvand,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvashr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvashr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvashr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvashr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvlshr0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvlshr0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvlshr1,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvlshr1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvmul,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvmul,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvneg,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvneg,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvnot,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvnot,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvor,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvor,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvshl0,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvshl0,rtl,no
cvc4_tplanes_saturate_no_e_matching,ne_bvshl1,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvshl1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvudiv0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvudiv0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvudiv1,ltr,no
cvc4_tplanes_saturate_no_e_matching,ne_bvudiv1,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvurem0,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvurem0,rtl,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvurem1,ltr,yes
cvc4_tplanes_saturate_no_e_matching,ne_bvurem1,rtl,yes
z3_default,bvsge_bvadd,ltr,no
z3_default,bvsge_bvadd,rtl,yes
z3_default,bvsge_bvand,ltr,no
z3_default,bvsge_bvand,rtl,no
z3_default,bvsge_bvashr0,ltr,yes
z3_default,bvsge_bvashr0,rtl,no
z3_default,bvsge_bvashr1,ltr,no
z3_default,bvsge_bvashr1,rtl,no
z3_default,bvsge_bvlshr0,ltr,no
z3_default,bvsge_bvlshr0,rtl,no
z3_default,bvsge_bvlshr1,ltr,no
z3_default,bvsge_bvlshr1,rtl,no
z3_default,bvsge_bvmul,ltr,no
z3_default,bvsge_bvmul,rtl,no
z3_default,bvsge_bvneg,ltr,no
z3_default,bvsge_bvneg,rtl,yes
z3_default,bvsge_bvnot,ltr,yes
z3_default,bvsge_bvnot,rtl,yes
z3_default,bvsge_bvor,ltr,no
z3_default,bvsge_bvor,rtl,no
z3_default,bvsge_bvshl0,ltr,no
z3_default,bvsge_bvshl0,rtl,no
z3_default,bvsge_bvshl1,ltr,no
z3_default,bvsge_bvshl1,rtl,yes
z3_default,bvsge_bvudiv0,ltr,no
z3_default,bvsge_bvudiv0,rtl,no
z3_default,bvsge_bvudiv1,ltr,no
z3_default,bvsge_bvudiv1,rtl,no
z3_default,bvsge_bvurem0,ltr,no
z3_default,bvsge_bvurem0,rtl,yes
z3_default,bvsge_bvurem1,ltr,no
z3_default,bvsge_bvurem1,rtl,no
z3_default,bvsgt_bvadd,ltr,no
z3_default,bvsgt_bvadd,rtl,yes
z3_default,bvsgt_bvand,ltr,no
z3_default,bvsgt_bvand,rtl,no
z3_default,bvsgt_bvashr0,ltr,yes
z3_default,bvsgt_bvashr0,rtl,no
z3_default,bvsgt_bvashr1,ltr,no
z3_default,bvsgt_bvashr1,rtl,no
z3_default,bvsgt_bvlshr0,ltr,yes
z3_default,bvsgt_bvlshr0,rtl,no
z3_default,bvsgt_bvlshr1,ltr,no
z3_default,bvsgt_bvlshr1,rtl,no
z3_default,bvsgt_bvmul,ltr,no
z3_default,bvsgt_bvmul,rtl,no
z3_default,bvsgt_bvneg,ltr,yes
z3_default,bvsgt_bvneg,rtl,yes
z3_default,bvsgt_bvnot,ltr,yes
z3_default,bvsgt_bvnot,rtl,yes
z3_default,bvsgt_bvor,ltr,no
z3_default,bvsgt_bvor,rtl,no
z3_default,bvsgt_bvshl0,ltr,no
z3_default,bvsgt_bvshl0,rtl,no
z3_default,bvsgt_bvshl1,ltr,no
z3_default,bvsgt_bvshl1,rtl,yes
z3_default,bvsgt_bvudiv0,ltr,no
z3_default,bvsgt_bvudiv0,rtl,no
z3_default,bvsgt_bvudiv1,ltr,no
z3_default,bvsgt_bvudiv1,rtl,no
z3_default,bvsgt_bvurem0,ltr,no
z3_default,bvsgt_bvurem0,rtl,no
z3_default,bvsgt_bvurem1,ltr,no
z3_default,bvsgt_bvurem1,rtl,no
z3_default,bvsle_bvadd,ltr,no
z3_default,bvsle_bvadd,rtl,yes
z3_default,bvsle_bvand,ltr,no
z3_default,bvsle_bvand,rtl,no
z3_default,bvsle_bvashr0,ltr,yes
z3_default,bvsle_bvashr0,rtl,no
z3_default,bvsle_bvashr1,ltr,no
z3_default,bvsle_bvashr1,rtl,no
z3_default,bvsle_bvlshr0,ltr,yes
z3_default,bvsle_bvlshr0,rtl,no
z3_default,bvsle_bvlshr1,ltr,no
z3_default,bvsle_bvlshr1,rtl,no
z3_default,bvsle_bvmul,ltr,no
z3_default,bvsle_bvmul,rtl,yes
z3_default,bvsle_bvneg,ltr,yes
z3_default,bvsle_bvneg,rtl,yes
z3_default,bvsle_bvnot,ltr,yes
z3_default,bvsle_bvnot,rtl,yes
z3_default,bvsle_bvor,ltr,no
z3_default,bvsle_bvor,rtl,no
z3_default,bvsle_bvshl0,ltr,no
z3_default,bvsle_bvshl0,rtl,no
z3_default,bvsle_bvshl1,ltr,no
z3_default,bvsle_bvshl1,rtl,no
z3_default,bvsle_bvudiv0,ltr,no
z3_default,bvsle_bvudiv0,rtl,no
z3_default,bvsle_bvudiv1,ltr,no
z3_default,bvsle_bvudiv1,rtl,no
z3_default,bvsle_bvurem0,ltr,no
z3_default,bvsle_bvurem0,rtl,no
z3_default,bvsle_bvurem1,ltr,no
z3_default,bvsle_bvurem1,rtl,no
z3_default,bvslt_bvadd,ltr,yes
z3_default,bvslt_bvadd,rtl,yes
z3_default,bvslt_bvand,ltr,no
z3_default,bvslt_bvand,rtl,no
z3_default,bvslt_bvashr0,ltr,yes
z3_default,bvslt_bvashr0,rtl,no
z3_default,bvslt_bvashr1,ltr,no
z3_default,bvslt_bvashr1,rtl,no
z3_default,bvslt_bvlshr0,ltr,yes
z3_default,bvslt_bvlshr0,rtl,no
z3_default,bvslt_bvlshr1,ltr,no
z3_default,bvslt_bvlshr1,rtl,no
z3_default,bvslt_bvmul,ltr,no
z3_default,bvslt_bvmul,rtl,no
z3_default,bvslt_bvneg,ltr,yes
z3_default,bvslt_bvneg,rtl,yes
z3_default,bvslt_bvnot,ltr,yes
z3_default,bvslt_bvnot,rtl,yes
z3_default,bvslt_bvor,ltr,no
z3_default,bvslt_bvor,rtl,no
z3_default,bvslt_bvshl0,ltr,yes
z3_default,bvslt_bvshl0,rtl,no
z3_default,bvslt_bvshl1,ltr,no
z3_default,bvslt_bvshl1,rtl,no
z3_default,bvslt_bvudiv0,ltr,no
z3_default,bvslt_bvudiv0,rtl,no
z3_default,bvslt_bvudiv1,ltr,no
z3_default,bvslt_bvudiv1,rtl,no
z3_default,bvslt_bvurem0,ltr,no
z3_default,bvslt_bvurem0,rtl,no
z3_default,bvslt_bvurem1,ltr,no
z3_default,bvslt_bvurem1,rtl,no
z3_default,bvuge_bvadd,ltr,yes
z3_default,bvuge_bvadd,rtl,yes
z3_default,bvuge_bvand,ltr,yes
z3_default,bvuge_bvand,rtl,yes
z3_default,bvuge_bvashr0,ltr,yes
z3_default,bvuge_bvashr0,rtl,yes
z3_default,bvuge_bvashr1,ltr,no
z3_default,bvuge_bvashr1,rtl,no
z3_default,bvuge_bvlshr0,ltr,no
z3_default,bvuge_bvlshr0,rtl,no
z3_default,bvuge_bvlshr1,ltr,yes
z3_default,bvuge_bvlshr1,rtl,no
z3_default,bvuge_bvmul,ltr,no
z3_default,bvuge_bvmul,rtl,no
z3_default,bvuge_bvneg,ltr,yes
z3_default,bvuge_bvneg,rtl,yes
z3_default,bvuge_bvnot,ltr,yes
z3_default,bvuge_bvnot,rtl,yes
z3_default,bvuge_bvor,ltr,yes
z3_default,bvuge_bvor,rtl,yes
z3_default,bvuge_bvshl0,ltr,yes
z3_default,bvuge_bvshl0,rtl,no
z3_default,bvuge_bvshl1,ltr,no
z3_default,bvuge_bvshl1,rtl,yes
z3_default,bvuge_bvudiv0,ltr,no
z3_default,bvuge_bvudiv0,rtl,no
z3_default,bvuge_bvudiv1,ltr,yes
z3_default,bvuge_bvudiv1,rtl,yes
z3_default,bvuge_bvurem0,ltr,yes
z3_default,bvuge_bvurem0,rtl,no
z3_default,bvuge_bvurem1,ltr,no
z3_default,bvuge_bvurem1,rtl,no
z3_default,bvugt_bvadd,ltr,yes
z3_default,bvugt_bvadd,rtl,yes
z3_default,bvugt_bvand,ltr,yes
z3_default,bvugt_bvand,rtl,yes
z3_default,bvugt_bvashr0,ltr,no
z3_default,bvugt_bvashr0,rtl,yes
z3_default,bvugt_bvashr1,ltr,no
z3_default,bvugt_bvashr1,rtl,no
z3_default,bvugt_bvlshr0,ltr,yes
z3_default,bvugt_bvlshr0,rtl,no
z3_default,bvugt_bvlshr1,ltr,yes
z3_default,bvugt_bvlshr1,rtl,no
z3_default,bvugt_bvmul,ltr,no
z3_default,bvugt_bvmul,rtl,no
z3_default,bvugt_bvneg,ltr,yes
z3_default,bvugt_bvneg,rtl,yes
z3_default,bvugt_bvnot,ltr,yes
z3_default,bvugt_bvnot,rtl,yes
z3_default,bvugt_bvor,ltr,yes
z3_default,bvugt_bvor,rtl,yes
z3_default,bvugt_bvshl0,ltr,yes
z3_default,bvugt_bvshl0,rtl,no
z3_default,bvugt_bvshl1,ltr,no
z3_default,bvugt_bvshl1,rtl,yes
z3_default,bvugt_bvudiv0,ltr,yes
z3_default,bvugt_bvudiv0,rtl,no
z3_default,bvugt_bvudiv1,ltr,yes
z3_default,bvugt_bvudiv1,rtl,yes
z3_default,bvugt_bvurem0,ltr,no
z3_default,bvugt_bvurem0,rtl,yes
z3_default,bvugt_bvurem1,ltr,yes
z3_default,bvugt_bvurem1,rtl,yes
z3_default,bvule_bvadd,ltr,yes
z3_default,bvule_bvadd,rtl,yes
z3_default,bvule_bvand,ltr,yes
z3_default,bvule_bvand,rtl,yes
z3_default,bvule_bvashr0,ltr,yes
z3_default,bvule_bvashr0,rtl,yes
z3_default,bvule_bvashr1,ltr,no
z3_default,bvule_bvashr1,rtl,no
z3_default,bvule_bvlshr0,ltr,no
z3_default,bvule_bvlshr0,rtl,yes
z3_default,bvule_bvlshr1,ltr,no
z3_default,bvule_bvlshr1,rtl,yes
z3_default,bvule_bvmul,ltr,yes
z3_default,bvule_bvmul,rtl,yes
z3_default,bvule_bvneg,ltr,yes
z3_default,bvule_bvneg,rtl,yes
z3_default,bvule_bvnot,ltr,yes
z3_default,bvule_bvnot,rtl,yes
z3_default,bvule_bvor,ltr,yes
z3_default,bvule_bvor,rtl,yes
z3_default,bvule_bvshl0,ltr,yes
z3_default,bvule_bvshl0,rtl,yes
z3_default,bvule_bvshl1,ltr,no
z3_default,bvule_bvshl1,rtl,yes
z3_default,bvule_bvudiv0,ltr,yes
z3_default,bvule_bvudiv0,rtl,no
z3_default,bvule_bvudiv1,ltr,yes
z3_default,bvule_bvudiv1,rtl,no
z3_default,bvule_bvurem0,ltr,yes
z3_default,bvule_bvurem0,rtl,yes
z3_default,bvule_bvurem1,ltr,yes
z3_default,bvule_bvurem1,rtl,yes
z3_default,bvult_bvadd,ltr,yes
z3_default,bvult_bvadd,rtl,yes
z3_default,bvult_bvand,ltr,yes
z3_default,bvult_bvand,rtl,yes
z3_default,bvult_bvashr0,ltr,yes
z3_default,bvult_bvashr0,rtl,yes
z3_default,bvult_bvashr1,ltr,no
z3_default,bvult_bvashr1,rtl,no
z3_default,bvult_bvlshr0,ltr,no
z3_default,bvult_bvlshr0,rtl,yes
z3_default,bvult_bvlshr1,ltr,no
z3_default,bvult_bvlshr1,rtl,yes
z3_default,bvult_bvmul,ltr,yes
z3_default,bvult_bvmul,rtl,yes
z3_default,bvult_bvneg,ltr,yes
z3_default,bvult_bvneg,rtl,yes
z3_default,bvult_bvnot,ltr,yes
z3_default,bvult_bvnot,rtl,yes
z3_default,bvult_bvor,ltr,yes
z3_default,bvult_bvor,rtl,yes
z3_default,bvult_bvshl0,ltr,yes
z3_default,bvult_bvshl0,rtl,yes
z3_default,bvult_bvshl1,ltr,no
z3_default,bvult_bvshl1,rtl,yes
z3_default,bvult_bvudiv0,ltr,yes
z3_default,bvult_bvudiv0,rtl,yes
z3_default,bvult_bvudiv1,ltr,yes
z3_default,bvult_bvudiv1,rtl,no
z3_default,bvult_bvurem0,ltr,yes
z3_default,bvult_bvurem0,rtl,yes
z3_default,bvult_bvurem1,ltr,yes
z3_default,bvult_bvurem1,rtl,yes
z3_default,eq_bvadd,ltr,no
z3_default,eq_bvadd,rtl,yes
z3_default,eq_bvand,ltr,yes
z3_default,eq_bvand,rtl,no
z3_default,eq_bvashr0,ltr,no
z3_default,eq_bvashr0,rtl,no
z3_default,eq_bvashr1,ltr,no
z3_default,eq_bvashr1,rtl,no
z3_default,eq_bvlshr0,ltr,yes
z3_default,eq_bvlshr0,rtl,no
z3_default,eq_bvlshr1,ltr,no
z3_default,eq_bvlshr1,rtl,no
z3_default,eq_bvmul,ltr,no
z3_default,eq_bvmul,rtl,no
z3_default,eq_bvneg,ltr,yes
z3_default,eq_bvneg,rtl,yes
z3_default,eq_bvnot,ltr,yes
z3_default,eq_bvnot,rtl,yes
z3_default,eq_bvor,ltr,yes
z3_default,eq_bvor,rtl,no
z3_default,eq_bvshl0,ltr,yes
z3_default,eq_bvshl0,rtl,no
z3_default,eq_bvshl1,ltr,no
z3_default,eq_bvshl1,rtl,yes
z3_default,eq_bvudiv0,ltr,yes
z3_default,eq_bvudiv0,rtl,no
z3_default,eq_bvudiv1,ltr,no
z3_default,eq_bvudiv1,rtl,no
z3_default,eq_bvurem0,ltr,no
z3_default,eq_bvurem0,rtl,no
z3_default,eq_bvurem1,ltr,no
z3_default,eq_bvurem1,rtl,no
z3_default,ne_bvadd,ltr,no
z3_default,ne_bvadd,rtl,yes
z3_default,ne_bvand,ltr,no
z3_default,ne_bvand,rtl,yes
z3_default,ne_bvashr0,ltr,no
z3_default,ne_bvashr0,rtl,yes
z3_default,ne_bvashr1,ltr,no
z3_default,ne_bvashr1,rtl,yes
z3_default,ne_bvlshr0,ltr,no
z3_default,ne_bvlshr0,rtl,no
z3_default,ne_bvlshr1,ltr,no
z3_default,ne_bvlshr1,rtl,yes
z3_default,ne_bvmul,ltr,no
z3_default,ne_bvmul,rtl,yes
z3_default,ne_bvneg,ltr,yes
z3_default,ne_bvneg,rtl,yes
z3_default,ne_bvnot,ltr,yes
z3_default,ne_bvnot,rtl,yes
z3_default,ne_bvor,ltr,no
z3_default,ne_bvor,rtl,yes
z3_default,ne_bvshl0,ltr,no
z3_default,ne_bvshl0,rtl,yes
z3_default,ne_bvshl1,ltr,no
z3_default,ne_bvshl1,rtl,yes
z3_default,ne_bvudiv0,ltr,yes
z3_default,ne_bvudiv0,rtl,yes
z3_default,ne_bvudiv1,ltr,no
z3_default,ne_bvudiv1,rtl,yes
z3_default,ne_bvurem0,ltr,yes
z3_default,ne_bvurem0,rtl,yes
z3_default,ne_bvurem1,ltr,yes
z3_default,ne_bvurem1,rtl,yes
