,ic_name,direction,encoding,proved,to_keep
576,bvuge_bvnot,ltr,combined,yes,True
577,bvuge_bvnot,ltr,full,yes,False
578,bvuge_bvnot,ltr,partial,yes,False
579,bvuge_bvnot,ltr,qf,yes,True
580,bvuge_bvnot,rtl,combined,yes,True
581,bvuge_bvnot,rtl,full,yes,False
582,bvuge_bvnot,rtl,partial,yes,False
583,bvuge_bvnot,rtl,qf,yes,True
584,bvuge_bvor,ltr,combined,yes,True
585,bvuge_bvor,ltr,full,no,False
586,bvuge_bvor,ltr,partial,yes,False
587,bvuge_bvor,ltr,qf,no,True
588,bvuge_bvor,rtl,combined,yes,True
589,bvuge_bvor,rtl,full,yes,False
590,bvuge_bvor,rtl,partial,yes,False
591,bvuge_bvor,rtl,qf,yes,True
592,bvuge_bvshl0,ltr,combined,yes,True
593,bvuge_bvshl0,ltr,full,yes,False
594,bvuge_bvshl0,ltr,partial,yes,False
595,bvuge_bvshl0,ltr,qf,yes,True
596,bvuge_bvshl0,rtl,combined,no,True
597,bvuge_bvshl0,rtl,full,no,False
598,bvuge_bvshl0,rtl,partial,no,False
599,bvuge_bvshl0,rtl,qf,no,True
600,bvuge_bvshl1,ltr,combined,no,True
601,bvuge_bvshl1,ltr,full,no,False
602,bvuge_bvshl1,ltr,partial,no,False
603,bvuge_bvshl1,ltr,qf,no,True
604,bvuge_bvshl1,rtl,combined,yes,True
605,bvuge_bvshl1,rtl,full,no,False
606,bvuge_bvshl1,rtl,partial,yes,False
607,bvuge_bvshl1,rtl,qf,no,True
608,bvuge_bvudiv0,ltr,combined,no,True
609,bvuge_bvudiv0,ltr,full,no,False
610,bvuge_bvudiv0,ltr,partial,no,False
611,bvuge_bvudiv0,ltr,qf,no,True
612,bvuge_bvudiv0,rtl,combined,yes,True
613,bvuge_bvudiv0,rtl,full,no,False
614,bvuge_bvudiv0,rtl,partial,yes,False
615,bvuge_bvudiv0,rtl,qf,no,True
616,bvuge_bvudiv1,ltr,combined,yes,True
617,bvuge_bvudiv1,ltr,full,yes,False
618,bvuge_bvudiv1,ltr,partial,yes,False
619,bvuge_bvudiv1,ltr,qf,yes,True
620,bvuge_bvudiv1,rtl,combined,yes,True
621,bvuge_bvudiv1,rtl,full,yes,False
622,bvuge_bvudiv1,rtl,partial,yes,False
623,bvuge_bvudiv1,rtl,qf,yes,True
624,bvuge_bvurem0,ltr,combined,yes,True
625,bvuge_bvurem0,ltr,full,yes,False
626,bvuge_bvurem0,ltr,partial,yes,False
627,bvuge_bvurem0,ltr,qf,yes,True
628,bvuge_bvurem0,rtl,combined,yes,True
629,bvuge_bvurem0,rtl,full,yes,False
630,bvuge_bvurem0,rtl,partial,yes,False
631,bvuge_bvurem0,rtl,qf,yes,True
632,bvuge_bvurem1,ltr,combined,yes,True
633,bvuge_bvurem1,ltr,full,no,False
634,bvuge_bvurem1,ltr,partial,no,False
635,bvuge_bvurem1,ltr,qf,no,True
636,bvuge_bvurem1,rtl,combined,yes,True
637,bvuge_bvurem1,rtl,full,no,False
638,bvuge_bvurem1,rtl,partial,yes,False
639,bvuge_bvurem1,rtl,qf,no,True
640,bvugt_bvadd,ltr,combined,yes,True
641,bvugt_bvadd,ltr,full,yes,False
642,bvugt_bvadd,ltr,partial,yes,False
643,bvugt_bvadd,ltr,qf,yes,True
644,bvugt_bvadd,rtl,combined,yes,True
645,bvugt_bvadd,rtl,full,yes,False
646,bvugt_bvadd,rtl,partial,yes,False
647,bvugt_bvadd,rtl,qf,yes,True
648,bvugt_bvand,ltr,combined,yes,True
649,bvugt_bvand,ltr,full,no,False
650,bvugt_bvand,ltr,partial,yes,False
651,bvugt_bvand,ltr,qf,no,True
652,bvugt_bvand,rtl,combined,yes,True
653,bvugt_bvand,rtl,full,no,False
654,bvugt_bvand,rtl,partial,yes,False
655,bvugt_bvand,rtl,qf,no,True
656,bvugt_bvashr0,ltr,combined,yes,True
657,bvugt_bvashr0,ltr,full,no,False
658,bvugt_bvashr0,ltr,partial,no,False
659,bvugt_bvashr0,ltr,qf,no,True
660,bvugt_bvashr0,rtl,combined,yes,True
661,bvugt_bvashr0,rtl,full,yes,False
662,bvugt_bvashr0,rtl,partial,yes,False
663,bvugt_bvashr0,rtl,qf,yes,True
664,bvugt_bvashr1,ltr,combined,no,True
665,bvugt_bvashr1,ltr,full,no,False
666,bvugt_bvashr1,ltr,partial,no,False
667,bvugt_bvashr1,ltr,qf,no,True
668,bvugt_bvashr1,rtl,combined,yes,True
669,bvugt_bvashr1,rtl,full,no,False
670,bvugt_bvashr1,rtl,partial,yes,False
671,bvugt_bvashr1,rtl,qf,no,True
672,bvugt_bvlshr0,ltr,combined,yes,True
673,bvugt_bvlshr0,ltr,full,yes,False
674,bvugt_bvlshr0,ltr,partial,yes,False
675,bvugt_bvlshr0,ltr,qf,yes,True
676,bvugt_bvlshr0,rtl,combined,no,True
677,bvugt_bvlshr0,rtl,full,no,False
678,bvugt_bvlshr0,rtl,partial,no,False
679,bvugt_bvlshr0,rtl,qf,no,True
680,bvugt_bvlshr1,ltr,combined,yes,True
681,bvugt_bvlshr1,ltr,full,yes,False
682,bvugt_bvlshr1,ltr,partial,yes,False
683,bvugt_bvlshr1,ltr,qf,yes,True
684,bvugt_bvlshr1,rtl,combined,yes,True
685,bvugt_bvlshr1,rtl,full,no,False
686,bvugt_bvlshr1,rtl,partial,yes,False
687,bvugt_bvlshr1,rtl,qf,no,True
688,bvugt_bvmul,ltr,combined,no,True
689,bvugt_bvmul,ltr,full,no,False
690,bvugt_bvmul,ltr,partial,no,False
691,bvugt_bvmul,ltr,qf,no,True
692,bvugt_bvmul,rtl,combined,no,True
693,bvugt_bvmul,rtl,full,no,False
694,bvugt_bvmul,rtl,partial,no,False
695,bvugt_bvmul,rtl,qf,no,True
696,bvugt_bvneg,ltr,combined,yes,True
697,bvugt_bvneg,ltr,full,yes,False
698,bvugt_bvneg,ltr,partial,yes,False
699,bvugt_bvneg,ltr,qf,yes,True
700,bvugt_bvneg,rtl,combined,yes,True
701,bvugt_bvneg,rtl,full,yes,False
702,bvugt_bvneg,rtl,partial,yes,False
703,bvugt_bvneg,rtl,qf,yes,True
704,bvugt_bvnot,ltr,combined,yes,True
705,bvugt_bvnot,ltr,full,yes,False
706,bvugt_bvnot,ltr,partial,yes,False
707,bvugt_bvnot,ltr,qf,yes,True
708,bvugt_bvnot,rtl,combined,yes,True
709,bvugt_bvnot,rtl,full,yes,False
710,bvugt_bvnot,rtl,partial,yes,False
711,bvugt_bvnot,rtl,qf,yes,True
712,bvugt_bvor,ltr,combined,yes,True
713,bvugt_bvor,ltr,full,no,False
714,bvugt_bvor,ltr,partial,yes,False
715,bvugt_bvor,ltr,qf,no,True
716,bvugt_bvor,rtl,combined,yes,True
717,bvugt_bvor,rtl,full,no,False
718,bvugt_bvor,rtl,partial,yes,False
719,bvugt_bvor,rtl,qf,no,True
720,bvugt_bvshl0,ltr,combined,yes,True
721,bvugt_bvshl0,ltr,full,yes,False
722,bvugt_bvshl0,ltr,partial,yes,False
723,bvugt_bvshl0,ltr,qf,yes,True
724,bvugt_bvshl0,rtl,combined,no,True
725,bvugt_bvshl0,rtl,full,no,False
726,bvugt_bvshl0,rtl,partial,no,False
727,bvugt_bvshl0,rtl,qf,no,True
728,bvugt_bvshl1,ltr,combined,no,True
729,bvugt_bvshl1,ltr,full,no,False
730,bvugt_bvshl1,ltr,partial,no,False
731,bvugt_bvshl1,ltr,qf,no,True
732,bvugt_bvshl1,rtl,combined,yes,True
733,bvugt_bvshl1,rtl,full,no,False
734,bvugt_bvshl1,rtl,partial,yes,False
735,bvugt_bvshl1,rtl,qf,no,True
736,bvugt_bvudiv0,ltr,combined,yes,True
737,bvugt_bvudiv0,ltr,full,yes,False
738,bvugt_bvudiv0,ltr,partial,yes,False
739,bvugt_bvudiv0,ltr,qf,yes,True
740,bvugt_bvudiv0,rtl,combined,yes,True
741,bvugt_bvudiv0,rtl,full,yes,False
742,bvugt_bvudiv0,rtl,partial,yes,False
743,bvugt_bvudiv0,rtl,qf,yes,True
744,bvugt_bvudiv1,ltr,combined,yes,True
745,bvugt_bvudiv1,ltr,full,yes,False
746,bvugt_bvudiv1,ltr,partial,yes,False
747,bvugt_bvudiv1,ltr,qf,yes,True
748,bvugt_bvudiv1,rtl,combined,yes,True
749,bvugt_bvudiv1,rtl,full,yes,False
750,bvugt_bvudiv1,rtl,partial,yes,False
751,bvugt_bvudiv1,rtl,qf,yes,True
752,bvugt_bvurem0,ltr,combined,yes,True
753,bvugt_bvurem0,ltr,full,yes,False
754,bvugt_bvurem0,ltr,partial,yes,False
755,bvugt_bvurem0,ltr,qf,yes,True
756,bvugt_bvurem0,rtl,combined,yes,True
757,bvugt_bvurem0,rtl,full,yes,False
758,bvugt_bvurem0,rtl,partial,yes,False
759,bvugt_bvurem0,rtl,qf,yes,True
760,bvugt_bvurem1,ltr,combined,yes,True
761,bvugt_bvurem1,ltr,full,yes,False
762,bvugt_bvurem1,ltr,partial,yes,False
763,bvugt_bvurem1,ltr,qf,yes,True
764,bvugt_bvurem1,rtl,combined,yes,True
765,bvugt_bvurem1,rtl,full,yes,False
766,bvugt_bvurem1,rtl,partial,yes,False
767,bvugt_bvurem1,rtl,qf,yes,True
768,bvule_bvadd,ltr,combined,yes,True
769,bvule_bvadd,ltr,full,yes,False
770,bvule_bvadd,ltr,partial,yes,False
771,bvule_bvadd,ltr,qf,yes,True
772,bvule_bvadd,rtl,combined,yes,True
773,bvule_bvadd,rtl,full,yes,False
774,bvule_bvadd,rtl,partial,yes,False
775,bvule_bvadd,rtl,qf,yes,True
776,bvule_bvand,ltr,combined,yes,True
777,bvule_bvand,ltr,full,no,False
778,bvule_bvand,ltr,partial,yes,False
779,bvule_bvand,ltr,qf,no,True
780,bvule_bvand,rtl,combined,yes,True
781,bvule_bvand,rtl,full,yes,False
782,bvule_bvand,rtl,partial,yes,False
783,bvule_bvand,rtl,qf,yes,True
784,bvule_bvashr0,ltr,combined,yes,True
785,bvule_bvashr0,ltr,full,yes,False
786,bvule_bvashr0,ltr,partial,yes,False
787,bvule_bvashr0,ltr,qf,no,True
788,bvule_bvashr0,rtl,combined,yes,True
789,bvule_bvashr0,rtl,full,yes,False
790,bvule_bvashr0,rtl,partial,yes,False
791,bvule_bvashr0,rtl,qf,yes,True
792,bvule_bvashr1,ltr,combined,no,True
793,bvule_bvashr1,ltr,full,no,False
794,bvule_bvashr1,ltr,partial,no,False
795,bvule_bvashr1,ltr,qf,no,True
796,bvule_bvashr1,rtl,combined,yes,True
797,bvule_bvashr1,rtl,full,no,False
798,bvule_bvashr1,rtl,partial,no,False
799,bvule_bvashr1,rtl,qf,no,True
800,bvule_bvlshr0,ltr,combined,no,True
801,bvule_bvlshr0,ltr,full,no,False
802,bvule_bvlshr0,ltr,partial,no,False
803,bvule_bvlshr0,ltr,qf,no,True
804,bvule_bvlshr0,rtl,combined,yes,True
805,bvule_bvlshr0,rtl,full,yes,False
806,bvule_bvlshr0,rtl,partial,yes,False
807,bvule_bvlshr0,rtl,qf,yes,True
808,bvule_bvlshr1,ltr,combined,no,True
809,bvule_bvlshr1,ltr,full,no,False
810,bvule_bvlshr1,ltr,partial,no,False
811,bvule_bvlshr1,ltr,qf,no,True
812,bvule_bvlshr1,rtl,combined,yes,True
813,bvule_bvlshr1,rtl,full,yes,False
814,bvule_bvlshr1,rtl,partial,yes,False
815,bvule_bvlshr1,rtl,qf,yes,True
816,bvule_bvmul,ltr,combined,yes,True
817,bvule_bvmul,ltr,full,yes,False
818,bvule_bvmul,ltr,partial,yes,False
819,bvule_bvmul,ltr,qf,yes,True
820,bvule_bvmul,rtl,combined,yes,True
821,bvule_bvmul,rtl,full,yes,False
822,bvule_bvmul,rtl,partial,yes,False
823,bvule_bvmul,rtl,qf,yes,True
824,bvule_bvneg,ltr,combined,yes,True
825,bvule_bvneg,ltr,full,yes,False
826,bvule_bvneg,ltr,partial,yes,False
827,bvule_bvneg,ltr,qf,yes,True
828,bvule_bvneg,rtl,combined,yes,True
829,bvule_bvneg,rtl,full,yes,False
830,bvule_bvneg,rtl,partial,yes,False
831,bvule_bvneg,rtl,qf,yes,True
832,bvule_bvnot,ltr,combined,yes,True
833,bvule_bvnot,ltr,full,yes,False
834,bvule_bvnot,ltr,partial,yes,False
835,bvule_bvnot,ltr,qf,yes,True
836,bvule_bvnot,rtl,combined,yes,True
837,bvule_bvnot,rtl,full,yes,False
838,bvule_bvnot,rtl,partial,yes,False
839,bvule_bvnot,rtl,qf,yes,True
840,bvule_bvor,ltr,combined,yes,True
841,bvule_bvor,ltr,full,no,False
842,bvule_bvor,ltr,partial,yes,False
843,bvule_bvor,ltr,qf,no,True
844,bvule_bvor,rtl,combined,yes,True
845,bvule_bvor,rtl,full,no,False
846,bvule_bvor,rtl,partial,yes,False
847,bvule_bvor,rtl,qf,no,True
848,bvule_bvshl0,ltr,combined,yes,True
849,bvule_bvshl0,ltr,full,yes,False
850,bvule_bvshl0,ltr,partial,yes,False
851,bvule_bvshl0,ltr,qf,yes,True
852,bvule_bvshl0,rtl,combined,yes,True
853,bvule_bvshl0,rtl,full,yes,False
854,bvule_bvshl0,rtl,partial,yes,False
855,bvule_bvshl0,rtl,qf,yes,True
856,bvule_bvshl1,ltr,combined,no,True
857,bvule_bvshl1,ltr,full,no,False
858,bvule_bvshl1,ltr,partial,no,False
859,bvule_bvshl1,ltr,qf,no,True
860,bvule_bvshl1,rtl,combined,yes,True
861,bvule_bvshl1,rtl,full,yes,False
862,bvule_bvshl1,rtl,partial,yes,False
863,bvule_bvshl1,rtl,qf,yes,True
864,bvule_bvudiv0,ltr,combined,yes,True
865,bvule_bvudiv0,ltr,full,no,False
866,bvule_bvudiv0,ltr,partial,yes,False
867,bvule_bvudiv0,ltr,qf,no,True
868,bvule_bvudiv0,rtl,combined,yes,True
869,bvule_bvudiv0,rtl,full,no,False
870,bvule_bvudiv0,rtl,partial,yes,False
871,bvule_bvudiv0,rtl,qf,no,True
872,bvule_bvudiv1,ltr,combined,yes,True
873,bvule_bvudiv1,ltr,full,no,False
874,bvule_bvudiv1,ltr,partial,yes,False
875,bvule_bvudiv1,ltr,qf,no,True
876,bvule_bvudiv1,rtl,combined,yes,True
877,bvule_bvudiv1,rtl,full,no,False
878,bvule_bvudiv1,rtl,partial,yes,False
879,bvule_bvudiv1,rtl,qf,no,True
880,bvule_bvurem0,ltr,combined,yes,True
881,bvule_bvurem0,ltr,full,yes,False
882,bvule_bvurem0,ltr,partial,yes,False
883,bvule_bvurem0,ltr,qf,yes,True
884,bvule_bvurem0,rtl,combined,yes,True
885,bvule_bvurem0,rtl,full,yes,False
886,bvule_bvurem0,rtl,partial,yes,False
887,bvule_bvurem0,rtl,qf,yes,True
888,bvule_bvurem1,ltr,combined,yes,True
889,bvule_bvurem1,ltr,full,yes,False
890,bvule_bvurem1,ltr,partial,yes,False
891,bvule_bvurem1,ltr,qf,yes,True
892,bvule_bvurem1,rtl,combined,yes,True
893,bvule_bvurem1,rtl,full,yes,False
894,bvule_bvurem1,rtl,partial,yes,False
895,bvule_bvurem1,rtl,qf,yes,True
896,bvult_bvadd,ltr,combined,yes,True
897,bvult_bvadd,ltr,full,yes,False
898,bvult_bvadd,ltr,partial,yes,False
899,bvult_bvadd,ltr,qf,yes,True
900,bvult_bvadd,rtl,combined,yes,True
901,bvult_bvadd,rtl,full,yes,False
902,bvult_bvadd,rtl,partial,yes,False
903,bvult_bvadd,rtl,qf,yes,True
904,bvult_bvand,ltr,combined,yes,True
905,bvult_bvand,ltr,full,no,False
906,bvult_bvand,ltr,partial,yes,False
907,bvult_bvand,ltr,qf,no,True
908,bvult_bvand,rtl,combined,yes,True
909,bvult_bvand,rtl,full,no,False
910,bvult_bvand,rtl,partial,yes,False
911,bvult_bvand,rtl,qf,no,True
912,bvult_bvashr0,ltr,combined,yes,True
913,bvult_bvashr0,ltr,full,yes,False
914,bvult_bvashr0,ltr,partial,yes,False
915,bvult_bvashr0,ltr,qf,no,True
916,bvult_bvashr0,rtl,combined,yes,True
917,bvult_bvashr0,rtl,full,yes,False
918,bvult_bvashr0,rtl,partial,yes,False
919,bvult_bvashr0,rtl,qf,yes,True
920,bvult_bvashr1,ltr,combined,no,True
921,bvult_bvashr1,ltr,full,no,False
922,bvult_bvashr1,ltr,partial,no,False
923,bvult_bvashr1,ltr,qf,no,True
924,bvult_bvashr1,rtl,combined,yes,True
925,bvult_bvashr1,rtl,full,no,False
926,bvult_bvashr1,rtl,partial,no,False
927,bvult_bvashr1,rtl,qf,no,True
928,bvult_bvlshr0,ltr,combined,no,True
929,bvult_bvlshr0,ltr,full,no,False
930,bvult_bvlshr0,ltr,partial,yes,False
931,bvult_bvlshr0,ltr,qf,no,True
932,bvult_bvlshr0,rtl,combined,yes,True
933,bvult_bvlshr0,rtl,full,yes,False
934,bvult_bvlshr0,rtl,partial,yes,False
935,bvult_bvlshr0,rtl,qf,yes,True
936,bvult_bvlshr1,ltr,combined,no,True
937,bvult_bvlshr1,ltr,full,no,False
938,bvult_bvlshr1,ltr,partial,no,False
939,bvult_bvlshr1,ltr,qf,no,True
940,bvult_bvlshr1,rtl,combined,yes,True
941,bvult_bvlshr1,rtl,full,yes,False
942,bvult_bvlshr1,rtl,partial,yes,False
943,bvult_bvlshr1,rtl,qf,yes,True
944,bvult_bvmul,ltr,combined,yes,True
945,bvult_bvmul,ltr,full,yes,False
946,bvult_bvmul,ltr,partial,yes,False
947,bvult_bvmul,ltr,qf,yes,True
948,bvult_bvmul,rtl,combined,yes,True
949,bvult_bvmul,rtl,full,yes,False
950,bvult_bvmul,rtl,partial,yes,False
951,bvult_bvmul,rtl,qf,yes,True
952,bvult_bvneg,ltr,combined,yes,True
953,bvult_bvneg,ltr,full,yes,False
954,bvult_bvneg,ltr,partial,yes,False
955,bvult_bvneg,ltr,qf,yes,True
956,bvult_bvneg,rtl,combined,yes,True
957,bvult_bvneg,rtl,full,yes,False
958,bvult_bvneg,rtl,partial,yes,False
959,bvult_bvneg,rtl,qf,yes,True
960,bvult_bvnot,ltr,combined,yes,True
961,bvult_bvnot,ltr,full,yes,False
962,bvult_bvnot,ltr,partial,yes,False
963,bvult_bvnot,ltr,qf,yes,True
964,bvult_bvnot,rtl,combined,yes,True
965,bvult_bvnot,rtl,full,yes,False
966,bvult_bvnot,rtl,partial,yes,False
967,bvult_bvnot,rtl,qf,yes,True
968,bvult_bvor,ltr,combined,yes,True
969,bvult_bvor,ltr,full,no,False
970,bvult_bvor,ltr,partial,yes,False
971,bvult_bvor,ltr,qf,no,True
972,bvult_bvor,rtl,combined,yes,True
973,bvult_bvor,rtl,full,no,False
974,bvult_bvor,rtl,partial,yes,False
975,bvult_bvor,rtl,qf,no,True
976,bvult_bvshl0,ltr,combined,yes,True
977,bvult_bvshl0,ltr,full,yes,False
978,bvult_bvshl0,ltr,partial,yes,False
979,bvult_bvshl0,ltr,qf,yes,True
980,bvult_bvshl0,rtl,combined,yes,True
981,bvult_bvshl0,rtl,full,yes,False
982,bvult_bvshl0,rtl,partial,yes,False
983,bvult_bvshl0,rtl,qf,yes,True
984,bvult_bvshl1,ltr,combined,no,True
985,bvult_bvshl1,ltr,full,no,False
986,bvult_bvshl1,ltr,partial,no,False
987,bvult_bvshl1,ltr,qf,no,True
988,bvult_bvshl1,rtl,combined,yes,True
989,bvult_bvshl1,rtl,full,yes,False
990,bvult_bvshl1,rtl,partial,yes,False
991,bvult_bvshl1,rtl,qf,yes,True
992,bvult_bvudiv0,ltr,combined,yes,True
993,bvult_bvudiv0,ltr,full,yes,False
994,bvult_bvudiv0,ltr,partial,yes,False
995,bvult_bvudiv0,ltr,qf,yes,True
996,bvult_bvudiv0,rtl,combined,yes,True
997,bvult_bvudiv0,rtl,full,yes,False
998,bvult_bvudiv0,rtl,partial,yes,False
999,bvult_bvudiv0,rtl,qf,yes,True
1000,bvult_bvudiv1,ltr,combined,yes,True
1001,bvult_bvudiv1,ltr,full,no,False
1002,bvult_bvudiv1,ltr,partial,yes,False
1003,bvult_bvudiv1,ltr,qf,no,True
1004,bvult_bvudiv1,rtl,combined,no,True
1005,bvult_bvudiv1,rtl,full,no,False
1006,bvult_bvudiv1,rtl,partial,no,False
1007,bvult_bvudiv1,rtl,qf,no,True
1008,bvult_bvurem0,ltr,combined,yes,True
1009,bvult_bvurem0,ltr,full,yes,False
1010,bvult_bvurem0,ltr,partial,yes,False
1011,bvult_bvurem0,ltr,qf,yes,True
1012,bvult_bvurem0,rtl,combined,yes,True
1013,bvult_bvurem0,rtl,full,yes,False
1014,bvult_bvurem0,rtl,partial,yes,False
1015,bvult_bvurem0,rtl,qf,yes,True
1016,bvult_bvurem1,ltr,combined,yes,True
1017,bvult_bvurem1,ltr,full,yes,False
1018,bvult_bvurem1,ltr,partial,yes,False
1019,bvult_bvurem1,ltr,qf,yes,True
1020,bvult_bvurem1,rtl,combined,yes,True
1021,bvult_bvurem1,rtl,full,yes,False
1022,bvult_bvurem1,rtl,partial,yes,False
1023,bvult_bvurem1,rtl,qf,yes,True
1024,eq_bvadd,ltr,combined,yes,True
1025,eq_bvadd,ltr,full,yes,False
1026,eq_bvadd,ltr,partial,yes,False
1027,eq_bvadd,ltr,qf,yes,True
1028,eq_bvadd,rtl,combined,yes,True
1029,eq_bvadd,rtl,full,yes,False
1030,eq_bvadd,rtl,partial,yes,False
1031,eq_bvadd,rtl,qf,yes,True
1032,eq_bvand,ltr,combined,yes,True
1033,eq_bvand,ltr,full,yes,False
1034,eq_bvand,ltr,partial,yes,False
1035,eq_bvand,ltr,qf,yes,True
1036,eq_bvand,rtl,combined,no,True
1037,eq_bvand,rtl,full,no,False
1038,eq_bvand,rtl,partial,no,False
1039,eq_bvand,rtl,qf,no,True
1040,eq_bvashr0,ltr,combined,no,True
1041,eq_bvashr0,ltr,full,no,False
1042,eq_bvashr0,ltr,partial,no,False
1043,eq_bvashr0,ltr,qf,no,True
1044,eq_bvashr0,rtl,combined,no,True
1045,eq_bvashr0,rtl,full,no,False
1046,eq_bvashr0,rtl,partial,no,False
1047,eq_bvashr0,rtl,qf,no,True
1048,eq_bvashr1,ltr,combined,no,True
1049,eq_bvashr1,ltr,full,no,False
1050,eq_bvashr1,ltr,partial,no,False
1051,eq_bvashr1,ltr,qf,no,True
1052,eq_bvashr1,rtl,combined,no,True
1053,eq_bvashr1,rtl,full,no,False
1054,eq_bvashr1,rtl,partial,no,False
1055,eq_bvashr1,rtl,qf,no,True
1056,eq_bvlshr0,ltr,combined,yes,True
1057,eq_bvlshr0,ltr,full,yes,False
1058,eq_bvlshr0,ltr,partial,yes,False
1059,eq_bvlshr0,ltr,qf,yes,True
1060,eq_bvlshr0,rtl,combined,yes,True
1061,eq_bvlshr0,rtl,full,no,False
1062,eq_bvlshr0,rtl,partial,yes,False
1063,eq_bvlshr0,rtl,qf,no,True
1064,eq_bvlshr1,ltr,combined,no,True
1065,eq_bvlshr1,ltr,full,no,False
1066,eq_bvlshr1,ltr,partial,no,False
1067,eq_bvlshr1,ltr,qf,no,True
1068,eq_bvlshr1,rtl,combined,yes,True
1069,eq_bvlshr1,rtl,full,no,False
1070,eq_bvlshr1,rtl,partial,yes,False
1071,eq_bvlshr1,rtl,qf,no,True
1072,eq_bvmul,ltr,combined,no,True
1073,eq_bvmul,ltr,full,no,False
1074,eq_bvmul,ltr,partial,no,False
1075,eq_bvmul,ltr,qf,no,True
1076,eq_bvmul,rtl,combined,no,True
1077,eq_bvmul,rtl,full,no,False
1078,eq_bvmul,rtl,partial,no,False
1079,eq_bvmul,rtl,qf,no,True
1080,eq_bvneg,ltr,combined,yes,True
1081,eq_bvneg,ltr,full,yes,False
1082,eq_bvneg,ltr,partial,yes,False
1083,eq_bvneg,ltr,qf,yes,True
1084,eq_bvneg,rtl,combined,yes,True
1085,eq_bvneg,rtl,full,yes,False
1086,eq_bvneg,rtl,partial,yes,False
1087,eq_bvneg,rtl,qf,yes,True
1088,eq_bvnot,ltr,combined,yes,True
1089,eq_bvnot,ltr,full,yes,False
1090,eq_bvnot,ltr,partial,yes,False
1091,eq_bvnot,ltr,qf,yes,True
1092,eq_bvnot,rtl,combined,yes,True
1093,eq_bvnot,rtl,full,yes,False
1094,eq_bvnot,rtl,partial,yes,False
1095,eq_bvnot,rtl,qf,yes,True
1096,eq_bvor,ltr,combined,yes,True
1097,eq_bvor,ltr,full,yes,False
1098,eq_bvor,ltr,partial,yes,False
1099,eq_bvor,ltr,qf,yes,True
1100,eq_bvor,rtl,combined,no,True
1101,eq_bvor,rtl,full,no,False
1102,eq_bvor,rtl,partial,no,False
1103,eq_bvor,rtl,qf,no,True
1104,eq_bvshl0,ltr,combined,yes,True
1105,eq_bvshl0,ltr,full,yes,False
1106,eq_bvshl0,ltr,partial,yes,False
1107,eq_bvshl0,ltr,qf,yes,True
1108,eq_bvshl0,rtl,combined,no,True
1109,eq_bvshl0,rtl,full,no,False
1110,eq_bvshl0,rtl,partial,no,False
1111,eq_bvshl0,rtl,qf,no,True
1112,eq_bvshl1,ltr,combined,no,True
1113,eq_bvshl1,ltr,full,no,False
1114,eq_bvshl1,ltr,partial,no,False
1115,eq_bvshl1,ltr,qf,no,True
1116,eq_bvshl1,rtl,combined,yes,True
1117,eq_bvshl1,rtl,full,no,False
1118,eq_bvshl1,rtl,partial,yes,False
1119,eq_bvshl1,rtl,qf,no,True
1120,eq_bvudiv0,ltr,combined,yes,True
1121,eq_bvudiv0,ltr,full,yes,False
1122,eq_bvudiv0,ltr,partial,yes,False
1123,eq_bvudiv0,ltr,qf,yes,True
1124,eq_bvudiv0,rtl,combined,yes,True
1125,eq_bvudiv0,rtl,full,yes,False
1126,eq_bvudiv0,rtl,partial,yes,False
1127,eq_bvudiv0,rtl,qf,yes,True
1128,eq_bvudiv1,ltr,combined,no,True
1129,eq_bvudiv1,ltr,full,yes,False
1130,eq_bvudiv1,ltr,partial,no,False
1131,eq_bvudiv1,ltr,qf,yes,True
1132,eq_bvudiv1,rtl,combined,no,True
1133,eq_bvudiv1,rtl,full,yes,False
1134,eq_bvudiv1,rtl,partial,yes,False
1135,eq_bvudiv1,rtl,qf,yes,True
1136,eq_bvurem0,ltr,combined,yes,True
1137,eq_bvurem0,ltr,full,yes,False
1138,eq_bvurem0,ltr,partial,yes,False
1139,eq_bvurem0,ltr,qf,yes,True
1140,eq_bvurem0,rtl,combined,yes,True
1141,eq_bvurem0,rtl,full,yes,False
1142,eq_bvurem0,rtl,partial,yes,False
1143,eq_bvurem0,rtl,qf,yes,True
1144,eq_bvurem1,ltr,combined,yes,True
1145,eq_bvurem1,ltr,full,no,False
1146,eq_bvurem1,ltr,partial,no,False
1147,eq_bvurem1,ltr,qf,no,True
1148,eq_bvurem1,rtl,combined,no,True
1149,eq_bvurem1,rtl,full,no,False
1150,eq_bvurem1,rtl,partial,no,False
1151,eq_bvurem1,rtl,qf,no,True
1152,ne_bvadd,ltr,combined,yes,True
1153,ne_bvadd,ltr,full,yes,False
1154,ne_bvadd,ltr,partial,yes,False
1155,ne_bvadd,ltr,qf,no,True
1156,ne_bvadd,rtl,combined,yes,True
1157,ne_bvadd,rtl,full,yes,False
1158,ne_bvadd,rtl,partial,yes,False
1159,ne_bvadd,rtl,qf,yes,True
1160,ne_bvand,ltr,combined,yes,True
1161,ne_bvand,ltr,full,no,False
1162,ne_bvand,ltr,partial,yes,False
1163,ne_bvand,ltr,qf,no,True
1164,ne_bvand,rtl,combined,yes,True
1165,ne_bvand,rtl,full,no,False
1166,ne_bvand,rtl,partial,yes,False
1167,ne_bvand,rtl,qf,no,True
1168,ne_bvashr0,ltr,combined,yes,True
1169,ne_bvashr0,ltr,full,no,False
