,ic_name,direction,encoding,cond_inv,seconds
1080,bvult_bvudiv1,ltr,combined,inv_r,16
1081,bvult_bvudiv1,ltr,combined,no_inv,0
1082,bvult_bvudiv1,ltr,partial,inv_a,1
1083,bvult_bvudiv1,ltr,partial,inv_g,2
1084,bvult_bvudiv1,ltr,partial,inv_r,1
1085,bvult_bvudiv1,ltr,partial,no_inv,2
1086,bvult_bvurem0,ltr,combined,inv_a,0
1087,bvult_bvurem0,ltr,combined,inv_g,0
1088,bvult_bvurem0,ltr,combined,inv_r,0
1089,bvult_bvurem0,ltr,full,inv_a,0
1090,bvult_bvurem0,ltr,full,inv_g,0
1091,bvult_bvurem0,ltr,full,inv_r,0
1092,bvult_bvurem0,ltr,full,no_inv,24
1093,bvult_bvurem0,ltr,partial,inv_a,0
1094,bvult_bvurem0,ltr,partial,inv_g,0
1095,bvult_bvurem0,ltr,partial,inv_r,0
1096,bvult_bvurem0,ltr,partial,no_inv,11
1097,bvult_bvurem0,ltr,qf,inv_a,0
1098,bvult_bvurem0,ltr,qf,inv_g,0
1099,bvult_bvurem0,ltr,qf,inv_r,0
1100,bvult_bvurem0,ltr,qf,no_inv,3
1101,bvult_bvurem0,rtl,combined,NA,0
1102,bvult_bvurem0,rtl,full,NA,0
1103,bvult_bvurem0,rtl,partial,NA,0
1104,bvult_bvurem0,rtl,qf,NA,0
1105,bvult_bvurem1,ltr,combined,inv_a,0
1106,bvult_bvurem1,ltr,combined,inv_g,0
1107,bvult_bvurem1,ltr,combined,inv_r,0
1108,bvult_bvurem1,ltr,combined,no_inv,0
1109,bvult_bvurem1,ltr,full,inv_a,0
1110,bvult_bvurem1,ltr,full,inv_g,0
1111,bvult_bvurem1,ltr,full,inv_r,0
1112,bvult_bvurem1,ltr,full,no_inv,0
1113,bvult_bvurem1,ltr,partial,inv_a,0
1114,bvult_bvurem1,ltr,partial,inv_g,0
1115,bvult_bvurem1,ltr,partial,inv_r,0
1116,bvult_bvurem1,ltr,partial,no_inv,0
1117,bvult_bvurem1,ltr,qf,inv_a,0
1118,bvult_bvurem1,ltr,qf,inv_g,0
1119,bvult_bvurem1,ltr,qf,inv_r,0
1120,bvult_bvurem1,ltr,qf,no_inv,0
1121,bvult_bvurem1,rtl,combined,NA,0
1122,bvult_bvurem1,rtl,full,NA,0
1123,bvult_bvurem1,rtl,partial,NA,0
1124,bvult_bvurem1,rtl,qf,NA,0
1125,eq_bvadd,ltr,combined,inv_a,11
1126,eq_bvadd,ltr,combined,inv_g,11
1127,eq_bvadd,ltr,full,inv_a,0
1128,eq_bvadd,ltr,full,inv_g,0
1129,eq_bvadd,ltr,partial,inv_a,1
1130,eq_bvadd,ltr,partial,inv_g,1
1131,eq_bvadd,ltr,qf,inv_a,0
1132,eq_bvadd,ltr,qf,inv_g,0
1133,eq_bvadd,rtl,combined,NA,0
1134,eq_bvadd,rtl,full,NA,0
1135,eq_bvadd,rtl,partial,NA,0
1136,eq_bvadd,rtl,qf,NA,0
1137,eq_bvand,ltr,combined,inv_a,0
1138,eq_bvand,ltr,combined,inv_g,0
1139,eq_bvand,ltr,combined,inv_r,0
1140,eq_bvand,ltr,combined,no_inv,0
1141,eq_bvand,ltr,full,inv_a,0
1142,eq_bvand,ltr,full,inv_g,0
1143,eq_bvand,ltr,full,inv_r,0
1144,eq_bvand,ltr,full,no_inv,0
1145,eq_bvand,ltr,partial,inv_a,0
1146,eq_bvand,ltr,partial,inv_g,0
1147,eq_bvand,ltr,partial,inv_r,0
1148,eq_bvand,ltr,partial,no_inv,0
1149,eq_bvand,ltr,qf,inv_a,0
1150,eq_bvand,ltr,qf,inv_g,0
1151,eq_bvand,ltr,qf,inv_r,0
1152,eq_bvand,ltr,qf,no_inv,0
1153,eq_bvlshr0,ltr,combined,inv_g,0
1154,eq_bvlshr0,ltr,combined,no_inv,0
1155,eq_bvlshr0,ltr,full,inv_g,0
1156,eq_bvlshr0,ltr,full,no_inv,0
1157,eq_bvlshr0,ltr,partial,inv_g,0
1158,eq_bvlshr0,ltr,partial,no_inv,0
1159,eq_bvlshr0,ltr,qf,inv_g,0
1160,eq_bvlshr0,ltr,qf,no_inv,0
1161,eq_bvlshr0,rtl,combined,NA,2
1162,eq_bvlshr0,rtl,partial,NA,1
1163,eq_bvlshr1,rtl,combined,NA,14
1164,eq_bvlshr1,rtl,partial,NA,4
1165,eq_bvneg,ltr,combined,inv_a,0
1166,eq_bvneg,ltr,combined,inv_g,0
1167,eq_bvneg,ltr,combined,inv_r,0
1168,eq_bvneg,ltr,full,inv_a,0
1169,eq_bvneg,ltr,full,inv_g,0
1170,eq_bvneg,ltr,full,inv_r,0
1171,eq_bvneg,ltr,partial,inv_a,0
1172,eq_bvneg,ltr,partial,inv_g,0
1173,eq_bvneg,ltr,partial,inv_r,0
1174,eq_bvneg,ltr,qf,inv_a,0
1175,eq_bvneg,ltr,qf,inv_g,0
1176,eq_bvneg,ltr,qf,inv_r,0
1177,eq_bvneg,rtl,combined,NA,0
1178,eq_bvneg,rtl,full,NA,0
1179,eq_bvneg,rtl,partial,NA,0
1180,eq_bvneg,rtl,qf,NA,0
1181,eq_bvnot,ltr,combined,inv_a,0
1182,eq_bvnot,ltr,combined,inv_g,0
1183,eq_bvnot,ltr,combined,inv_r,0
1184,eq_bvnot,ltr,combined,no_inv,0
1185,eq_bvnot,ltr,full,inv_a,0
1186,eq_bvnot,ltr,full,inv_g,0
1187,eq_bvnot,ltr,full,inv_r,0
1188,eq_bvnot,ltr,full,no_inv,0
1189,eq_bvnot,ltr,partial,inv_a,0
1190,eq_bvnot,ltr,partial,inv_g,0
1191,eq_bvnot,ltr,partial,inv_r,0
1192,eq_bvnot,ltr,partial,no_inv,0
1193,eq_bvnot,ltr,qf,inv_a,0
1194,eq_bvnot,ltr,qf,inv_g,0
1195,eq_bvnot,ltr,qf,inv_r,0
1196,eq_bvnot,ltr,qf,no_inv,0
1197,eq_bvnot,rtl,combined,NA,0
1198,eq_bvnot,rtl,full,NA,0
1199,eq_bvnot,rtl,partial,NA,0
1200,eq_bvnot,rtl,qf,NA,0
1201,eq_bvor,ltr,combined,inv_a,0
1202,eq_bvor,ltr,combined,inv_g,0
1203,eq_bvor,ltr,combined,inv_r,0
1204,eq_bvor,ltr,combined,no_inv,0
1205,eq_bvor,ltr,full,inv_a,0
1206,eq_bvor,ltr,full,inv_g,0
1207,eq_bvor,ltr,full,inv_r,0
1208,eq_bvor,ltr,full,no_inv,0
1209,eq_bvor,ltr,partial,inv_a,0
1210,eq_bvor,ltr,partial,inv_g,0
1211,eq_bvor,ltr,partial,inv_r,0
1212,eq_bvor,ltr,partial,no_inv,0
1213,eq_bvor,ltr,qf,inv_a,0
1214,eq_bvor,ltr,qf,inv_g,0
1215,eq_bvor,ltr,qf,inv_r,0
1216,eq_bvor,ltr,qf,no_inv,0
1217,eq_bvshl0,ltr,combined,inv_g,0
1218,eq_bvshl0,ltr,combined,no_inv,156
1219,eq_bvshl0,ltr,full,inv_g,0
1220,eq_bvshl0,ltr,partial,inv_g,0
1221,eq_bvshl0,ltr,qf,inv_g,0
1222,eq_bvshl1,rtl,combined,NA,0
1223,eq_bvshl1,rtl,partial,NA,0
1224,eq_bvudiv0,ltr,combined,inv_a,0
1225,eq_bvudiv0,ltr,combined,no_inv,0
1226,eq_bvudiv0,ltr,full,inv_a,0
1227,eq_bvudiv0,ltr,full,no_inv,0
1228,eq_bvudiv0,ltr,partial,inv_a,0
1229,eq_bvudiv0,ltr,partial,no_inv,0
1230,eq_bvudiv0,ltr,qf,inv_a,0
1231,eq_bvudiv0,ltr,qf,no_inv,0
1232,eq_bvudiv0,rtl,combined,NA,0
1233,eq_bvudiv0,rtl,full,NA,0
1234,eq_bvudiv0,rtl,partial,NA,0
1235,eq_bvudiv0,rtl,qf,NA,0
1236,eq_bvudiv1,ltr,full,no_inv,88
1237,eq_bvudiv1,ltr,qf,no_inv,0
1238,eq_bvudiv1,rtl,full,NA,0
1239,eq_bvudiv1,rtl,partial,NA,7
1240,eq_bvudiv1,rtl,qf,NA,0
1241,eq_bvurem0,ltr,combined,inv_a,0
1242,eq_bvurem0,ltr,combined,inv_g,0
1243,eq_bvurem0,ltr,combined,inv_r,0
1244,eq_bvurem0,ltr,full,inv_a,0
1245,eq_bvurem0,ltr,full,inv_g,0
1246,eq_bvurem0,ltr,full,inv_r,0
1247,eq_bvurem0,ltr,full,no_inv,70
1248,eq_bvurem0,ltr,partial,inv_a,0
1249,eq_bvurem0,ltr,partial,inv_g,0
1250,eq_bvurem0,ltr,partial,inv_r,0
1251,eq_bvurem0,ltr,partial,no_inv,35
1252,eq_bvurem0,ltr,qf,inv_a,0
1253,eq_bvurem0,ltr,qf,inv_g,0
1254,eq_bvurem0,ltr,qf,inv_r,0
1255,eq_bvurem0,ltr,qf,no_inv,0
1256,eq_bvurem0,rtl,combined,NA,0
1257,eq_bvurem0,rtl,full,NA,0
1258,eq_bvurem0,rtl,partial,NA,0
1259,eq_bvurem0,rtl,qf,NA,0
1260,eq_bvurem1,ltr,combined,inv_a,269
1261,eq_bvurem1,ltr,combined,inv_g,272
1262,ne_bvadd,ltr,combined,inv_a,16
1263,ne_bvadd,ltr,combined,inv_g,17
1264,ne_bvadd,ltr,partial,inv_a,1
1265,ne_bvadd,ltr,partial,inv_g,1
1266,ne_bvadd,rtl,combined,NA,0
1267,ne_bvadd,rtl,full,NA,0
1268,ne_bvadd,rtl,partial,NA,0
1269,ne_bvadd,rtl,qf,NA,0
1270,ne_bvand,ltr,combined,no_inv,0
1271,ne_bvand,ltr,partial,no_inv,0
1272,ne_bvand,rtl,combined,NA,0
1273,ne_bvand,rtl,partial,NA,0
1274,ne_bvashr0,ltr,combined,inv_a,1
1275,ne_bvashr0,ltr,combined,inv_g,1
1276,ne_bvashr0,ltr,combined,inv_r,1
1277,ne_bvashr0,rtl,combined,NA,0
1278,ne_bvashr0,rtl,full,NA,0
1279,ne_bvashr0,rtl,partial,NA,0
1280,ne_bvashr0,rtl,qf,NA,0
1281,ne_bvashr1,rtl,combined,NA,0
1282,ne_bvlshr0,ltr,combined,inv_a,1
1283,ne_bvlshr0,ltr,combined,inv_r,1
1284,ne_bvlshr0,ltr,partial,inv_a,0
1285,ne_bvlshr0,ltr,partial,inv_r,0
1286,ne_bvlshr0,rtl,combined,NA,0
1287,ne_bvlshr0,rtl,partial,NA,0
1288,ne_bvlshr1,ltr,combined,no_inv,2
1289,ne_bvlshr1,ltr,partial,no_inv,1
1290,ne_bvlshr1,ltr,qf,no_inv,0
1291,ne_bvlshr1,rtl,combined,NA,0
1292,ne_bvlshr1,rtl,partial,NA,0
1293,ne_bvmul,ltr,partial,no_inv,70
1294,ne_bvmul,rtl,combined,NA,0
1295,ne_bvmul,rtl,full,NA,0
1296,ne_bvmul,rtl,partial,NA,0
1297,ne_bvmul,rtl,qf,NA,0
1298,ne_bvneg,ltr,combined,inv_a,0
1299,ne_bvneg,ltr,combined,inv_g,0
1300,ne_bvneg,ltr,combined,inv_r,0
1301,ne_bvneg,ltr,full,inv_a,0
1302,ne_bvneg,ltr,full,inv_g,0
1303,ne_bvneg,ltr,full,inv_r,0
1304,ne_bvneg,ltr,partial,inv_a,0
1305,ne_bvneg,ltr,partial,inv_g,0
1306,ne_bvneg,ltr,partial,inv_r,0
1307,ne_bvneg,rtl,combined,NA,0
1308,ne_bvneg,rtl,full,NA,0
1309,ne_bvneg,rtl,partial,NA,0
1310,ne_bvneg,rtl,qf,NA,0
1311,ne_bvnot,ltr,combined,inv_a,0
1312,ne_bvnot,ltr,combined,inv_g,0
1313,ne_bvnot,ltr,combined,inv_r,0
1314,ne_bvnot,ltr,combined,no_inv,0
1315,ne_bvnot,ltr,full,inv_a,0
1316,ne_bvnot,ltr,full,inv_g,0
1317,ne_bvnot,ltr,full,inv_r,0
1318,ne_bvnot,ltr,full,no_inv,0
1319,ne_bvnot,ltr,partial,inv_a,0
1320,ne_bvnot,ltr,partial,inv_g,0
1321,ne_bvnot,ltr,partial,inv_r,0
1322,ne_bvnot,ltr,partial,no_inv,0
1323,ne_bvnot,rtl,combined,NA,0
1324,ne_bvnot,rtl,full,NA,0
1325,ne_bvnot,rtl,partial,NA,0
1326,ne_bvnot,rtl,qf,NA,0
1327,ne_bvor,ltr,combined,no_inv,0
1328,ne_bvor,ltr,partial,no_inv,0
1329,ne_bvor,rtl,combined,NA,0
1330,ne_bvor,rtl,partial,NA,0
1331,ne_bvshl0,ltr,combined,no_inv,74
1332,ne_bvshl0,ltr,partial,no_inv,94
1333,ne_bvshl0,rtl,combined,NA,0
1334,ne_bvshl0,rtl,partial,NA,0
1335,ne_bvshl1,ltr,combined,no_inv,6
1336,ne_bvshl1,ltr,partial,no_inv,5
1337,ne_bvshl1,ltr,qf,no_inv,0
1338,ne_bvshl1,rtl,combined,NA,0
1339,ne_bvshl1,rtl,full,NA,0
1340,ne_bvshl1,rtl,partial,NA,0
1341,ne_bvshl1,rtl,qf,NA,0
1342,ne_bvudiv0,ltr,combined,inv_a,0
1343,ne_bvudiv0,ltr,combined,inv_g,0
1344,ne_bvudiv0,ltr,combined,inv_r,0
1345,ne_bvudiv0,ltr,combined,no_inv,0
1346,ne_bvudiv0,ltr,full,inv_a,0
1347,ne_bvudiv0,ltr,full,inv_r,0
1348,ne_bvudiv0,ltr,full,no_inv,0
1349,ne_bvudiv0,ltr,partial,inv_a,0
1350,ne_bvudiv0,ltr,partial,inv_g,0
1351,ne_bvudiv0,ltr,partial,inv_r,0
1352,ne_bvudiv0,ltr,partial,no_inv,0
1353,ne_bvudiv0,ltr,qf,inv_a,0
1354,ne_bvudiv0,ltr,qf,inv_r,0
1355,ne_bvudiv0,ltr,qf,no_inv,0
1356,ne_bvudiv0,rtl,combined,NA,0
1357,ne_bvudiv0,rtl,full,NA,0
1358,ne_bvudiv0,rtl,partial,NA,0
1359,ne_bvudiv0,rtl,qf,NA,0
1360,ne_bvudiv1,rtl,combined,NA,0
1361,ne_bvudiv1,rtl,full,NA,0
1362,ne_bvudiv1,rtl,partial,NA,0
1363,ne_bvudiv1,rtl,qf,NA,0
1364,ne_bvurem0,ltr,combined,inv_a,0
1365,ne_bvurem0,ltr,combined,inv_g,0
1366,ne_bvurem0,ltr,combined,inv_r,0
1367,ne_bvurem0,ltr,combined,no_inv,4
1368,ne_bvurem0,ltr,full,inv_a,0
1369,ne_bvurem0,ltr,full,inv_g,0
1370,ne_bvurem0,ltr,full,inv_r,0
1371,ne_bvurem0,ltr,partial,inv_a,0
1372,ne_bvurem0,ltr,partial,inv_g,0
1373,ne_bvurem0,ltr,partial,inv_r,0
1374,ne_bvurem0,ltr,partial,no_inv,120
1375,ne_bvurem0,rtl,combined,NA,0
1376,ne_bvurem0,rtl,full,NA,0
1377,ne_bvurem0,rtl,partial,NA,0
1378,ne_bvurem0,rtl,qf,NA,0
1379,ne_bvurem1,ltr,combined,inv_a,0
1380,ne_bvurem1,ltr,combined,inv_g,0
1381,ne_bvurem1,ltr,combined,inv_r,0
1382,ne_bvurem1,ltr,combined,no_inv,0
1383,ne_bvurem1,ltr,full,inv_a,0
1384,ne_bvurem1,ltr,full,inv_g,0
1385,ne_bvurem1,ltr,full,inv_r,0
1386,ne_bvurem1,ltr,full,no_inv,0
1387,ne_bvurem1,ltr,partial,inv_a,0
1388,ne_bvurem1,ltr,partial,inv_g,0
1389,ne_bvurem1,ltr,partial,inv_r,0
1390,ne_bvurem1,ltr,partial,no_inv,0
1391,ne_bvurem1,ltr,qf,inv_a,0
1392,ne_bvurem1,ltr,qf,inv_g,0
1393,ne_bvurem1,ltr,qf,inv_r,0
1394,ne_bvurem1,ltr,qf,no_inv,0
1395,ne_bvurem1,rtl,combined,NA,0
1396,ne_bvurem1,rtl,full,NA,0
1397,ne_bvurem1,rtl,partial,NA,0
1398,ne_bvurem1,rtl,qf,NA,0
