encoding,config,ic_name,direction,proved
ahmed,z3,bvule_bvor,ltr,yes
ahmed,z3,bvule_bvor,rtl,yes
ahmed,z3,bvule_bvshl0,ltr,no
ahmed,z3,bvule_bvshl0,rtl,yes
ahmed,z3,bvule_bvshl1,ltr,yes
ahmed,z3,bvule_bvshl1,rtl,yes
ahmed,z3,bvule_bvudiv0,ltr,no
ahmed,z3,bvule_bvudiv0,rtl,no
ahmed,z3,bvule_bvudiv1,ltr,no
ahmed,z3,bvule_bvudiv1,rtl,no
ahmed,z3,bvule_bvurem0,ltr,yes
ahmed,z3,bvule_bvurem0,rtl,yes
ahmed,z3,bvule_bvurem1,ltr,yes
ahmed,z3,bvule_bvurem1,rtl,yes
ahmed,z3,bvult_bvadd,ltr,no
ahmed,z3,bvult_bvadd,rtl,yes
ahmed,z3,bvult_bvand,ltr,yes
ahmed,z3,bvult_bvand,rtl,yes
ahmed,z3,bvult_bvashr0,ltr,no
ahmed,z3,bvult_bvashr0,rtl,yes
ahmed,z3,bvult_bvashr1,ltr,no
ahmed,z3,bvult_bvashr1,rtl,no
ahmed,z3,bvult_bvlshr0,ltr,yes
ahmed,z3,bvult_bvlshr0,rtl,yes
ahmed,z3,bvult_bvlshr1,ltr,yes
ahmed,z3,bvult_bvlshr1,rtl,yes
ahmed,z3,bvult_bvmul,ltr,no
ahmed,z3,bvult_bvmul,rtl,yes
ahmed,z3,bvult_bvneg,ltr,yes
ahmed,z3,bvult_bvneg,rtl,yes
ahmed,z3,bvult_bvnot,ltr,yes
ahmed,z3,bvult_bvnot,rtl,yes
ahmed,z3,bvult_bvor,ltr,yes
ahmed,z3,bvult_bvor,rtl,yes
ahmed,z3,bvult_bvshl0,ltr,no
ahmed,z3,bvult_bvshl0,rtl,yes
ahmed,z3,bvult_bvshl1,ltr,yes
ahmed,z3,bvult_bvshl1,rtl,yes
ahmed,z3,bvult_bvudiv0,ltr,yes
ahmed,z3,bvult_bvudiv0,rtl,yes
ahmed,z3,bvult_bvudiv1,ltr,no
ahmed,z3,bvult_bvudiv1,rtl,no
ahmed,z3,bvult_bvurem0,ltr,yes
ahmed,z3,bvult_bvurem0,rtl,yes
ahmed,z3,bvult_bvurem1,ltr,yes
ahmed,z3,bvult_bvurem1,rtl,yes
ahmed,z3,eq_bvadd,ltr,no
ahmed,z3,eq_bvadd,rtl,yes
ahmed,z3,eq_bvand,ltr,yes
ahmed,z3,eq_bvand,rtl,no
ahmed,z3,eq_bvashr0,ltr,no
ahmed,z3,eq_bvashr0,rtl,no
ahmed,z3,eq_bvashr1,ltr,yes
ahmed,z3,eq_bvashr1,rtl,no
ahmed,z3,eq_bvlshr0,ltr,yes
ahmed,z3,eq_bvlshr0,rtl,no
ahmed,z3,eq_bvlshr1,ltr,yes
ahmed,z3,eq_bvlshr1,rtl,no
ahmed,z3,eq_bvmul,ltr,no
ahmed,z3,eq_bvmul,rtl,no
ahmed,z3,eq_bvneg,ltr,no
ahmed,z3,eq_bvneg,rtl,yes
ahmed,z3,eq_bvnot,ltr,yes
ahmed,z3,eq_bvnot,rtl,yes
ahmed,z3,eq_bvor,ltr,yes
ahmed,z3,eq_bvor,rtl,no
ahmed,z3,eq_bvshl0,ltr,yes
ahmed,z3,eq_bvshl0,rtl,no
ahmed,z3,eq_bvshl1,ltr,yes
ahmed,z3,eq_bvshl1,rtl,yes
ahmed,z3,eq_bvudiv0,ltr,yes
ahmed,z3,eq_bvudiv0,rtl,no
ahmed,z3,eq_bvudiv1,ltr,no
ahmed,z3,eq_bvudiv1,rtl,no
ahmed,z3,eq_bvurem0,ltr,no
ahmed,z3,eq_bvurem0,rtl,no
ahmed,z3,eq_bvurem1,ltr,no
ahmed,z3,eq_bvurem1,rtl,no
ahmed,z3,ne_bvadd,ltr,yes
ahmed,z3,ne_bvadd,rtl,yes
ahmed,z3,ne_bvand,ltr,yes
ahmed,z3,ne_bvand,rtl,yes
ahmed,z3,ne_bvashr0,ltr,no
ahmed,z3,ne_bvashr0,rtl,yes
ahmed,z3,ne_bvashr1,ltr,no
ahmed,z3,ne_bvashr1,rtl,no
ahmed,z3,ne_bvlshr0,ltr,no
ahmed,z3,ne_bvlshr0,rtl,no
ahmed,z3,ne_bvlshr1,ltr,no
ahmed,z3,ne_bvlshr1,rtl,yes
ahmed,z3,ne_bvmul,ltr,no
ahmed,z3,ne_bvmul,rtl,yes
ahmed,z3,ne_bvneg,ltr,yes
ahmed,z3,ne_bvneg,rtl,yes
ahmed,z3,ne_bvnot,ltr,yes
ahmed,z3,ne_bvnot,rtl,yes
ahmed,z3,ne_bvor,ltr,yes
ahmed,z3,ne_bvor,rtl,yes
ahmed,z3,ne_bvshl0,ltr,no
ahmed,z3,ne_bvshl0,rtl,yes
ahmed,z3,ne_bvshl1,ltr,yes
ahmed,z3,ne_bvshl1,rtl,yes
ahmed,z3,ne_bvudiv0,ltr,no
ahmed,z3,ne_bvudiv0,rtl,yes
ahmed,z3,ne_bvudiv1,ltr,no
ahmed,z3,ne_bvudiv1,rtl,yes
ahmed,z3,ne_bvurem0,ltr,yes
ahmed,z3,ne_bvurem0,rtl,yes
ahmed,z3,ne_bvurem1,ltr,yes
ahmed,z3,ne_bvurem1,rtl,yes
combined,cvc4,bvsge_bvadd,ltr,no
combined,cvc4,bvsge_bvadd,rtl,yes
combined,cvc4,bvsge_bvand,ltr,yes
combined,cvc4,bvsge_bvand,rtl,no
combined,cvc4,bvsge_bvashr0,ltr,yes
combined,cvc4,bvsge_bvashr0,rtl,no
combined,cvc4,bvsge_bvashr1,ltr,yes
combined,cvc4,bvsge_bvashr1,rtl,yes
combined,cvc4,bvsge_bvlshr0,ltr,yes
combined,cvc4,bvsge_bvlshr0,rtl,yes
combined,cvc4,bvsge_bvlshr1,ltr,yes
combined,cvc4,bvsge_bvlshr1,rtl,yes
combined,cvc4,bvsge_bvmul,ltr,no
combined,cvc4,bvsge_bvmul,rtl,no
combined,cvc4,bvsge_bvneg,ltr,yes
combined,cvc4,bvsge_bvneg,rtl,yes
combined,cvc4,bvsge_bvnot,ltr,yes
combined,cvc4,bvsge_bvnot,rtl,yes
combined,cvc4,bvsge_bvor,ltr,no
combined,cvc4,bvsge_bvor,rtl,no
combined,cvc4,bvsge_bvshl0,ltr,no
combined,cvc4,bvsge_bvshl0,rtl,no
combined,cvc4,bvsge_bvshl1,ltr,yes
combined,cvc4,bvsge_bvshl1,rtl,yes
combined,cvc4,bvsge_bvudiv0,ltr,no
combined,cvc4,bvsge_bvudiv0,rtl,no
combined,cvc4,bvsge_bvudiv1,ltr,no
combined,cvc4,bvsge_bvudiv1,rtl,yes
combined,cvc4,bvsge_bvurem0,ltr,yes
combined,cvc4,bvsge_bvurem0,rtl,yes
combined,cvc4,bvsge_bvurem1,ltr,no
combined,cvc4,bvsge_bvurem1,rtl,no
combined,cvc4,bvsgt_bvadd,ltr,yes
combined,cvc4,bvsgt_bvadd,rtl,yes
combined,cvc4,bvsgt_bvand,ltr,no
combined,cvc4,bvsgt_bvand,rtl,no
combined,cvc4,bvsgt_bvashr0,ltr,yes
combined,cvc4,bvsgt_bvashr0,rtl,no
combined,cvc4,bvsgt_bvashr1,ltr,no
combined,cvc4,bvsgt_bvashr1,rtl,no
combined,cvc4,bvsgt_bvlshr0,ltr,yes
combined,cvc4,bvsgt_bvlshr0,rtl,no
combined,cvc4,bvsgt_bvlshr1,ltr,yes
combined,cvc4,bvsgt_bvlshr1,rtl,yes
combined,cvc4,bvsgt_bvmul,ltr,no
combined,cvc4,bvsgt_bvmul,rtl,no
combined,cvc4,bvsgt_bvneg,ltr,yes
combined,cvc4,bvsgt_bvneg,rtl,yes
combined,cvc4,bvsgt_bvnot,ltr,yes
combined,cvc4,bvsgt_bvnot,rtl,yes
combined,cvc4,bvsgt_bvor,ltr,no
combined,cvc4,bvsgt_bvor,rtl,no
combined,cvc4,bvsgt_bvshl0,ltr,no
combined,cvc4,bvsgt_bvshl0,rtl,no
combined,cvc4,bvsgt_bvshl1,ltr,yes
combined,cvc4,bvsgt_bvshl1,rtl,yes
combined,cvc4,bvsgt_bvudiv0,ltr,no
combined,cvc4,bvsgt_bvudiv0,rtl,no
combined,cvc4,bvsgt_bvudiv1,ltr,no
combined,cvc4,bvsgt_bvudiv1,rtl,yes
combined,cvc4,bvsgt_bvurem0,ltr,yes
combined,cvc4,bvsgt_bvurem0,rtl,yes
combined,cvc4,bvsgt_bvurem1,ltr,no
combined,cvc4,bvsgt_bvurem1,rtl,yes
combined,cvc4,bvsle_bvadd,ltr,yes
combined,cvc4,bvsle_bvadd,rtl,yes
combined,cvc4,bvsle_bvand,ltr,no
combined,cvc4,bvsle_bvand,rtl,no
combined,cvc4,bvsle_bvashr0,ltr,yes
combined,cvc4,bvsle_bvashr0,rtl,no
combined,cvc4,bvsle_bvashr1,ltr,yes
combined,cvc4,bvsle_bvashr1,rtl,yes
combined,cvc4,bvsle_bvlshr0,ltr,yes
combined,cvc4,bvsle_bvlshr0,rtl,no
combined,cvc4,bvsle_bvlshr1,ltr,yes
combined,cvc4,bvsle_bvlshr1,rtl,yes
combined,cvc4,bvsle_bvmul,ltr,no
combined,cvc4,bvsle_bvmul,rtl,yes
combined,cvc4,bvsle_bvneg,ltr,yes
combined,cvc4,bvsle_bvneg,rtl,yes
combined,cvc4,bvsle_bvnot,ltr,yes
combined,cvc4,bvsle_bvnot,rtl,yes
combined,cvc4,bvsle_bvor,ltr,no
combined,cvc4,bvsle_bvor,rtl,no
combined,cvc4,bvsle_bvshl0,ltr,no
combined,cvc4,bvsle_bvshl0,rtl,no
combined,cvc4,bvsle_bvshl1,ltr,no
combined,cvc4,bvsle_bvshl1,rtl,no
combined,cvc4,bvsle_bvudiv0,ltr,yes
combined,cvc4,bvsle_bvudiv0,rtl,yes
combined,cvc4,bvsle_bvudiv1,ltr,yes
combined,cvc4,bvsle_bvudiv1,rtl,no
combined,cvc4,bvsle_bvurem0,ltr,no
combined,cvc4,bvsle_bvurem0,rtl,no
combined,cvc4,bvsle_bvurem1,ltr,yes
combined,cvc4,bvsle_bvurem1,rtl,yes
combined,cvc4,bvslt_bvadd,ltr,yes
combined,cvc4,bvslt_bvadd,rtl,yes
combined,cvc4,bvslt_bvand,ltr,yes
combined,cvc4,bvslt_bvand,rtl,no
combined,cvc4,bvslt_bvashr0,ltr,yes
combined,cvc4,bvslt_bvashr0,rtl,no
combined,cvc4,bvslt_bvashr1,ltr,yes
combined,cvc4,bvslt_bvashr1,rtl,yes
combined,cvc4,bvslt_bvlshr0,ltr,no
combined,cvc4,bvslt_bvlshr0,rtl,yes
combined,cvc4,bvslt_bvlshr1,ltr,yes
combined,cvc4,bvslt_bvlshr1,rtl,yes
combined,cvc4,bvslt_bvmul,ltr,no
combined,cvc4,bvslt_bvmul,rtl,no
combined,cvc4,bvslt_bvneg,ltr,yes
combined,cvc4,bvslt_bvneg,rtl,yes
combined,cvc4,bvslt_bvnot,ltr,yes
combined,cvc4,bvslt_bvnot,rtl,yes
combined,cvc4,bvslt_bvor,ltr,yes
combined,cvc4,bvslt_bvor,rtl,no
combined,cvc4,bvslt_bvshl0,ltr,yes
combined,cvc4,bvslt_bvshl0,rtl,no
combined,cvc4,bvslt_bvshl1,ltr,no
combined,cvc4,bvslt_bvshl1,rtl,yes
combined,cvc4,bvslt_bvudiv0,ltr,yes
combined,cvc4,bvslt_bvudiv0,rtl,yes
combined,cvc4,bvslt_bvudiv1,ltr,yes
combined,cvc4,bvslt_bvudiv1,rtl,yes
combined,cvc4,bvslt_bvurem0,ltr,no
combined,cvc4,bvslt_bvurem0,rtl,no
combined,cvc4,bvslt_bvurem1,ltr,yes
combined,cvc4,bvslt_bvurem1,rtl,yes
combined,cvc4,bvuge_bvadd,ltr,yes
combined,cvc4,bvuge_bvadd,rtl,yes
combined,cvc4,bvuge_bvand,ltr,yes
combined,cvc4,bvuge_bvand,rtl,yes
combined,cvc4,bvuge_bvashr0,ltr,yes
combined,cvc4,bvuge_bvashr0,rtl,yes
combined,cvc4,bvuge_bvashr1,ltr,yes
combined,cvc4,bvuge_bvashr1,rtl,yes
combined,cvc4,bvuge_bvlshr0,ltr,yes
combined,cvc4,bvuge_bvlshr0,rtl,no
combined,cvc4,bvuge_bvlshr1,ltr,yes
combined,cvc4,bvuge_bvlshr1,rtl,yes
combined,cvc4,bvuge_bvmul,ltr,no
combined,cvc4,bvuge_bvmul,rtl,no
combined,cvc4,bvuge_bvneg,ltr,yes
combined,cvc4,bvuge_bvneg,rtl,yes
combined,cvc4,bvuge_bvnot,ltr,yes
combined,cvc4,bvuge_bvnot,rtl,yes
combined,cvc4,bvuge_bvor,ltr,yes
combined,cvc4,bvuge_bvor,rtl,yes
combined,cvc4,bvuge_bvshl0,ltr,yes
combined,cvc4,bvuge_bvshl0,rtl,no
combined,cvc4,bvuge_bvshl1,ltr,no
combined,cvc4,bvuge_bvshl1,rtl,yes
combined,cvc4,bvuge_bvudiv0,ltr,no
combined,cvc4,bvuge_bvudiv0,rtl,no
combined,cvc4,bvuge_bvudiv1,ltr,yes
combined,cvc4,bvuge_bvudiv1,rtl,yes
combined,cvc4,bvuge_bvurem0,ltr,no
combined,cvc4,bvuge_bvurem0,rtl,yes
combined,cvc4,bvuge_bvurem1,ltr,no
combined,cvc4,bvuge_bvurem1,rtl,yes
combined,cvc4,bvugt_bvadd,ltr,yes
combined,cvc4,bvugt_bvadd,rtl,yes
combined,cvc4,bvugt_bvand,ltr,yes
combined,cvc4,bvugt_bvand,rtl,yes
combined,cvc4,bvugt_bvashr0,ltr,yes
combined,cvc4,bvugt_bvashr0,rtl,yes
combined,cvc4,bvugt_bvashr1,ltr,yes
combined,cvc4,bvugt_bvashr1,rtl,yes
combined,cvc4,bvugt_bvlshr0,ltr,yes
combined,cvc4,bvugt_bvlshr0,rtl,no
combined,cvc4,bvugt_bvlshr1,ltr,yes
combined,cvc4,bvugt_bvlshr1,rtl,yes
combined,cvc4,bvugt_bvmul,ltr,no
combined,cvc4,bvugt_bvmul,rtl,no
combined,cvc4,bvugt_bvneg,ltr,yes
combined,cvc4,bvugt_bvneg,rtl,yes
combined,cvc4,bvugt_bvnot,ltr,yes
combined,cvc4,bvugt_bvnot,rtl,yes
combined,cvc4,bvugt_bvor,ltr,yes
combined,cvc4,bvugt_bvor,rtl,yes
combined,cvc4,bvugt_bvshl0,ltr,yes
combined,cvc4,bvugt_bvshl0,rtl,no
combined,cvc4,bvugt_bvshl1,ltr,no
combined,cvc4,bvugt_bvshl1,rtl,yes
combined,cvc4,bvugt_bvudiv0,ltr,yes
combined,cvc4,bvugt_bvudiv0,rtl,no
combined,cvc4,bvugt_bvudiv1,ltr,yes
combined,cvc4,bvugt_bvudiv1,rtl,yes
combined,cvc4,bvugt_bvurem0,ltr,no
combined,cvc4,bvugt_bvurem0,rtl,yes
combined,cvc4,bvugt_bvurem1,ltr,yes
combined,cvc4,bvugt_bvurem1,rtl,yes
combined,cvc4,bvule_bvadd,ltr,yes
combined,cvc4,bvule_bvadd,rtl,yes
combined,cvc4,bvule_bvand,ltr,yes
combined,cvc4,bvule_bvand,rtl,yes
combined,cvc4,bvule_bvashr0,ltr,yes
combined,cvc4,bvule_bvashr0,rtl,yes
combined,cvc4,bvule_bvashr1,ltr,yes
combined,cvc4,bvule_bvashr1,rtl,yes
combined,cvc4,bvule_bvlshr0,ltr,no
combined,cvc4,bvule_bvlshr0,rtl,yes
combined,cvc4,bvule_bvlshr1,ltr,yes
combined,cvc4,bvule_bvlshr1,rtl,yes
combined,cvc4,bvule_bvmul,ltr,yes
combined,cvc4,bvule_bvmul,rtl,yes
combined,cvc4,bvule_bvneg,ltr,yes
combined,cvc4,bvule_bvneg,rtl,yes
combined,cvc4,bvule_bvnot,ltr,yes
combined,cvc4,bvule_bvnot,rtl,yes
combined,cvc4,bvule_bvor,ltr,yes
combined,cvc4,bvule_bvor,rtl,yes
combined,cvc4,bvule_bvshl0,ltr,yes
combined,cvc4,bvule_bvshl0,rtl,yes
combined,cvc4,bvule_bvshl1,ltr,yes
combined,cvc4,bvule_bvshl1,rtl,yes
combined,cvc4,bvule_bvudiv0,ltr,yes
combined,cvc4,bvule_bvudiv0,rtl,yes
combined,cvc4,bvule_bvudiv1,ltr,yes
combined,cvc4,bvule_bvudiv1,rtl,no
combined,cvc4,bvule_bvurem0,ltr,yes
combined,cvc4,bvule_bvurem0,rtl,yes
combined,cvc4,bvule_bvurem1,ltr,yes
combined,cvc4,bvule_bvurem1,rtl,yes
combined,cvc4,bvult_bvadd,ltr,yes
combined,cvc4,bvult_bvadd,rtl,yes
combined,cvc4,bvult_bvand,ltr,yes
combined,cvc4,bvult_bvand,rtl,yes
combined,cvc4,bvult_bvashr0,ltr,yes
combined,cvc4,bvult_bvashr0,rtl,yes
combined,cvc4,bvult_bvashr1,ltr,yes
combined,cvc4,bvult_bvashr1,rtl,yes
combined,cvc4,bvult_bvlshr0,ltr,no
combined,cvc4,bvult_bvlshr0,rtl,yes
combined,cvc4,bvult_bvlshr1,ltr,yes
combined,cvc4,bvult_bvlshr1,rtl,yes
combined,cvc4,bvult_bvmul,ltr,yes
combined,cvc4,bvult_bvmul,rtl,yes
combined,cvc4,bvult_bvneg,ltr,yes
combined,cvc4,bvult_bvneg,rtl,yes
combined,cvc4,bvult_bvnot,ltr,yes
combined,cvc4,bvult_bvnot,rtl,yes
combined,cvc4,bvult_bvor,ltr,yes
combined,cvc4,bvult_bvor,rtl,yes
combined,cvc4,bvult_bvshl0,ltr,yes
combined,cvc4,bvult_bvshl0,rtl,yes
combined,cvc4,bvult_bvshl1,ltr,yes
combined,cvc4,bvult_bvshl1,rtl,yes
combined,cvc4,bvult_bvudiv0,ltr,yes
combined,cvc4,bvult_bvudiv0,rtl,yes
combined,cvc4,bvult_bvudiv1,ltr,yes
combined,cvc4,bvult_bvudiv1,rtl,no
combined,cvc4,bvult_bvurem0,ltr,yes
combined,cvc4,bvult_bvurem0,rtl,yes
combined,cvc4,bvult_bvurem1,ltr,yes
combined,cvc4,bvult_bvurem1,rtl,yes
combined,cvc4,eq_bvadd,ltr,yes
combined,cvc4,eq_bvadd,rtl,yes
combined,cvc4,eq_bvand,ltr,yes
combined,cvc4,eq_bvand,rtl,no
combined,cvc4,eq_bvashr0,ltr,no
combined,cvc4,eq_bvashr0,rtl,no
combined,cvc4,eq_bvashr1,ltr,no
combined,cvc4,eq_bvashr1,rtl,no
combined,cvc4,eq_bvlshr0,ltr,yes
combined,cvc4,eq_bvlshr0,rtl,no
combined,cvc4,eq_bvlshr1,ltr,yes
combined,cvc4,eq_bvlshr1,rtl,yes
combined,cvc4,eq_bvmul,ltr,no
combined,cvc4,eq_bvmul,rtl,no
combined,cvc4,eq_bvneg,ltr,yes
combined,cvc4,eq_bvneg,rtl,yes
combined,cvc4,eq_bvnot,ltr,yes
combined,cvc4,eq_bvnot,rtl,yes
combined,cvc4,eq_bvor,ltr,yes
combined,cvc4,eq_bvor,rtl,no
combined,cvc4,eq_bvshl0,ltr,yes
combined,cvc4,eq_bvshl0,rtl,no
combined,cvc4,eq_bvshl1,ltr,no
combined,cvc4,eq_bvshl1,rtl,yes
combined,cvc4,eq_bvudiv0,ltr,yes
combined,cvc4,eq_bvudiv0,rtl,no
combined,cvc4,eq_bvudiv1,ltr,no
combined,cvc4,eq_bvudiv1,rtl,no
combined,cvc4,eq_bvurem0,ltr,yes
combined,cvc4,eq_bvurem0,rtl,yes
combined,cvc4,eq_bvurem1,ltr,no
combined,cvc4,eq_bvurem1,rtl,no
combined,cvc4,ne_bvadd,ltr,yes
combined,cvc4,ne_bvadd,rtl,yes
combined,cvc4,ne_bvand,ltr,yes
combined,cvc4,ne_bvand,rtl,yes
combined,cvc4,ne_bvashr0,ltr,yes
combined,cvc4,ne_bvashr0,rtl,yes
combined,cvc4,ne_bvashr1,ltr,no
combined,cvc4,ne_bvashr1,rtl,yes
combined,cvc4,ne_bvlshr0,ltr,no
combined,cvc4,ne_bvlshr0,rtl,yes
combined,cvc4,ne_bvlshr1,ltr,yes
combined,cvc4,ne_bvlshr1,rtl,no
combined,cvc4,ne_bvmul,ltr,yes
combined,cvc4,ne_bvmul,rtl,yes
combined,cvc4,ne_bvneg,ltr,yes
combined,cvc4,ne_bvneg,rtl,yes
combined,cvc4,ne_bvnot,ltr,yes
combined,cvc4,ne_bvnot,rtl,yes
combined,cvc4,ne_bvor,ltr,yes
combined,cvc4,ne_bvor,rtl,yes
combined,cvc4,ne_bvshl0,ltr,no
combined,cvc4,ne_bvshl0,rtl,yes
combined,cvc4,ne_bvshl1,ltr,no
combined,cvc4,ne_bvshl1,rtl,yes
combined,cvc4,ne_bvudiv0,ltr,no
combined,cvc4,ne_bvudiv0,rtl,yes
combined,cvc4,ne_bvudiv1,ltr,no
combined,cvc4,ne_bvudiv1,rtl,yes
combined,cvc4,ne_bvurem0,ltr,no
combined,cvc4,ne_bvurem0,rtl,yes
combined,cvc4,ne_bvurem1,ltr,yes
combined,cvc4,ne_bvurem1,rtl,yes
combined,z3,bvsge_bvadd,ltr,no
combined,z3,bvsge_bvadd,rtl,yes
combined,z3,bvsge_bvand,ltr,yes
combined,z3,bvsge_bvand,rtl,no
combined,z3,bvsge_bvashr0,ltr,yes
combined,z3,bvsge_bvashr0,rtl,no
combined,z3,bvsge_bvashr1,ltr,no
combined,z3,bvsge_bvashr1,rtl,no
combined,z3,bvsge_bvlshr0,ltr,no
combined,z3,bvsge_bvlshr0,rtl,no
combined,z3,bvsge_bvlshr1,ltr,no
combined,z3,bvsge_bvlshr1,rtl,no
combined,z3,bvsge_bvmul,ltr,no
combined,z3,bvsge_bvmul,rtl,no
combined,z3,bvsge_bvneg,ltr,no
combined,z3,bvsge_bvneg,rtl,yes
combined,z3,bvsge_bvnot,ltr,yes
combined,z3,bvsge_bvnot,rtl,yes
combined,z3,bvsge_bvor,ltr,no
combined,z3,bvsge_bvor,rtl,no
combined,z3,bvsge_bvshl0,ltr,no
combined,z3,bvsge_bvshl0,rtl,no
combined,z3,bvsge_bvshl1,ltr,yes
combined,z3,bvsge_bvshl1,rtl,yes
combined,z3,bvsge_bvudiv0,ltr,yes
combined,z3,bvsge_bvudiv0,rtl,no
combined,z3,bvsge_bvudiv1,ltr,no
combined,z3,bvsge_bvudiv1,rtl,no
combined,z3,bvsge_bvurem0,ltr,no
combined,z3,bvsge_bvurem0,rtl,no
combined,z3,bvsge_bvurem1,ltr,no
combined,z3,bvsge_bvurem1,rtl,no
combined,z3,bvsgt_bvadd,ltr,no
combined,z3,bvsgt_bvadd,rtl,no
combined,z3,bvsgt_bvand,ltr,yes
combined,z3,bvsgt_bvand,rtl,no
combined,z3,bvsgt_bvashr0,ltr,yes
combined,z3,bvsgt_bvashr0,rtl,no
combined,z3,bvsgt_bvashr1,ltr,no
combined,z3,bvsgt_bvashr1,rtl,no
combined,z3,bvsgt_bvlshr0,ltr,yes
combined,z3,bvsgt_bvlshr0,rtl,no
combined,z3,bvsgt_bvlshr1,ltr,no
combined,z3,bvsgt_bvlshr1,rtl,no
combined,z3,bvsgt_bvmul,ltr,no
combined,z3,bvsgt_bvmul,rtl,no
combined,z3,bvsgt_bvneg,ltr,no
combined,z3,bvsgt_bvneg,rtl,no
combined,z3,bvsgt_bvnot,ltr,no
combined,z3,bvsgt_bvnot,rtl,no
combined,z3,bvsgt_bvor,ltr,no
combined,z3,bvsgt_bvor,rtl,no
combined,z3,bvsgt_bvshl0,ltr,no
combined,z3,bvsgt_bvshl0,rtl,no
combined,z3,bvsgt_bvshl1,ltr,yes
combined,z3,bvsgt_bvshl1,rtl,yes
combined,z3,bvsgt_bvudiv0,ltr,yes
combined,z3,bvsgt_bvudiv0,rtl,no
combined,z3,bvsgt_bvudiv1,ltr,no
combined,z3,bvsgt_bvudiv1,rtl,no
combined,z3,bvsgt_bvurem0,ltr,no
combined,z3,bvsgt_bvurem0,rtl,no
combined,z3,bvsgt_bvurem1,ltr,no
combined,z3,bvsgt_bvurem1,rtl,no
combined,z3,bvsle_bvadd,ltr,no
combined,z3,bvsle_bvadd,rtl,yes
combined,z3,bvsle_bvand,ltr,no
combined,z3,bvsle_bvand,rtl,no
combined,z3,bvsle_bvashr0,ltr,yes
combined,z3,bvsle_bvashr0,rtl,no
combined,z3,bvsle_bvashr1,ltr,no
combined,z3,bvsle_bvashr1,rtl,no
combined,z3,bvsle_bvlshr0,ltr,yes
combined,z3,bvsle_bvlshr0,rtl,no
combined,z3,bvsle_bvlshr1,ltr,no
combined,z3,bvsle_bvlshr1,rtl,no
combined,z3,bvsle_bvmul,ltr,no
combined,z3,bvsle_bvmul,rtl,yes
combined,z3,bvsle_bvneg,ltr,yes
combined,z3,bvsle_bvneg,rtl,yes
combined,z3,bvsle_bvnot,ltr,yes
combined,z3,bvsle_bvnot,rtl,yes
combined,z3,bvsle_bvor,ltr,no
combined,z3,bvsle_bvor,rtl,no
combined,z3,bvsle_bvshl0,ltr,no
combined,z3,bvsle_bvshl0,rtl,no
combined,z3,bvsle_bvshl1,ltr,no
combined,z3,bvsle_bvshl1,rtl,no
combined,z3,bvsle_bvudiv0,ltr,no
combined,z3,bvsle_bvudiv0,rtl,no
combined,z3,bvsle_bvudiv1,ltr,yes
combined,z3,bvsle_bvudiv1,rtl,no
combined,z3,bvsle_bvurem0,ltr,no
combined,z3,bvsle_bvurem0,rtl,no
combined,z3,bvsle_bvurem1,ltr,no
combined,z3,bvsle_bvurem1,rtl,no
combined,z3,bvslt_bvadd,ltr,no
combined,z3,bvslt_bvadd,rtl,no
combined,z3,bvslt_bvand,ltr,yes
combined,z3,bvslt_bvand,rtl,no
combined,z3,bvslt_bvashr0,ltr,yes
combined,z3,bvslt_bvashr0,rtl,no
combined,z3,bvslt_bvashr1,ltr,no
combined,z3,bvslt_bvashr1,rtl,no
combined,z3,bvslt_bvlshr0,ltr,yes
combined,z3,bvslt_bvlshr0,rtl,no
combined,z3,bvslt_bvlshr1,ltr,no
combined,z3,bvslt_bvlshr1,rtl,no
combined,z3,bvslt_bvmul,ltr,no
combined,z3,bvslt_bvmul,rtl,no
combined,z3,bvslt_bvneg,ltr,no
combined,z3,bvslt_bvneg,rtl,no
combined,z3,bvslt_bvnot,ltr,yes
combined,z3,bvslt_bvnot,rtl,no
combined,z3,bvslt_bvor,ltr,yes
combined,z3,bvslt_bvor,rtl,no
combined,z3,bvslt_bvshl0,ltr,yes
combined,z3,bvslt_bvshl0,rtl,no
combined,z3,bvslt_bvshl1,ltr,no
combined,z3,bvslt_bvshl1,rtl,no
combined,z3,bvslt_bvudiv0,ltr,yes
combined,z3,bvslt_bvudiv0,rtl,no
combined,z3,bvslt_bvudiv1,ltr,yes
combined,z3,bvslt_bvudiv1,rtl,no
combined,z3,bvslt_bvurem0,ltr,no
combined,z3,bvslt_bvurem0,rtl,no
combined,z3,bvslt_bvurem1,ltr,no
combined,z3,bvslt_bvurem1,rtl,no
combined,z3,bvuge_bvadd,ltr,yes
combined,z3,bvuge_bvadd,rtl,yes
combined,z3,bvuge_bvand,ltr,yes
combined,z3,bvuge_bvand,rtl,yes
combined,z3,bvuge_bvashr0,ltr,no
combined,z3,bvuge_bvashr0,rtl,yes
combined,z3,bvuge_bvashr1,ltr,no
combined,z3,bvuge_bvashr1,rtl,no
combined,z3,bvuge_bvlshr0,ltr,yes
combined,z3,bvuge_bvlshr0,rtl,no
combined,z3,bvuge_bvlshr1,ltr,yes
combined,z3,bvuge_bvlshr1,rtl,no
combined,z3,bvuge_bvmul,ltr,no
combined,z3,bvuge_bvmul,rtl,no
combined,z3,bvuge_bvneg,ltr,no
combined,z3,bvuge_bvneg,rtl,yes
combined,z3,bvuge_bvnot,ltr,yes
