encoding,ic_name,direction,proved
qf,bvsle_bvlshr1,ltr,no
qf,bvsle_bvlshr1,rtl,yes
qf,bvsle_bvmul,ltr,no
qf,bvsle_bvmul,rtl,yes
qf,bvsle_bvneg,ltr,yes
qf,bvsle_bvneg,rtl,yes
qf,bvsle_bvnot,ltr,yes
qf,bvsle_bvnot,rtl,yes
qf,bvsle_bvor,ltr,no
qf,bvsle_bvor,rtl,no
qf,bvsle_bvshl0,ltr,no
qf,bvsle_bvshl0,rtl,no
qf,bvsle_bvshl1,ltr,no
qf,bvsle_bvshl1,rtl,yes
qf,bvsle_bvudiv0,ltr,yes
qf,bvsle_bvudiv0,rtl,yes
qf,bvsle_bvudiv1,ltr,no
qf,bvsle_bvudiv1,rtl,yes
qf,bvsle_bvurem0,ltr,no
qf,bvsle_bvurem0,rtl,no
qf,bvsle_bvurem1,ltr,yes
qf,bvsle_bvurem1,rtl,yes
qf,bvslt_bvadd,ltr,yes
qf,bvslt_bvadd,rtl,yes
qf,bvslt_bvand,ltr,no
qf,bvslt_bvand,rtl,no
qf,bvslt_bvashr0,ltr,yes
qf,bvslt_bvashr0,rtl,no
qf,bvslt_bvashr1,ltr,no
qf,bvslt_bvashr1,rtl,yes
qf,bvslt_bvlshr0,ltr,yes
qf,bvslt_bvlshr0,rtl,yes
qf,bvslt_bvlshr1,ltr,no
qf,bvslt_bvlshr1,rtl,yes
qf,bvslt_bvmul,ltr,no
qf,bvslt_bvmul,rtl,no
qf,bvslt_bvneg,ltr,yes
qf,bvslt_bvneg,rtl,yes
qf,bvslt_bvnot,ltr,yes
qf,bvslt_bvnot,rtl,yes
qf,bvslt_bvor,ltr,no
qf,bvslt_bvor,rtl,no
qf,bvslt_bvshl0,ltr,yes
qf,bvslt_bvshl0,rtl,no
qf,bvslt_bvshl1,ltr,no
qf,bvslt_bvshl1,rtl,no
qf,bvslt_bvudiv0,ltr,yes
qf,bvslt_bvudiv0,rtl,yes
qf,bvslt_bvudiv1,ltr,no
qf,bvslt_bvudiv1,rtl,yes
qf,bvslt_bvurem0,ltr,no
qf,bvslt_bvurem0,rtl,no
qf,bvslt_bvurem1,ltr,yes
qf,bvslt_bvurem1,rtl,yes
qf,bvuge_bvadd,ltr,yes
qf,bvuge_bvadd,rtl,yes
qf,bvuge_bvand,ltr,no
qf,bvuge_bvand,rtl,no
qf,bvuge_bvashr0,ltr,yes
qf,bvuge_bvashr0,rtl,yes
qf,bvuge_bvashr1,ltr,no
qf,bvuge_bvashr1,rtl,yes
qf,bvuge_bvlshr0,ltr,no
qf,bvuge_bvlshr0,rtl,yes
qf,bvuge_bvlshr1,ltr,yes
qf,bvuge_bvlshr1,rtl,yes
qf,bvuge_bvmul,ltr,no
qf,bvuge_bvmul,rtl,no
qf,bvuge_bvneg,ltr,yes
qf,bvuge_bvneg,rtl,yes
qf,bvuge_bvnot,ltr,yes
qf,bvuge_bvnot,rtl,yes
qf,bvuge_bvor,ltr,no
qf,bvuge_bvor,rtl,yes
qf,bvuge_bvshl0,ltr,yes
qf,bvuge_bvshl0,rtl,no
qf,bvuge_bvshl1,ltr,no
qf,bvuge_bvshl1,rtl,no
qf,bvuge_bvudiv0,ltr,no
qf,bvuge_bvudiv0,rtl,no
qf,bvuge_bvudiv1,ltr,yes
qf,bvuge_bvudiv1,rtl,yes
qf,bvuge_bvurem0,ltr,yes
qf,bvuge_bvurem0,rtl,yes
qf,bvuge_bvurem1,ltr,no
qf,bvuge_bvurem1,rtl,no
qf,bvugt_bvadd,ltr,yes
qf,bvugt_bvadd,rtl,yes
qf,bvugt_bvand,ltr,no
qf,bvugt_bvand,rtl,no
qf,bvugt_bvashr0,ltr,yes
qf,bvugt_bvashr0,rtl,yes
qf,bvugt_bvashr1,ltr,no
qf,bvugt_bvashr1,rtl,no
qf,bvugt_bvlshr0,ltr,yes
qf,bvugt_bvlshr0,rtl,no
qf,bvugt_bvlshr1,ltr,yes
qf,bvugt_bvlshr1,rtl,yes
qf,bvugt_bvmul,ltr,no
qf,bvugt_bvmul,rtl,no
qf,bvugt_bvneg,ltr,yes
qf,bvugt_bvneg,rtl,yes
qf,bvugt_bvnot,ltr,yes
qf,bvugt_bvnot,rtl,yes
qf,bvugt_bvor,ltr,no
qf,bvugt_bvor,rtl,no
qf,bvugt_bvshl0,ltr,yes
qf,bvugt_bvshl0,rtl,no
qf,bvugt_bvshl1,ltr,no
qf,bvugt_bvshl1,rtl,no
qf,bvugt_bvudiv0,ltr,yes
qf,bvugt_bvudiv0,rtl,no
qf,bvugt_bvudiv1,ltr,yes
qf,bvugt_bvudiv1,rtl,yes
qf,bvugt_bvurem0,ltr,yes
qf,bvugt_bvurem0,rtl,yes
qf,bvugt_bvurem1,ltr,yes
qf,bvugt_bvurem1,rtl,yes
qf,bvule_bvadd,ltr,yes
qf,bvule_bvadd,rtl,yes
qf,bvule_bvand,ltr,no
qf,bvule_bvand,rtl,yes
qf,bvule_bvashr0,ltr,yes
qf,bvule_bvashr0,rtl,yes
qf,bvule_bvashr1,ltr,no
qf,bvule_bvashr1,rtl,yes
qf,bvule_bvlshr0,ltr,no
qf,bvule_bvlshr0,rtl,yes
qf,bvule_bvlshr1,ltr,no
qf,bvule_bvlshr1,rtl,yes
qf,bvule_bvmul,ltr,yes
qf,bvule_bvmul,rtl,yes
qf,bvule_bvneg,ltr,yes
qf,bvule_bvneg,rtl,yes
qf,bvule_bvnot,ltr,yes
qf,bvule_bvnot,rtl,yes
qf,bvule_bvor,ltr,no
qf,bvule_bvor,rtl,no
qf,bvule_bvshl0,ltr,yes
qf,bvule_bvshl0,rtl,yes
qf,bvule_bvshl1,ltr,no
qf,bvule_bvshl1,rtl,yes
qf,bvule_bvudiv0,ltr,yes
qf,bvule_bvudiv0,rtl,no
qf,bvule_bvudiv1,ltr,yes
qf,bvule_bvudiv1,rtl,no
qf,bvule_bvurem0,ltr,yes
qf,bvule_bvurem0,rtl,yes
qf,bvule_bvurem1,ltr,yes
qf,bvule_bvurem1,rtl,yes
qf,bvult_bvadd,ltr,yes
qf,bvult_bvadd,rtl,yes
qf,bvult_bvand,ltr,yes
qf,bvult_bvand,rtl,no
qf,bvult_bvashr0,ltr,yes
qf,bvult_bvashr0,rtl,yes
qf,bvult_bvashr1,ltr,no
qf,bvult_bvashr1,rtl,yes
qf,bvult_bvlshr0,ltr,no
qf,bvult_bvlshr0,rtl,yes
qf,bvult_bvlshr1,ltr,no
qf,bvult_bvlshr1,rtl,yes
qf,bvult_bvmul,ltr,yes
qf,bvult_bvmul,rtl,yes
qf,bvult_bvneg,ltr,yes
qf,bvult_bvneg,rtl,yes
qf,bvult_bvnot,ltr,yes
qf,bvult_bvnot,rtl,yes
qf,bvult_bvor,ltr,no
qf,bvult_bvor,rtl,no
qf,bvult_bvshl0,ltr,yes
qf,bvult_bvshl0,rtl,yes
qf,bvult_bvshl1,ltr,no
qf,bvult_bvshl1,rtl,yes
qf,bvult_bvudiv0,ltr,yes
qf,bvult_bvudiv0,rtl,yes
qf,bvult_bvudiv1,ltr,yes
qf,bvult_bvudiv1,rtl,no
qf,bvult_bvurem0,ltr,yes
qf,bvult_bvurem0,rtl,yes
qf,bvult_bvurem1,ltr,yes
qf,bvult_bvurem1,rtl,yes
qf,eq_bvadd,ltr,yes
qf,eq_bvadd,rtl,yes
qf,eq_bvand,ltr,yes
qf,eq_bvand,rtl,no
qf,eq_bvashr0,ltr,no
qf,eq_bvashr0,rtl,no
qf,eq_bvashr1,ltr,no
qf,eq_bvashr1,rtl,no
qf,eq_bvlshr0,ltr,yes
qf,eq_bvlshr0,rtl,yes
qf,eq_bvlshr1,ltr,no
qf,eq_bvlshr1,rtl,no
qf,eq_bvmul,ltr,no
qf,eq_bvmul,rtl,no
qf,eq_bvneg,ltr,yes
qf,eq_bvneg,rtl,yes
qf,eq_bvnot,ltr,yes
qf,eq_bvnot,rtl,yes
qf,eq_bvor,ltr,yes
qf,eq_bvor,rtl,no
qf,eq_bvshl0,ltr,yes
qf,eq_bvshl0,rtl,no
qf,eq_bvshl1,ltr,no
qf,eq_bvshl1,rtl,no
qf,eq_bvudiv0,ltr,yes
qf,eq_bvudiv0,rtl,yes
qf,eq_bvudiv1,ltr,no
qf,eq_bvudiv1,rtl,yes
qf,eq_bvurem0,ltr,yes
qf,eq_bvurem0,rtl,yes
qf,eq_bvurem1,ltr,no
qf,eq_bvurem1,rtl,no
qf,ne_bvadd,ltr,no
qf,ne_bvadd,rtl,yes
qf,ne_bvand,ltr,no
qf,ne_bvand,rtl,yes
qf,ne_bvashr0,ltr,yes
qf,ne_bvashr0,rtl,yes
qf,ne_bvashr1,ltr,no
qf,ne_bvashr1,rtl,yes
qf,ne_bvlshr0,ltr,no
qf,ne_bvlshr0,rtl,no
qf,ne_bvlshr1,ltr,no
qf,ne_bvlshr1,rtl,yes
qf,ne_bvmul,ltr,no
qf,ne_bvmul,rtl,yes
qf,ne_bvneg,ltr,yes
qf,ne_bvneg,rtl,yes
qf,ne_bvnot,ltr,yes
qf,ne_bvnot,rtl,yes
qf,ne_bvor,ltr,no
qf,ne_bvor,rtl,yes
qf,ne_bvshl0,ltr,no
qf,ne_bvshl0,rtl,no
qf,ne_bvshl1,ltr,no
qf,ne_bvshl1,rtl,yes
qf,ne_bvudiv0,ltr,yes
qf,ne_bvudiv0,rtl,yes
qf,ne_bvudiv1,ltr,no
qf,ne_bvudiv1,rtl,yes
qf,ne_bvurem0,ltr,yes
qf,ne_bvurem0,rtl,yes
qf,ne_bvurem1,ltr,yes
qf,ne_bvurem1,rtl,yes
