,encoding,config,ic_name,direction,cond_inv,proved
861,ahmed,z3,bvult_bvurem1,ltr,inv_g,yes
862,ahmed,z3,bvult_bvurem1,ltr,no_inv,no
863,ahmed,z3,bvult_bvurem1,rtl,NA,yes
864,ahmed,z3,eq_bvadd,ltr,inv_g,no
865,ahmed,z3,eq_bvadd,ltr,no_inv,no
866,ahmed,z3,eq_bvadd,rtl,NA,yes
867,ahmed,z3,eq_bvand,ltr,inv_g,yes
868,ahmed,z3,eq_bvand,ltr,no_inv,yes
869,ahmed,z3,eq_bvand,rtl,NA,no
870,ahmed,z3,eq_bvashr0,ltr,no_inv,no
871,ahmed,z3,eq_bvashr0,rtl,NA,no
872,ahmed,z3,eq_bvashr1,ltr,no_inv,yes
873,ahmed,z3,eq_bvashr1,rtl,NA,no
874,ahmed,z3,eq_bvlshr0,ltr,inv_g,yes
875,ahmed,z3,eq_bvlshr0,ltr,no_inv,yes
876,ahmed,z3,eq_bvlshr0,rtl,NA,no
877,ahmed,z3,eq_bvlshr1,ltr,no_inv,yes
878,ahmed,z3,eq_bvlshr1,rtl,NA,no
879,ahmed,z3,eq_bvmul,ltr,no_inv,no
880,ahmed,z3,eq_bvmul,rtl,NA,no
881,ahmed,z3,eq_bvneg,ltr,inv_g,no
882,ahmed,z3,eq_bvneg,ltr,no_inv,no
883,ahmed,z3,eq_bvneg,rtl,NA,yes
884,ahmed,z3,eq_bvnot,ltr,inv_g,yes
885,ahmed,z3,eq_bvnot,ltr,no_inv,yes
886,ahmed,z3,eq_bvnot,rtl,NA,yes
887,ahmed,z3,eq_bvor,ltr,inv_g,yes
888,ahmed,z3,eq_bvor,ltr,no_inv,yes
889,ahmed,z3,eq_bvor,rtl,NA,no
890,ahmed,z3,eq_bvshl0,ltr,inv_g,yes
891,ahmed,z3,eq_bvshl0,ltr,no_inv,no
892,ahmed,z3,eq_bvshl0,rtl,NA,no
893,ahmed,z3,eq_bvshl1,ltr,no_inv,yes
894,ahmed,z3,eq_bvshl1,rtl,NA,yes
895,ahmed,z3,eq_bvudiv0,ltr,inv_g,yes
896,ahmed,z3,eq_bvudiv0,ltr,no_inv,yes
897,ahmed,z3,eq_bvudiv0,rtl,NA,no
898,ahmed,z3,eq_bvudiv1,ltr,no_inv,no
899,ahmed,z3,eq_bvudiv1,rtl,NA,no
900,ahmed,z3,eq_bvurem0,ltr,inv_g,no
901,ahmed,z3,eq_bvurem0,ltr,no_inv,no
902,ahmed,z3,eq_bvurem0,rtl,NA,no
903,ahmed,z3,eq_bvurem1,ltr,inv_g,no
904,ahmed,z3,eq_bvurem1,ltr,no_inv,no
905,ahmed,z3,eq_bvurem1,rtl,NA,no
906,ahmed,z3,ne_bvadd,ltr,inv_g,no
907,ahmed,z3,ne_bvadd,ltr,no_inv,yes
908,ahmed,z3,ne_bvadd,rtl,NA,yes
909,ahmed,z3,ne_bvand,ltr,inv_g,no
910,ahmed,z3,ne_bvand,ltr,no_inv,yes
911,ahmed,z3,ne_bvand,rtl,NA,yes
912,ahmed,z3,ne_bvashr0,ltr,inv_d2,no
913,ahmed,z3,ne_bvashr0,ltr,inv_g,no
914,ahmed,z3,ne_bvashr0,ltr,no_inv,no
915,ahmed,z3,ne_bvashr0,rtl,NA,yes
916,ahmed,z3,ne_bvashr1,ltr,inv_g,no
917,ahmed,z3,ne_bvashr1,ltr,no_inv,no
918,ahmed,z3,ne_bvashr1,rtl,NA,no
919,ahmed,z3,ne_bvlshr0,ltr,inv_g,no
920,ahmed,z3,ne_bvlshr0,ltr,no_inv,no
921,ahmed,z3,ne_bvlshr0,rtl,NA,no
922,ahmed,z3,ne_bvlshr1,ltr,inv_d2,no
923,ahmed,z3,ne_bvlshr1,ltr,inv_g,no
924,ahmed,z3,ne_bvlshr1,ltr,no_inv,no
925,ahmed,z3,ne_bvlshr1,rtl,NA,yes
926,ahmed,z3,ne_bvmul,ltr,inv_g,no
927,ahmed,z3,ne_bvmul,ltr,no_inv,no
928,ahmed,z3,ne_bvmul,rtl,NA,yes
929,ahmed,z3,ne_bvneg,ltr,inv_g,yes
930,ahmed,z3,ne_bvneg,ltr,no_inv,yes
931,ahmed,z3,ne_bvneg,rtl,NA,yes
932,ahmed,z3,ne_bvnot,ltr,inv_g,yes
933,ahmed,z3,ne_bvnot,ltr,no_inv,yes
934,ahmed,z3,ne_bvnot,rtl,NA,yes
935,ahmed,z3,ne_bvor,ltr,inv_g,no
936,ahmed,z3,ne_bvor,ltr,no_inv,yes
937,ahmed,z3,ne_bvor,rtl,NA,yes
938,ahmed,z3,ne_bvshl0,ltr,no_inv,no
939,ahmed,z3,ne_bvshl0,rtl,NA,yes
940,ahmed,z3,ne_bvshl1,ltr,inv_g,no
941,ahmed,z3,ne_bvshl1,ltr,no_inv,yes
942,ahmed,z3,ne_bvshl1,rtl,NA,yes
943,ahmed,z3,ne_bvudiv0,ltr,inv_g,no
944,ahmed,z3,ne_bvudiv0,ltr,no_inv,no
945,ahmed,z3,ne_bvudiv0,rtl,NA,yes
946,ahmed,z3,ne_bvudiv1,ltr,no_inv,no
947,ahmed,z3,ne_bvudiv1,rtl,NA,yes
948,ahmed,z3,ne_bvurem0,ltr,inv_g,no
949,ahmed,z3,ne_bvurem0,ltr,no_inv,yes
950,ahmed,z3,ne_bvurem0,rtl,NA,yes
951,ahmed,z3,ne_bvurem1,ltr,inv_g,yes
952,ahmed,z3,ne_bvurem1,ltr,no_inv,no
953,ahmed,z3,ne_bvurem1,rtl,NA,yes
954,combined,cvc4,bvsge_bvadd,ltr,inv_g,no
955,combined,cvc4,bvsge_bvadd,ltr,no_inv,no
956,combined,cvc4,bvsge_bvadd,rtl,NA,yes
957,combined,cvc4,bvsge_bvand,ltr,inv_g,no
958,combined,cvc4,bvsge_bvand,ltr,no_inv,yes
959,combined,cvc4,bvsge_bvand,rtl,NA,no
960,combined,cvc4,bvsge_bvashr0,ltr,inv_g,yes
961,combined,cvc4,bvsge_bvashr0,ltr,no_inv,no
962,combined,cvc4,bvsge_bvashr0,rtl,NA,no
963,combined,cvc4,bvsge_bvashr1,ltr,inv_g,yes
964,combined,cvc4,bvsge_bvashr1,ltr,no_inv,no
965,combined,cvc4,bvsge_bvashr1,rtl,NA,yes
966,combined,cvc4,bvsge_bvlshr0,ltr,inv_g,yes
967,combined,cvc4,bvsge_bvlshr0,ltr,no_inv,no
968,combined,cvc4,bvsge_bvlshr0,rtl,NA,yes
969,combined,cvc4,bvsge_bvlshr1,ltr,inv_g,yes
970,combined,cvc4,bvsge_bvlshr1,ltr,no_inv,yes
971,combined,cvc4,bvsge_bvlshr1,rtl,NA,yes
972,combined,cvc4,bvsge_bvmul,ltr,no_inv,no
973,combined,cvc4,bvsge_bvmul,rtl,NA,no
974,combined,cvc4,bvsge_bvneg,ltr,inv_g,yes
975,combined,cvc4,bvsge_bvneg,ltr,no_inv,no
976,combined,cvc4,bvsge_bvneg,rtl,NA,yes
977,combined,cvc4,bvsge_bvnot,ltr,inv_g,yes
978,combined,cvc4,bvsge_bvnot,ltr,no_inv,no
979,combined,cvc4,bvsge_bvnot,rtl,NA,yes
980,combined,cvc4,bvsge_bvor,ltr,inv_g,no
981,combined,cvc4,bvsge_bvor,ltr,no_inv,no
982,combined,cvc4,bvsge_bvor,rtl,NA,no
983,combined,cvc4,bvsge_bvshl0,ltr,inv_g,no
984,combined,cvc4,bvsge_bvshl0,ltr,no_inv,no
985,combined,cvc4,bvsge_bvshl0,rtl,NA,no
986,combined,cvc4,bvsge_bvshl1,ltr,no_inv,yes
987,combined,cvc4,bvsge_bvshl1,rtl,NA,yes
988,combined,cvc4,bvsge_bvudiv0,ltr,no_inv,no
989,combined,cvc4,bvsge_bvudiv0,rtl,NA,no
990,combined,cvc4,bvsge_bvudiv1,ltr,no_inv,no
991,combined,cvc4,bvsge_bvudiv1,rtl,NA,yes
992,combined,cvc4,bvsge_bvurem0,ltr,inv_g,yes
993,combined,cvc4,bvsge_bvurem0,ltr,no_inv,no
994,combined,cvc4,bvsge_bvurem0,rtl,NA,yes
995,combined,cvc4,bvsge_bvurem1,ltr,inv_g,no
996,combined,cvc4,bvsge_bvurem1,ltr,inv_r,no
997,combined,cvc4,bvsge_bvurem1,ltr,no_inv,no
998,combined,cvc4,bvsge_bvurem1,rtl,NA,no
999,combined,cvc4,bvsgt_bvadd,ltr,inv_g,yes
1000,combined,cvc4,bvsgt_bvadd,ltr,no_inv,no
1001,combined,cvc4,bvsgt_bvadd,rtl,NA,yes
1002,combined,cvc4,bvsgt_bvand,ltr,inv_g,no
1003,combined,cvc4,bvsgt_bvand,ltr,no_inv,no
1004,combined,cvc4,bvsgt_bvand,rtl,NA,no
1005,combined,cvc4,bvsgt_bvashr0,ltr,inv_g,yes
1006,combined,cvc4,bvsgt_bvashr0,ltr,no_inv,no
1007,combined,cvc4,bvsgt_bvashr0,rtl,NA,no
1008,combined,cvc4,bvsgt_bvashr1,ltr,inv_g,no
1009,combined,cvc4,bvsgt_bvashr1,ltr,no_inv,no
1010,combined,cvc4,bvsgt_bvashr1,rtl,NA,no
1011,combined,cvc4,bvsgt_bvlshr0,ltr,inv_g,yes
1012,combined,cvc4,bvsgt_bvlshr0,ltr,no_inv,no
1013,combined,cvc4,bvsgt_bvlshr0,rtl,NA,no
1014,combined,cvc4,bvsgt_bvlshr1,ltr,inv_g,yes
1015,combined,cvc4,bvsgt_bvlshr1,ltr,no_inv,yes
1016,combined,cvc4,bvsgt_bvlshr1,rtl,NA,yes
1017,combined,cvc4,bvsgt_bvmul,ltr,no_inv,no
1018,combined,cvc4,bvsgt_bvmul,rtl,NA,no
1019,combined,cvc4,bvsgt_bvneg,ltr,inv_g,yes
1020,combined,cvc4,bvsgt_bvneg,ltr,no_inv,no
1021,combined,cvc4,bvsgt_bvneg,rtl,NA,yes
1022,combined,cvc4,bvsgt_bvnot,ltr,inv_g,yes
1023,combined,cvc4,bvsgt_bvnot,ltr,no_inv,no
1024,combined,cvc4,bvsgt_bvnot,rtl,NA,yes
1025,combined,cvc4,bvsgt_bvor,ltr,inv_g,no
1026,combined,cvc4,bvsgt_bvor,ltr,no_inv,no
1027,combined,cvc4,bvsgt_bvor,rtl,NA,no
1028,combined,cvc4,bvsgt_bvshl0,ltr,inv_g,no
1029,combined,cvc4,bvsgt_bvshl0,ltr,no_inv,no
1030,combined,cvc4,bvsgt_bvshl0,rtl,NA,no
1031,combined,cvc4,bvsgt_bvshl1,ltr,no_inv,yes
1032,combined,cvc4,bvsgt_bvshl1,rtl,NA,yes
1033,combined,cvc4,bvsgt_bvudiv0,ltr,no_inv,no
1034,combined,cvc4,bvsgt_bvudiv0,rtl,NA,no
1035,combined,cvc4,bvsgt_bvudiv1,ltr,no_inv,no
1036,combined,cvc4,bvsgt_bvudiv1,rtl,NA,yes
1037,combined,cvc4,bvsgt_bvurem0,ltr,inv_g,yes
1038,combined,cvc4,bvsgt_bvurem0,ltr,no_inv,no
1039,combined,cvc4,bvsgt_bvurem0,rtl,NA,yes
1040,combined,cvc4,bvsgt_bvurem1,ltr,no_inv,no
1041,combined,cvc4,bvsgt_bvurem1,rtl,NA,yes
1042,combined,cvc4,bvsle_bvadd,ltr,inv_g,yes
1043,combined,cvc4,bvsle_bvadd,ltr,no_inv,no
1044,combined,cvc4,bvsle_bvadd,rtl,NA,yes
1045,combined,cvc4,bvsle_bvand,ltr,inv_g,no
1046,combined,cvc4,bvsle_bvand,ltr,no_inv,no
1047,combined,cvc4,bvsle_bvand,rtl,NA,no
1048,combined,cvc4,bvsle_bvashr0,ltr,inv_g,yes
1049,combined,cvc4,bvsle_bvashr0,ltr,no_inv,no
1050,combined,cvc4,bvsle_bvashr0,rtl,NA,no
1051,combined,cvc4,bvsle_bvashr1,ltr,inv_d2,yes
1052,combined,cvc4,bvsle_bvashr1,ltr,inv_g,yes
1053,combined,cvc4,bvsle_bvashr1,ltr,no_inv,no
1054,combined,cvc4,bvsle_bvashr1,rtl,NA,yes
1055,combined,cvc4,bvsle_bvlshr0,ltr,inv_g,yes
1056,combined,cvc4,bvsle_bvlshr0,ltr,no_inv,no
1057,combined,cvc4,bvsle_bvlshr0,rtl,NA,no
1058,combined,cvc4,bvsle_bvlshr1,ltr,inv_d2,yes
1059,combined,cvc4,bvsle_bvlshr1,ltr,inv_g,yes
1060,combined,cvc4,bvsle_bvlshr1,ltr,no_inv,yes
1061,combined,cvc4,bvsle_bvlshr1,rtl,NA,yes
1062,combined,cvc4,bvsle_bvmul,ltr,inv_g,no
1063,combined,cvc4,bvsle_bvmul,ltr,no_inv,no
1064,combined,cvc4,bvsle_bvmul,rtl,NA,yes
1065,combined,cvc4,bvsle_bvneg,ltr,inv_g,yes
1066,combined,cvc4,bvsle_bvneg,ltr,no_inv,no
1067,combined,cvc4,bvsle_bvneg,rtl,NA,yes
1068,combined,cvc4,bvsle_bvnot,ltr,inv_g,yes
1069,combined,cvc4,bvsle_bvnot,ltr,no_inv,no
1070,combined,cvc4,bvsle_bvnot,rtl,NA,yes
1071,combined,cvc4,bvsle_bvor,ltr,inv_g,no
1072,combined,cvc4,bvsle_bvor,ltr,no_inv,no
1073,combined,cvc4,bvsle_bvor,rtl,NA,no
1074,combined,cvc4,bvsle_bvshl0,ltr,inv_g,no
1075,combined,cvc4,bvsle_bvshl0,ltr,no_inv,no
1076,combined,cvc4,bvsle_bvshl0,rtl,NA,no
1077,combined,cvc4,bvsle_bvshl1,ltr,no_inv,no
1078,combined,cvc4,bvsle_bvshl1,rtl,NA,no
1079,combined,cvc4,bvsle_bvudiv0,ltr,inv_g,yes
1080,combined,cvc4,bvsle_bvudiv0,ltr,no_inv,no
1081,combined,cvc4,bvsle_bvudiv0,rtl,NA,yes
1082,combined,cvc4,bvsle_bvudiv1,ltr,inv_g,yes
1083,combined,cvc4,bvsle_bvudiv1,ltr,no_inv,no
1084,combined,cvc4,bvsle_bvudiv1,rtl,NA,no
1085,combined,cvc4,bvsle_bvurem0,ltr,inv_g,no
1086,combined,cvc4,bvsle_bvurem0,ltr,no_inv,no
1087,combined,cvc4,bvsle_bvurem0,rtl,NA,no
1088,combined,cvc4,bvsle_bvurem1,ltr,inv_g,yes
1089,combined,cvc4,bvsle_bvurem1,ltr,no_inv,no
1090,combined,cvc4,bvsle_bvurem1,rtl,NA,yes
1091,combined,cvc4,bvslt_bvadd,ltr,inv_g,yes
1092,combined,cvc4,bvslt_bvadd,ltr,no_inv,no
1093,combined,cvc4,bvslt_bvadd,rtl,NA,yes
1094,combined,cvc4,bvslt_bvand,ltr,inv_g,no
1095,combined,cvc4,bvslt_bvand,ltr,no_inv,yes
1096,combined,cvc4,bvslt_bvand,rtl,NA,no
1097,combined,cvc4,bvslt_bvashr0,ltr,inv_g,yes
1098,combined,cvc4,bvslt_bvashr0,ltr,no_inv,no
1099,combined,cvc4,bvslt_bvashr0,rtl,NA,no
1100,combined,cvc4,bvslt_bvashr1,ltr,inv_d2,yes
1101,combined,cvc4,bvslt_bvashr1,ltr,inv_g,yes
1102,combined,cvc4,bvslt_bvashr1,ltr,no_inv,no
1103,combined,cvc4,bvslt_bvashr1,rtl,NA,yes
1104,combined,cvc4,bvslt_bvlshr0,ltr,inv_g,no
1105,combined,cvc4,bvslt_bvlshr0,ltr,no_inv,no
1106,combined,cvc4,bvslt_bvlshr0,rtl,NA,yes
1107,combined,cvc4,bvslt_bvlshr1,ltr,inv_d2,yes
1108,combined,cvc4,bvslt_bvlshr1,ltr,inv_g,yes
1109,combined,cvc4,bvslt_bvlshr1,ltr,no_inv,yes
1110,combined,cvc4,bvslt_bvlshr1,rtl,NA,yes
1111,combined,cvc4,bvslt_bvmul,ltr,inv_g,no
1112,combined,cvc4,bvslt_bvmul,ltr,no_inv,no
1113,combined,cvc4,bvslt_bvmul,rtl,NA,no
1114,combined,cvc4,bvslt_bvneg,ltr,inv_g,yes
1115,combined,cvc4,bvslt_bvneg,ltr,no_inv,no
1116,combined,cvc4,bvslt_bvneg,rtl,NA,yes
1117,combined,cvc4,bvslt_bvnot,ltr,inv_g,yes
1118,combined,cvc4,bvslt_bvnot,ltr,no_inv,no
1119,combined,cvc4,bvslt_bvnot,rtl,NA,yes
1120,combined,cvc4,bvslt_bvor,ltr,inv_g,no
1121,combined,cvc4,bvslt_bvor,ltr,no_inv,yes
1122,combined,cvc4,bvslt_bvor,rtl,NA,no
1123,combined,cvc4,bvslt_bvshl0,ltr,inv_g,yes
1124,combined,cvc4,bvslt_bvshl0,ltr,no_inv,no
1125,combined,cvc4,bvslt_bvshl0,rtl,NA,no
1126,combined,cvc4,bvslt_bvshl1,ltr,no_inv,no
1127,combined,cvc4,bvslt_bvshl1,rtl,NA,yes
1128,combined,cvc4,bvslt_bvudiv0,ltr,inv_g,yes
1129,combined,cvc4,bvslt_bvudiv0,ltr,no_inv,no
1130,combined,cvc4,bvslt_bvudiv0,rtl,NA,yes
1131,combined,cvc4,bvslt_bvudiv1,ltr,inv_g,yes
1132,combined,cvc4,bvslt_bvudiv1,ltr,no_inv,no
1133,combined,cvc4,bvslt_bvudiv1,rtl,NA,yes
1134,combined,cvc4,bvslt_bvurem0,ltr,no_inv,no
1135,combined,cvc4,bvslt_bvurem0,rtl,NA,no
1136,combined,cvc4,bvslt_bvurem1,ltr,inv_g,yes
1137,combined,cvc4,bvslt_bvurem1,ltr,no_inv,no
1138,combined,cvc4,bvslt_bvurem1,rtl,NA,yes
1139,combined,cvc4,bvuge_bvadd,ltr,inv_d2,no
1140,combined,cvc4,bvuge_bvadd,ltr,inv_g,yes
1141,combined,cvc4,bvuge_bvadd,ltr,no_inv,no
1142,combined,cvc4,bvuge_bvadd,rtl,NA,yes
1143,combined,cvc4,bvuge_bvand,ltr,inv_g,yes
1144,combined,cvc4,bvuge_bvand,ltr,no_inv,yes
1145,combined,cvc4,bvuge_bvand,rtl,NA,yes
1146,combined,cvc4,bvuge_bvashr0,ltr,inv_d2,yes
1147,combined,cvc4,bvuge_bvashr0,ltr,inv_g,yes
1148,combined,cvc4,bvuge_bvashr0,ltr,no_inv,no
1149,combined,cvc4,bvuge_bvashr0,rtl,NA,yes
1150,combined,cvc4,bvuge_bvashr1,ltr,inv_g,yes
1151,combined,cvc4,bvuge_bvashr1,ltr,no_inv,no
1152,combined,cvc4,bvuge_bvashr1,rtl,NA,yes
1153,combined,cvc4,bvuge_bvlshr0,ltr,inv_d2,yes
1154,combined,cvc4,bvuge_bvlshr0,ltr,inv_g,no
1155,combined,cvc4,bvuge_bvlshr0,ltr,no_inv,no
1156,combined,cvc4,bvuge_bvlshr0,rtl,NA,no
1157,combined,cvc4,bvuge_bvlshr1,ltr,inv_g,yes
1158,combined,cvc4,bvuge_bvlshr1,ltr,no_inv,yes
1159,combined,cvc4,bvuge_bvlshr1,rtl,NA,yes
1160,combined,cvc4,bvuge_bvmul,ltr,no_inv,no
1161,combined,cvc4,bvuge_bvmul,rtl,NA,no
1162,combined,cvc4,bvuge_bvneg,ltr,inv_g,yes
1163,combined,cvc4,bvuge_bvneg,ltr,no_inv,no
1164,combined,cvc4,bvuge_bvneg,rtl,NA,yes
1165,combined,cvc4,bvuge_bvnot,ltr,inv_g,yes
1166,combined,cvc4,bvuge_bvnot,ltr,no_inv,yes
1167,combined,cvc4,bvuge_bvnot,rtl,NA,yes
1168,combined,cvc4,bvuge_bvor,ltr,inv_g,yes
1169,combined,cvc4,bvuge_bvor,ltr,no_inv,yes
1170,combined,cvc4,bvuge_bvor,rtl,NA,yes
1171,combined,cvc4,bvuge_bvshl0,ltr,inv_d2,no
1172,combined,cvc4,bvuge_bvshl0,ltr,inv_g,yes
1173,combined,cvc4,bvuge_bvshl0,ltr,no_inv,no
1174,combined,cvc4,bvuge_bvshl0,rtl,NA,no
1175,combined,cvc4,bvuge_bvshl1,ltr,no_inv,no
1176,combined,cvc4,bvuge_bvshl1,rtl,NA,yes
1177,combined,cvc4,bvuge_bvudiv0,ltr,no_inv,no
1178,combined,cvc4,bvuge_bvudiv0,rtl,NA,no
1179,combined,cvc4,bvuge_bvudiv1,ltr,inv_g,yes
1180,combined,cvc4,bvuge_bvudiv1,ltr,no_inv,no
1181,combined,cvc4,bvuge_bvudiv1,rtl,NA,yes
1182,combined,cvc4,bvuge_bvurem0,ltr,inv_g,no
1183,combined,cvc4,bvuge_bvurem0,ltr,no_inv,no
1184,combined,cvc4,bvuge_bvurem0,rtl,NA,yes
1185,combined,cvc4,bvuge_bvurem1,ltr,inv_g,no
1186,combined,cvc4,bvuge_bvurem1,ltr,no_inv,no
1187,combined,cvc4,bvuge_bvurem1,rtl,NA,yes
1188,combined,cvc4,bvugt_bvadd,ltr,inv_d2,yes
1189,combined,cvc4,bvugt_bvadd,ltr,inv_g,yes
1190,combined,cvc4,bvugt_bvadd,ltr,no_inv,no
1191,combined,cvc4,bvugt_bvadd,rtl,NA,yes
1192,combined,cvc4,bvugt_bvand,ltr,inv_g,yes
1193,combined,cvc4,bvugt_bvand,ltr,no_inv,yes
1194,combined,cvc4,bvugt_bvand,rtl,NA,yes
1195,combined,cvc4,bvugt_bvashr0,ltr,inv_d2,yes
1196,combined,cvc4,bvugt_bvashr0,ltr,inv_g,yes
1197,combined,cvc4,bvugt_bvashr0,ltr,no_inv,no
1198,combined,cvc4,bvugt_bvashr0,rtl,NA,yes
1199,combined,cvc4,bvugt_bvashr1,ltr,inv_g,yes
1200,combined,cvc4,bvugt_bvashr1,ltr,no_inv,no
1201,combined,cvc4,bvugt_bvashr1,rtl,NA,yes
1202,combined,cvc4,bvugt_bvlshr0,ltr,inv_d2,no
1203,combined,cvc4,bvugt_bvlshr0,ltr,inv_g,yes
1204,combined,cvc4,bvugt_bvlshr0,ltr,no_inv,no
1205,combined,cvc4,bvugt_bvlshr0,rtl,NA,no
1206,combined,cvc4,bvugt_bvlshr1,ltr,inv_g,yes
1207,combined,cvc4,bvugt_bvlshr1,ltr,no_inv,yes
1208,combined,cvc4,bvugt_bvlshr1,rtl,NA,yes
1209,combined,cvc4,bvugt_bvmul,ltr,no_inv,no
1210,combined,cvc4,bvugt_bvmul,rtl,NA,no
1211,combined,cvc4,bvugt_bvneg,ltr,inv_g,yes
1212,combined,cvc4,bvugt_bvneg,ltr,no_inv,no
1213,combined,cvc4,bvugt_bvneg,rtl,NA,yes
1214,combined,cvc4,bvugt_bvnot,ltr,inv_g,yes
1215,combined,cvc4,bvugt_bvnot,ltr,no_inv,yes
1216,combined,cvc4,bvugt_bvnot,rtl,NA,yes
1217,combined,cvc4,bvugt_bvor,ltr,inv_d2,no
1218,combined,cvc4,bvugt_bvor,ltr,inv_g,yes
1219,combined,cvc4,bvugt_bvor,ltr,no_inv,yes
1220,combined,cvc4,bvugt_bvor,rtl,NA,yes
1221,combined,cvc4,bvugt_bvshl0,ltr,inv_d2,no
1222,combined,cvc4,bvugt_bvshl0,ltr,inv_g,yes
1223,combined,cvc4,bvugt_bvshl0,ltr,no_inv,no
1224,combined,cvc4,bvugt_bvshl0,rtl,NA,no
1225,combined,cvc4,bvugt_bvshl1,ltr,no_inv,no
1226,combined,cvc4,bvugt_bvshl1,rtl,NA,yes
1227,combined,cvc4,bvugt_bvudiv0,ltr,inv_d2,yes
1228,combined,cvc4,bvugt_bvudiv0,ltr,inv_g,yes
1229,combined,cvc4,bvugt_bvudiv0,ltr,no_inv,no
1230,combined,cvc4,bvugt_bvudiv0,rtl,NA,no
1231,combined,cvc4,bvugt_bvudiv1,ltr,inv_g,yes
1232,combined,cvc4,bvugt_bvudiv1,ltr,no_inv,no
1233,combined,cvc4,bvugt_bvudiv1,rtl,NA,yes
1234,combined,cvc4,bvugt_bvurem0,ltr,inv_d2,no
1235,combined,cvc4,bvugt_bvurem0,ltr,inv_g,no
1236,combined,cvc4,bvugt_bvurem0,ltr,no_inv,no
1237,combined,cvc4,bvugt_bvurem0,rtl,NA,yes
1238,combined,cvc4,bvugt_bvurem1,ltr,inv_g,yes
1239,combined,cvc4,bvugt_bvurem1,ltr,no_inv,no
1240,combined,cvc4,bvugt_bvurem1,rtl,NA,yes
1241,combined,cvc4,bvule_bvadd,ltr,inv_d2,yes
1242,combined,cvc4,bvule_bvadd,ltr,inv_g,yes
1243,combined,cvc4,bvule_bvadd,ltr,no_inv,no
1244,combined,cvc4,bvule_bvadd,rtl,NA,yes
1245,combined,cvc4,bvule_bvand,ltr,inv_g,yes
1246,combined,cvc4,bvule_bvand,ltr,no_inv,yes
1247,combined,cvc4,bvule_bvand,rtl,NA,yes
1248,combined,cvc4,bvule_bvashr0,ltr,inv_g,yes
1249,combined,cvc4,bvule_bvashr0,ltr,no_inv,no
1250,combined,cvc4,bvule_bvashr0,rtl,NA,yes
1251,combined,cvc4,bvule_bvashr1,ltr,inv_d2,yes
1252,combined,cvc4,bvule_bvashr1,ltr,inv_g,yes
1253,combined,cvc4,bvule_bvashr1,ltr,no_inv,no
1254,combined,cvc4,bvule_bvashr1,rtl,NA,yes
1255,combined,cvc4,bvule_bvlshr0,ltr,inv_g,no
1256,combined,cvc4,bvule_bvlshr0,ltr,no_inv,no
1257,combined,cvc4,bvule_bvlshr0,rtl,NA,yes
1258,combined,cvc4,bvule_bvlshr1,ltr,inv_g,no
1259,combined,cvc4,bvule_bvlshr1,ltr,no_inv,yes
1260,combined,cvc4,bvule_bvlshr1,rtl,NA,yes
1261,combined,cvc4,bvule_bvmul,ltr,inv_g,yes
1262,combined,cvc4,bvule_bvmul,ltr,no_inv,no
1263,combined,cvc4,bvule_bvmul,rtl,NA,yes
1264,combined,cvc4,bvule_bvneg,ltr,inv_g,yes
1265,combined,cvc4,bvule_bvneg,ltr,no_inv,no
1266,combined,cvc4,bvule_bvneg,rtl,NA,yes
1267,combined,cvc4,bvule_bvnot,ltr,inv_g,yes
1268,combined,cvc4,bvule_bvnot,ltr,no_inv,yes
1269,combined,cvc4,bvule_bvnot,rtl,NA,yes
1270,combined,cvc4,bvule_bvor,ltr,inv_g,yes
1271,combined,cvc4,bvule_bvor,ltr,no_inv,yes
1272,combined,cvc4,bvule_bvor,rtl,NA,yes
1273,combined,cvc4,bvule_bvshl0,ltr,inv_g,yes
1274,combined,cvc4,bvule_bvshl0,ltr,no_inv,no
1275,combined,cvc4,bvule_bvshl0,rtl,NA,yes
1276,combined,cvc4,bvule_bvshl1,ltr,no_inv,yes
1277,combined,cvc4,bvule_bvshl1,rtl,NA,yes
1278,combined,cvc4,bvule_bvudiv0,ltr,inv_g,yes
1279,combined,cvc4,bvule_bvudiv0,ltr,no_inv,no
1280,combined,cvc4,bvule_bvudiv0,rtl,NA,yes
1281,combined,cvc4,bvule_bvudiv1,ltr,inv_d2,yes
1282,combined,cvc4,bvule_bvudiv1,ltr,inv_g,yes
1283,combined,cvc4,bvule_bvudiv1,ltr,no_inv,no
1284,combined,cvc4,bvule_bvudiv1,rtl,NA,no
1285,combined,cvc4,bvule_bvurem0,ltr,inv_g,yes
1286,combined,cvc4,bvule_bvurem0,ltr,no_inv,no
1287,combined,cvc4,bvule_bvurem0,rtl,NA,yes
1288,combined,cvc4,bvule_bvurem1,ltr,inv_g,yes
1289,combined,cvc4,bvule_bvurem1,ltr,no_inv,no
1290,combined,cvc4,bvule_bvurem1,rtl,NA,yes
1291,combined,cvc4,bvult_bvadd,ltr,inv_d2,yes
1292,combined,cvc4,bvult_bvadd,ltr,inv_g,yes
1293,combined,cvc4,bvult_bvadd,ltr,no_inv,no
1294,combined,cvc4,bvult_bvadd,rtl,NA,yes
1295,combined,cvc4,bvult_bvand,ltr,inv_g,yes
1296,combined,cvc4,bvult_bvand,ltr,no_inv,yes
1297,combined,cvc4,bvult_bvand,rtl,NA,yes
1298,combined,cvc4,bvult_bvashr0,ltr,inv_g,yes
