,encoding,config,ic_name,direction,cond_inv,proved
417,ahmed,cvc4,eq_bvshl1,rtl,NA,no
418,ahmed,cvc4,eq_bvudiv0,ltr,inv_g,yes
419,ahmed,cvc4,eq_bvudiv0,ltr,no_inv,no
420,ahmed,cvc4,eq_bvudiv0,rtl,NA,no
421,ahmed,cvc4,eq_bvudiv1,ltr,no_inv,no
422,ahmed,cvc4,eq_bvudiv1,rtl,NA,no
423,ahmed,cvc4,eq_bvurem0,ltr,inv_g,yes
424,ahmed,cvc4,eq_bvurem0,ltr,no_inv,no
425,ahmed,cvc4,eq_bvurem0,rtl,NA,yes
426,ahmed,cvc4,eq_bvurem1,ltr,inv_g,no
427,ahmed,cvc4,eq_bvurem1,ltr,no_inv,no
428,ahmed,cvc4,eq_bvurem1,rtl,NA,no
429,ahmed,cvc4,ne_bvadd,ltr,inv_g,yes
430,ahmed,cvc4,ne_bvadd,ltr,no_inv,no
431,ahmed,cvc4,ne_bvadd,rtl,NA,yes
432,ahmed,cvc4,ne_bvand,ltr,inv_g,no
433,ahmed,cvc4,ne_bvand,ltr,no_inv,yes
434,ahmed,cvc4,ne_bvand,rtl,NA,yes
435,ahmed,cvc4,ne_bvashr0,ltr,inv_d2,no
436,ahmed,cvc4,ne_bvashr0,ltr,inv_g,yes
437,ahmed,cvc4,ne_bvashr0,ltr,no_inv,no
438,ahmed,cvc4,ne_bvashr0,rtl,NA,yes
439,ahmed,cvc4,ne_bvashr1,ltr,inv_g,no
440,ahmed,cvc4,ne_bvashr1,ltr,no_inv,no
441,ahmed,cvc4,ne_bvashr1,rtl,NA,yes
442,ahmed,cvc4,ne_bvlshr0,ltr,inv_g,no
443,ahmed,cvc4,ne_bvlshr0,ltr,no_inv,no
444,ahmed,cvc4,ne_bvlshr0,rtl,NA,yes
445,ahmed,cvc4,ne_bvlshr1,ltr,inv_d2,no
446,ahmed,cvc4,ne_bvlshr1,ltr,inv_g,no
447,ahmed,cvc4,ne_bvlshr1,ltr,no_inv,yes
448,ahmed,cvc4,ne_bvlshr1,rtl,NA,yes
449,ahmed,cvc4,ne_bvmul,ltr,inv_g,no
450,ahmed,cvc4,ne_bvmul,ltr,no_inv,no
451,ahmed,cvc4,ne_bvmul,rtl,NA,yes
452,ahmed,cvc4,ne_bvneg,ltr,inv_g,yes
453,ahmed,cvc4,ne_bvneg,ltr,no_inv,no
454,ahmed,cvc4,ne_bvneg,rtl,NA,yes
455,ahmed,cvc4,ne_bvnot,ltr,inv_g,yes
456,ahmed,cvc4,ne_bvnot,ltr,no_inv,yes
457,ahmed,cvc4,ne_bvnot,rtl,NA,yes
458,ahmed,cvc4,ne_bvor,ltr,inv_g,no
459,ahmed,cvc4,ne_bvor,ltr,no_inv,yes
460,ahmed,cvc4,ne_bvor,rtl,NA,yes
461,ahmed,cvc4,ne_bvshl0,ltr,no_inv,no
462,ahmed,cvc4,ne_bvshl0,rtl,NA,yes
463,ahmed,cvc4,ne_bvshl1,ltr,inv_g,no
464,ahmed,cvc4,ne_bvshl1,ltr,no_inv,yes
465,ahmed,cvc4,ne_bvshl1,rtl,NA,yes
466,ahmed,cvc4,ne_bvudiv0,ltr,inv_g,yes
467,ahmed,cvc4,ne_bvudiv0,ltr,no_inv,no
468,ahmed,cvc4,ne_bvudiv0,rtl,NA,yes
469,ahmed,cvc4,ne_bvudiv1,ltr,no_inv,no
470,ahmed,cvc4,ne_bvudiv1,rtl,NA,yes
471,ahmed,cvc4,ne_bvurem0,ltr,inv_g,yes
472,ahmed,cvc4,ne_bvurem0,ltr,no_inv,no
473,ahmed,cvc4,ne_bvurem0,rtl,NA,yes
474,ahmed,cvc4,ne_bvurem1,ltr,inv_g,yes
475,ahmed,cvc4,ne_bvurem1,ltr,no_inv,no
476,ahmed,cvc4,ne_bvurem1,rtl,NA,yes
477,ahmed,z3,bvsge_bvadd,ltr,inv_g,no
478,ahmed,z3,bvsge_bvadd,ltr,no_inv,no
479,ahmed,z3,bvsge_bvadd,rtl,NA,yes
480,ahmed,z3,bvsge_bvand,ltr,inv_g,no
481,ahmed,z3,bvsge_bvand,ltr,no_inv,yes
482,ahmed,z3,bvsge_bvand,rtl,NA,no
483,ahmed,z3,bvsge_bvashr0,ltr,inv_g,yes
484,ahmed,z3,bvsge_bvashr0,ltr,no_inv,no
485,ahmed,z3,bvsge_bvashr0,rtl,NA,no
486,ahmed,z3,bvsge_bvashr1,ltr,inv_g,no
487,ahmed,z3,bvsge_bvashr1,ltr,no_inv,no
488,ahmed,z3,bvsge_bvashr1,rtl,NA,no
489,ahmed,z3,bvsge_bvlshr0,ltr,inv_g,no
490,ahmed,z3,bvsge_bvlshr0,ltr,no_inv,no
491,ahmed,z3,bvsge_bvlshr0,rtl,NA,no
492,ahmed,z3,bvsge_bvlshr1,ltr,inv_g,no
493,ahmed,z3,bvsge_bvlshr1,ltr,no_inv,no
494,ahmed,z3,bvsge_bvlshr1,rtl,NA,no
495,ahmed,z3,bvsge_bvmul,ltr,no_inv,no
496,ahmed,z3,bvsge_bvmul,rtl,NA,no
497,ahmed,z3,bvsge_bvneg,ltr,inv_g,no
498,ahmed,z3,bvsge_bvneg,ltr,no_inv,no
499,ahmed,z3,bvsge_bvneg,rtl,NA,yes
500,ahmed,z3,bvsge_bvnot,ltr,inv_g,no
501,ahmed,z3,bvsge_bvnot,ltr,no_inv,yes
502,ahmed,z3,bvsge_bvnot,rtl,NA,yes
503,ahmed,z3,bvsge_bvor,ltr,inv_g,no
504,ahmed,z3,bvsge_bvor,ltr,no_inv,no
505,ahmed,z3,bvsge_bvor,rtl,NA,no
506,ahmed,z3,bvsge_bvshl0,ltr,inv_g,no
507,ahmed,z3,bvsge_bvshl0,ltr,no_inv,no
508,ahmed,z3,bvsge_bvshl0,rtl,NA,no
509,ahmed,z3,bvsge_bvshl1,ltr,no_inv,yes
510,ahmed,z3,bvsge_bvshl1,rtl,NA,yes
511,ahmed,z3,bvsge_bvudiv0,ltr,no_inv,no
512,ahmed,z3,bvsge_bvudiv0,rtl,NA,no
513,ahmed,z3,bvsge_bvudiv1,ltr,no_inv,no
514,ahmed,z3,bvsge_bvudiv1,rtl,NA,no
515,ahmed,z3,bvsge_bvurem0,ltr,inv_g,no
516,ahmed,z3,bvsge_bvurem0,ltr,no_inv,no
517,ahmed,z3,bvsge_bvurem0,rtl,NA,no
518,ahmed,z3,bvsge_bvurem1,ltr,inv_g,no
519,ahmed,z3,bvsge_bvurem1,ltr,inv_r,no
520,ahmed,z3,bvsge_bvurem1,ltr,no_inv,no
521,ahmed,z3,bvsge_bvurem1,rtl,NA,no
522,ahmed,z3,bvsgt_bvadd,ltr,inv_g,no
523,ahmed,z3,bvsgt_bvadd,ltr,no_inv,no
524,ahmed,z3,bvsgt_bvadd,rtl,NA,no
525,ahmed,z3,bvsgt_bvand,ltr,inv_g,no
526,ahmed,z3,bvsgt_bvand,ltr,no_inv,no
527,ahmed,z3,bvsgt_bvand,rtl,NA,no
528,ahmed,z3,bvsgt_bvashr0,ltr,inv_g,yes
529,ahmed,z3,bvsgt_bvashr0,ltr,no_inv,no
530,ahmed,z3,bvsgt_bvashr0,rtl,NA,no
531,ahmed,z3,bvsgt_bvashr1,ltr,inv_g,no
532,ahmed,z3,bvsgt_bvashr1,ltr,no_inv,no
533,ahmed,z3,bvsgt_bvashr1,rtl,NA,no
534,ahmed,z3,bvsgt_bvlshr0,ltr,inv_g,yes
535,ahmed,z3,bvsgt_bvlshr0,ltr,no_inv,yes
536,ahmed,z3,bvsgt_bvlshr0,rtl,NA,no
537,ahmed,z3,bvsgt_bvlshr1,ltr,inv_g,no
538,ahmed,z3,bvsgt_bvlshr1,ltr,no_inv,no
539,ahmed,z3,bvsgt_bvlshr1,rtl,NA,no
540,ahmed,z3,bvsgt_bvmul,ltr,no_inv,no
541,ahmed,z3,bvsgt_bvmul,rtl,NA,no
542,ahmed,z3,bvsgt_bvneg,ltr,inv_g,no
543,ahmed,z3,bvsgt_bvneg,ltr,no_inv,no
544,ahmed,z3,bvsgt_bvneg,rtl,NA,no
545,ahmed,z3,bvsgt_bvnot,ltr,inv_g,yes
546,ahmed,z3,bvsgt_bvnot,ltr,no_inv,no
547,ahmed,z3,bvsgt_bvnot,rtl,NA,no
548,ahmed,z3,bvsgt_bvor,ltr,inv_g,no
549,ahmed,z3,bvsgt_bvor,ltr,no_inv,no
550,ahmed,z3,bvsgt_bvor,rtl,NA,yes
551,ahmed,z3,bvsgt_bvshl0,ltr,inv_g,no
552,ahmed,z3,bvsgt_bvshl0,ltr,no_inv,no
553,ahmed,z3,bvsgt_bvshl0,rtl,NA,no
554,ahmed,z3,bvsgt_bvshl1,ltr,no_inv,yes
555,ahmed,z3,bvsgt_bvshl1,rtl,NA,yes
556,ahmed,z3,bvsgt_bvudiv0,ltr,no_inv,yes
557,ahmed,z3,bvsgt_bvudiv0,rtl,NA,no
558,ahmed,z3,bvsgt_bvudiv1,ltr,no_inv,no
559,ahmed,z3,bvsgt_bvudiv1,rtl,NA,no
560,ahmed,z3,bvsgt_bvurem0,ltr,inv_g,no
561,ahmed,z3,bvsgt_bvurem0,ltr,no_inv,no
562,ahmed,z3,bvsgt_bvurem0,rtl,NA,no
563,ahmed,z3,bvsgt_bvurem1,ltr,no_inv,no
564,ahmed,z3,bvsgt_bvurem1,rtl,NA,no
565,ahmed,z3,bvsle_bvadd,ltr,inv_g,no
566,ahmed,z3,bvsle_bvadd,ltr,no_inv,no
567,ahmed,z3,bvsle_bvadd,rtl,NA,yes
568,ahmed,z3,bvsle_bvand,ltr,inv_g,no
569,ahmed,z3,bvsle_bvand,ltr,no_inv,no
570,ahmed,z3,bvsle_bvand,rtl,NA,no
571,ahmed,z3,bvsle_bvashr0,ltr,inv_g,yes
572,ahmed,z3,bvsle_bvashr0,ltr,no_inv,no
573,ahmed,z3,bvsle_bvashr0,rtl,NA,no
574,ahmed,z3,bvsle_bvashr1,ltr,inv_d2,no
575,ahmed,z3,bvsle_bvashr1,ltr,inv_g,no
576,ahmed,z3,bvsle_bvashr1,ltr,no_inv,no
577,ahmed,z3,bvsle_bvashr1,rtl,NA,no
578,ahmed,z3,bvsle_bvlshr0,ltr,inv_g,yes
579,ahmed,z3,bvsle_bvlshr0,ltr,no_inv,yes
580,ahmed,z3,bvsle_bvlshr0,rtl,NA,no
581,ahmed,z3,bvsle_bvlshr1,ltr,inv_d2,no
582,ahmed,z3,bvsle_bvlshr1,ltr,inv_g,no
583,ahmed,z3,bvsle_bvlshr1,ltr,no_inv,no
584,ahmed,z3,bvsle_bvlshr1,rtl,NA,no
585,ahmed,z3,bvsle_bvmul,ltr,inv_g,no
586,ahmed,z3,bvsle_bvmul,ltr,no_inv,no
587,ahmed,z3,bvsle_bvmul,rtl,NA,yes
588,ahmed,z3,bvsle_bvneg,ltr,inv_g,no
589,ahmed,z3,bvsle_bvneg,ltr,no_inv,no
590,ahmed,z3,bvsle_bvneg,rtl,NA,yes
591,ahmed,z3,bvsle_bvnot,ltr,inv_g,yes
592,ahmed,z3,bvsle_bvnot,ltr,no_inv,yes
593,ahmed,z3,bvsle_bvnot,rtl,NA,yes
594,ahmed,z3,bvsle_bvor,ltr,inv_g,no
595,ahmed,z3,bvsle_bvor,ltr,no_inv,no
596,ahmed,z3,bvsle_bvor,rtl,NA,no
597,ahmed,z3,bvsle_bvshl0,ltr,inv_g,no
598,ahmed,z3,bvsle_bvshl0,ltr,no_inv,no
599,ahmed,z3,bvsle_bvshl0,rtl,NA,no
600,ahmed,z3,bvsle_bvshl1,ltr,no_inv,no
601,ahmed,z3,bvsle_bvshl1,rtl,NA,no
602,ahmed,z3,bvsle_bvudiv0,ltr,inv_g,no
603,ahmed,z3,bvsle_bvudiv0,ltr,no_inv,yes
604,ahmed,z3,bvsle_bvudiv0,rtl,NA,no
605,ahmed,z3,bvsle_bvudiv1,ltr,inv_g,no
606,ahmed,z3,bvsle_bvudiv1,ltr,no_inv,no
607,ahmed,z3,bvsle_bvudiv1,rtl,NA,no
608,ahmed,z3,bvsle_bvurem0,ltr,inv_g,no
609,ahmed,z3,bvsle_bvurem0,ltr,no_inv,no
610,ahmed,z3,bvsle_bvurem0,rtl,NA,no
611,ahmed,z3,bvsle_bvurem1,ltr,inv_g,no
612,ahmed,z3,bvsle_bvurem1,ltr,no_inv,no
613,ahmed,z3,bvsle_bvurem1,rtl,NA,no
614,ahmed,z3,bvslt_bvadd,ltr,inv_g,no
615,ahmed,z3,bvslt_bvadd,ltr,no_inv,no
616,ahmed,z3,bvslt_bvadd,rtl,NA,no
617,ahmed,z3,bvslt_bvand,ltr,inv_g,no
618,ahmed,z3,bvslt_bvand,ltr,no_inv,yes
619,ahmed,z3,bvslt_bvand,rtl,NA,no
620,ahmed,z3,bvslt_bvashr0,ltr,inv_g,yes
621,ahmed,z3,bvslt_bvashr0,ltr,no_inv,yes
622,ahmed,z3,bvslt_bvashr0,rtl,NA,no
623,ahmed,z3,bvslt_bvashr1,ltr,inv_d2,no
624,ahmed,z3,bvslt_bvashr1,ltr,inv_g,no
625,ahmed,z3,bvslt_bvashr1,ltr,no_inv,no
626,ahmed,z3,bvslt_bvashr1,rtl,NA,no
627,ahmed,z3,bvslt_bvlshr0,ltr,inv_g,no
628,ahmed,z3,bvslt_bvlshr0,ltr,no_inv,yes
629,ahmed,z3,bvslt_bvlshr0,rtl,NA,no
630,ahmed,z3,bvslt_bvlshr1,ltr,inv_d2,no
631,ahmed,z3,bvslt_bvlshr1,ltr,inv_g,no
632,ahmed,z3,bvslt_bvlshr1,ltr,no_inv,no
633,ahmed,z3,bvslt_bvlshr1,rtl,NA,no
634,ahmed,z3,bvslt_bvmul,ltr,inv_g,no
635,ahmed,z3,bvslt_bvmul,ltr,no_inv,no
636,ahmed,z3,bvslt_bvmul,rtl,NA,no
637,ahmed,z3,bvslt_bvneg,ltr,inv_g,no
638,ahmed,z3,bvslt_bvneg,ltr,no_inv,no
639,ahmed,z3,bvslt_bvneg,rtl,NA,no
640,ahmed,z3,bvslt_bvnot,ltr,inv_g,yes
641,ahmed,z3,bvslt_bvnot,ltr,no_inv,no
642,ahmed,z3,bvslt_bvnot,rtl,NA,no
643,ahmed,z3,bvslt_bvor,ltr,inv_g,no
644,ahmed,z3,bvslt_bvor,ltr,no_inv,yes
645,ahmed,z3,bvslt_bvor,rtl,NA,no
646,ahmed,z3,bvslt_bvshl0,ltr,inv_g,yes
647,ahmed,z3,bvslt_bvshl0,ltr,no_inv,no
648,ahmed,z3,bvslt_bvshl0,rtl,NA,no
649,ahmed,z3,bvslt_bvshl1,ltr,no_inv,no
650,ahmed,z3,bvslt_bvshl1,rtl,NA,no
651,ahmed,z3,bvslt_bvudiv0,ltr,inv_g,no
652,ahmed,z3,bvslt_bvudiv0,ltr,no_inv,yes
653,ahmed,z3,bvslt_bvudiv0,rtl,NA,no
654,ahmed,z3,bvslt_bvudiv1,ltr,inv_g,no
655,ahmed,z3,bvslt_bvudiv1,ltr,no_inv,yes
656,ahmed,z3,bvslt_bvudiv1,rtl,NA,no
657,ahmed,z3,bvslt_bvurem0,ltr,no_inv,no
658,ahmed,z3,bvslt_bvurem0,rtl,NA,no
659,ahmed,z3,bvslt_bvurem1,ltr,inv_g,no
660,ahmed,z3,bvslt_bvurem1,ltr,no_inv,no
661,ahmed,z3,bvslt_bvurem1,rtl,NA,no
662,ahmed,z3,bvuge_bvadd,ltr,inv_d2,no
663,ahmed,z3,bvuge_bvadd,ltr,inv_g,yes
664,ahmed,z3,bvuge_bvadd,ltr,no_inv,no
665,ahmed,z3,bvuge_bvadd,rtl,NA,yes
666,ahmed,z3,bvuge_bvand,ltr,inv_g,yes
667,ahmed,z3,bvuge_bvand,ltr,no_inv,yes
668,ahmed,z3,bvuge_bvand,rtl,NA,yes
669,ahmed,z3,bvuge_bvashr0,ltr,inv_d2,no
670,ahmed,z3,bvuge_bvashr0,ltr,inv_g,no
671,ahmed,z3,bvuge_bvashr0,ltr,no_inv,no
672,ahmed,z3,bvuge_bvashr0,rtl,NA,yes
673,ahmed,z3,bvuge_bvashr1,ltr,inv_g,no
674,ahmed,z3,bvuge_bvashr1,ltr,no_inv,no
675,ahmed,z3,bvuge_bvashr1,rtl,NA,no
676,ahmed,z3,bvuge_bvlshr0,ltr,inv_d2,yes
677,ahmed,z3,bvuge_bvlshr0,ltr,inv_g,no
678,ahmed,z3,bvuge_bvlshr0,ltr,no_inv,yes
679,ahmed,z3,bvuge_bvlshr0,rtl,NA,no
680,ahmed,z3,bvuge_bvlshr1,ltr,inv_g,no
681,ahmed,z3,bvuge_bvlshr1,ltr,no_inv,no
682,ahmed,z3,bvuge_bvlshr1,rtl,NA,no
683,ahmed,z3,bvuge_bvmul,ltr,no_inv,no
684,ahmed,z3,bvuge_bvmul,rtl,NA,no
685,ahmed,z3,bvuge_bvneg,ltr,inv_g,no
686,ahmed,z3,bvuge_bvneg,ltr,no_inv,no
687,ahmed,z3,bvuge_bvneg,rtl,NA,yes
688,ahmed,z3,bvuge_bvnot,ltr,inv_g,yes
689,ahmed,z3,bvuge_bvnot,ltr,no_inv,yes
690,ahmed,z3,bvuge_bvnot,rtl,NA,yes
691,ahmed,z3,bvuge_bvor,ltr,inv_g,yes
692,ahmed,z3,bvuge_bvor,ltr,no_inv,yes
693,ahmed,z3,bvuge_bvor,rtl,NA,yes
694,ahmed,z3,bvuge_bvshl0,ltr,inv_d2,no
695,ahmed,z3,bvuge_bvshl0,ltr,inv_g,yes
696,ahmed,z3,bvuge_bvshl0,ltr,no_inv,no
697,ahmed,z3,bvuge_bvshl0,rtl,NA,no
698,ahmed,z3,bvuge_bvshl1,ltr,no_inv,yes
699,ahmed,z3,bvuge_bvshl1,rtl,NA,yes
700,ahmed,z3,bvuge_bvudiv0,ltr,no_inv,no
701,ahmed,z3,bvuge_bvudiv0,rtl,NA,no
702,ahmed,z3,bvuge_bvudiv1,ltr,inv_g,yes
703,ahmed,z3,bvuge_bvudiv1,ltr,no_inv,yes
704,ahmed,z3,bvuge_bvudiv1,rtl,NA,yes
705,ahmed,z3,bvuge_bvurem0,ltr,inv_g,no
706,ahmed,z3,bvuge_bvurem0,ltr,no_inv,no
707,ahmed,z3,bvuge_bvurem0,rtl,NA,no
708,ahmed,z3,bvuge_bvurem1,ltr,inv_g,no
709,ahmed,z3,bvuge_bvurem1,ltr,no_inv,no
710,ahmed,z3,bvuge_bvurem1,rtl,NA,no
711,ahmed,z3,bvugt_bvadd,ltr,inv_d2,no
712,ahmed,z3,bvugt_bvadd,ltr,inv_g,yes
713,ahmed,z3,bvugt_bvadd,ltr,no_inv,no
714,ahmed,z3,bvugt_bvadd,rtl,NA,yes
715,ahmed,z3,bvugt_bvand,ltr,inv_g,yes
716,ahmed,z3,bvugt_bvand,ltr,no_inv,yes
717,ahmed,z3,bvugt_bvand,rtl,NA,yes
718,ahmed,z3,bvugt_bvashr0,ltr,inv_d2,no
719,ahmed,z3,bvugt_bvashr0,ltr,inv_g,no
720,ahmed,z3,bvugt_bvashr0,ltr,no_inv,no
721,ahmed,z3,bvugt_bvashr0,rtl,NA,yes
722,ahmed,z3,bvugt_bvashr1,ltr,inv_g,no
723,ahmed,z3,bvugt_bvashr1,ltr,no_inv,no
724,ahmed,z3,bvugt_bvashr1,rtl,NA,no
725,ahmed,z3,bvugt_bvlshr0,ltr,inv_d2,no
726,ahmed,z3,bvugt_bvlshr0,ltr,inv_g,yes
727,ahmed,z3,bvugt_bvlshr0,ltr,no_inv,yes
728,ahmed,z3,bvugt_bvlshr0,rtl,NA,no
729,ahmed,z3,bvugt_bvlshr1,ltr,inv_g,no
730,ahmed,z3,bvugt_bvlshr1,ltr,no_inv,no
731,ahmed,z3,bvugt_bvlshr1,rtl,NA,no
732,ahmed,z3,bvugt_bvmul,ltr,no_inv,no
733,ahmed,z3,bvugt_bvmul,rtl,NA,no
734,ahmed,z3,bvugt_bvneg,ltr,inv_g,no
735,ahmed,z3,bvugt_bvneg,ltr,no_inv,no
736,ahmed,z3,bvugt_bvneg,rtl,NA,yes
737,ahmed,z3,bvugt_bvnot,ltr,inv_g,yes
738,ahmed,z3,bvugt_bvnot,ltr,no_inv,no
739,ahmed,z3,bvugt_bvnot,rtl,NA,yes
740,ahmed,z3,bvugt_bvor,ltr,inv_d2,no
741,ahmed,z3,bvugt_bvor,ltr,inv_g,yes
742,ahmed,z3,bvugt_bvor,ltr,no_inv,yes
743,ahmed,z3,bvugt_bvor,rtl,NA,yes
744,ahmed,z3,bvugt_bvshl0,ltr,inv_d2,no
745,ahmed,z3,bvugt_bvshl0,ltr,inv_g,yes
746,ahmed,z3,bvugt_bvshl0,ltr,no_inv,yes
747,ahmed,z3,bvugt_bvshl0,rtl,NA,no
748,ahmed,z3,bvugt_bvshl1,ltr,no_inv,yes
749,ahmed,z3,bvugt_bvshl1,rtl,NA,yes
750,ahmed,z3,bvugt_bvudiv0,ltr,inv_d2,yes
751,ahmed,z3,bvugt_bvudiv0,ltr,inv_g,yes
752,ahmed,z3,bvugt_bvudiv0,ltr,no_inv,yes
753,ahmed,z3,bvugt_bvudiv0,rtl,NA,no
754,ahmed,z3,bvugt_bvudiv1,ltr,inv_g,yes
755,ahmed,z3,bvugt_bvudiv1,ltr,no_inv,yes
756,ahmed,z3,bvugt_bvudiv1,rtl,NA,no
757,ahmed,z3,bvugt_bvurem0,ltr,inv_d2,no
758,ahmed,z3,bvugt_bvurem0,ltr,inv_g,no
759,ahmed,z3,bvugt_bvurem0,ltr,no_inv,yes
760,ahmed,z3,bvugt_bvurem0,rtl,NA,no
761,ahmed,z3,bvugt_bvurem1,ltr,inv_g,yes
762,ahmed,z3,bvugt_bvurem1,ltr,no_inv,yes
763,ahmed,z3,bvugt_bvurem1,rtl,NA,no
764,ahmed,z3,bvule_bvadd,ltr,inv_d2,no
765,ahmed,z3,bvule_bvadd,ltr,inv_g,no
766,ahmed,z3,bvule_bvadd,ltr,no_inv,no
767,ahmed,z3,bvule_bvadd,rtl,NA,yes
768,ahmed,z3,bvule_bvand,ltr,inv_g,yes
769,ahmed,z3,bvule_bvand,ltr,no_inv,yes
770,ahmed,z3,bvule_bvand,rtl,NA,yes
771,ahmed,z3,bvule_bvashr0,ltr,inv_g,no
772,ahmed,z3,bvule_bvashr0,ltr,no_inv,no
773,ahmed,z3,bvule_bvashr0,rtl,NA,yes
774,ahmed,z3,bvule_bvashr1,ltr,inv_d2,no
775,ahmed,z3,bvule_bvashr1,ltr,inv_g,no
776,ahmed,z3,bvule_bvashr1,ltr,no_inv,no
777,ahmed,z3,bvule_bvashr1,rtl,NA,no
778,ahmed,z3,bvule_bvlshr0,ltr,inv_g,yes
779,ahmed,z3,bvule_bvlshr0,ltr,no_inv,yes
780,ahmed,z3,bvule_bvlshr0,rtl,NA,yes
781,ahmed,z3,bvule_bvlshr1,ltr,inv_g,yes
782,ahmed,z3,bvule_bvlshr1,ltr,no_inv,yes
783,ahmed,z3,bvule_bvlshr1,rtl,NA,yes
784,ahmed,z3,bvule_bvmul,ltr,inv_g,yes
785,ahmed,z3,bvule_bvmul,ltr,no_inv,no
786,ahmed,z3,bvule_bvmul,rtl,NA,yes
787,ahmed,z3,bvule_bvneg,ltr,inv_g,yes
788,ahmed,z3,bvule_bvneg,ltr,no_inv,yes
789,ahmed,z3,bvule_bvneg,rtl,NA,yes
790,ahmed,z3,bvule_bvnot,ltr,inv_g,yes
791,ahmed,z3,bvule_bvnot,ltr,no_inv,yes
792,ahmed,z3,bvule_bvnot,rtl,NA,yes
793,ahmed,z3,bvule_bvor,ltr,inv_g,yes
794,ahmed,z3,bvule_bvor,ltr,no_inv,yes
795,ahmed,z3,bvule_bvor,rtl,NA,yes
796,ahmed,z3,bvule_bvshl0,ltr,inv_g,no
797,ahmed,z3,bvule_bvshl0,ltr,no_inv,no
798,ahmed,z3,bvule_bvshl0,rtl,NA,yes
799,ahmed,z3,bvule_bvshl1,ltr,no_inv,yes
800,ahmed,z3,bvule_bvshl1,rtl,NA,yes
801,ahmed,z3,bvule_bvudiv0,ltr,inv_g,no
802,ahmed,z3,bvule_bvudiv0,ltr,no_inv,no
803,ahmed,z3,bvule_bvudiv0,rtl,NA,no
804,ahmed,z3,bvule_bvudiv1,ltr,inv_d2,no
805,ahmed,z3,bvule_bvudiv1,ltr,inv_g,no
806,ahmed,z3,bvule_bvudiv1,ltr,no_inv,no
807,ahmed,z3,bvule_bvudiv1,rtl,NA,no
808,ahmed,z3,bvule_bvurem0,ltr,inv_g,yes
809,ahmed,z3,bvule_bvurem0,ltr,no_inv,no
810,ahmed,z3,bvule_bvurem0,rtl,NA,yes
811,ahmed,z3,bvule_bvurem1,ltr,inv_g,yes
812,ahmed,z3,bvule_bvurem1,ltr,no_inv,yes
813,ahmed,z3,bvule_bvurem1,rtl,NA,yes
814,ahmed,z3,bvult_bvadd,ltr,inv_d2,no
815,ahmed,z3,bvult_bvadd,ltr,inv_g,no
816,ahmed,z3,bvult_bvadd,ltr,no_inv,no
817,ahmed,z3,bvult_bvadd,rtl,NA,yes
818,ahmed,z3,bvult_bvand,ltr,inv_g,yes
819,ahmed,z3,bvult_bvand,ltr,no_inv,yes
820,ahmed,z3,bvult_bvand,rtl,NA,yes
821,ahmed,z3,bvult_bvashr0,ltr,inv_g,no
822,ahmed,z3,bvult_bvashr0,ltr,no_inv,no
823,ahmed,z3,bvult_bvashr0,rtl,NA,yes
824,ahmed,z3,bvult_bvashr1,ltr,inv_d2,no
825,ahmed,z3,bvult_bvashr1,ltr,inv_g,no
826,ahmed,z3,bvult_bvashr1,ltr,no_inv,no
827,ahmed,z3,bvult_bvashr1,rtl,NA,no
828,ahmed,z3,bvult_bvlshr0,ltr,inv_g,yes
829,ahmed,z3,bvult_bvlshr0,ltr,no_inv,yes
830,ahmed,z3,bvult_bvlshr0,rtl,NA,yes
831,ahmed,z3,bvult_bvlshr1,ltr,inv_g,yes
832,ahmed,z3,bvult_bvlshr1,ltr,no_inv,no
833,ahmed,z3,bvult_bvlshr1,rtl,NA,yes
834,ahmed,z3,bvult_bvmul,ltr,inv_g,no
835,ahmed,z3,bvult_bvmul,ltr,no_inv,no
836,ahmed,z3,bvult_bvmul,rtl,NA,yes
837,ahmed,z3,bvult_bvneg,ltr,inv_g,yes
838,ahmed,z3,bvult_bvneg,ltr,no_inv,yes
839,ahmed,z3,bvult_bvneg,rtl,NA,yes
840,ahmed,z3,bvult_bvnot,ltr,inv_g,no
841,ahmed,z3,bvult_bvnot,ltr,no_inv,yes
842,ahmed,z3,bvult_bvnot,rtl,NA,yes
843,ahmed,z3,bvult_bvor,ltr,inv_g,yes
844,ahmed,z3,bvult_bvor,ltr,no_inv,yes
845,ahmed,z3,bvult_bvor,rtl,NA,yes
846,ahmed,z3,bvult_bvshl0,ltr,inv_g,no
847,ahmed,z3,bvult_bvshl0,ltr,no_inv,no
848,ahmed,z3,bvult_bvshl0,rtl,NA,yes
849,ahmed,z3,bvult_bvshl1,ltr,no_inv,yes
850,ahmed,z3,bvult_bvshl1,rtl,NA,yes
851,ahmed,z3,bvult_bvudiv0,ltr,inv_g,yes
852,ahmed,z3,bvult_bvudiv0,ltr,no_inv,yes
853,ahmed,z3,bvult_bvudiv0,rtl,NA,yes
854,ahmed,z3,bvult_bvudiv1,ltr,inv_d2,no
855,ahmed,z3,bvult_bvudiv1,ltr,inv_g,no
856,ahmed,z3,bvult_bvudiv1,ltr,no_inv,no
857,ahmed,z3,bvult_bvudiv1,rtl,NA,no
858,ahmed,z3,bvult_bvurem0,ltr,inv_g,yes
859,ahmed,z3,bvult_bvurem0,ltr,no_inv,yes
860,ahmed,z3,bvult_bvurem0,rtl,NA,yes
