,ic_name,direction,encoding,cond_inv,proved,direction_cond,ic
1773,bvugt_bvneg,rtl,qf,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1774,bvugt_bvneg,rtl,rec,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1795,bvugt_bvnot,rtl,combined,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1796,bvugt_bvnot,rtl,full,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1797,bvugt_bvnot,rtl,partial,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1798,bvugt_bvnot,rtl,qf,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1799,bvugt_bvnot,rtl,rec,NA,yes,rtl,(distinct t (bvnot (_ bv0 4)))
1820,bvugt_bvor,rtl,combined,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1822,bvugt_bvor,rtl,partial,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1855,bvugt_bvshl1,rtl,combined,NA,yes,rtl,(or  (bvugt (bvshl s (_ bv0 4)) t) (bvugt (bvshl s (_ bv1 4)) t) (bvugt (bvshl s (_ bv2 4)) t) (bvugt (bvshl s (_ bv3 4)) t) (bvugt (bvshl s (_ bv4 4)) t))
1857,bvugt_bvshl1,rtl,partial,NA,yes,rtl,(or  (bvugt (bvshl s (_ bv0 4)) t) (bvugt (bvshl s (_ bv1 4)) t) (bvugt (bvshl s (_ bv2 4)) t) (bvugt (bvshl s (_ bv3 4)) t) (bvugt (bvshl s (_ bv4 4)) t))
1881,bvugt_bvudiv0,rtl,full,NA,yes,rtl,(bvugt (udivtotal (bvnot (_ bv0 4)) s) t)
1883,bvugt_bvudiv0,rtl,qf,NA,yes,rtl,(bvugt (udivtotal (bvnot (_ bv0 4)) s) t)
1905,bvugt_bvudiv1,rtl,combined,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1906,bvugt_bvudiv1,rtl,full,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1907,bvugt_bvudiv1,rtl,partial,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1908,bvugt_bvudiv1,rtl,qf,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1909,bvugt_bvudiv1,rtl,rec,NA,yes,rtl,(bvult t (bvnot (_ bv0 4)))
1930,bvugt_bvurem0,rtl,combined,NA,yes,rtl,(bvult t (bvnot (bvneg s)))
1931,bvugt_bvurem0,rtl,full,NA,yes,rtl,(bvult t (bvnot (bvneg s)))
1932,bvugt_bvurem0,rtl,partial,NA,yes,rtl,(bvult t (bvnot (bvneg s)))
1933,bvugt_bvurem0,rtl,qf,NA,yes,rtl,(bvult t (bvnot (bvneg s)))
1934,bvugt_bvurem0,rtl,rec,NA,yes,rtl,(bvult t (bvnot (bvneg s)))
1955,bvugt_bvurem1,rtl,combined,NA,yes,rtl,(bvult t s)
1956,bvugt_bvurem1,rtl,full,NA,yes,rtl,(bvult t s)
1957,bvugt_bvurem1,rtl,partial,NA,yes,rtl,(bvult t s)
1958,bvugt_bvurem1,rtl,qf,NA,yes,rtl,(bvult t s)
1959,bvugt_bvurem1,rtl,rec,NA,yes,rtl,(bvult t s)
1980,bvule_bvadd,rtl,combined,NA,yes,rtl,true
1981,bvule_bvadd,rtl,full,NA,yes,rtl,true
1982,bvule_bvadd,rtl,partial,NA,yes,rtl,true
1983,bvule_bvadd,rtl,qf,NA,yes,rtl,true
1984,bvule_bvadd,rtl,rec,NA,yes,rtl,true
2005,bvule_bvand,rtl,combined,NA,yes,rtl,true
2006,bvule_bvand,rtl,full,NA,yes,rtl,true
2007,bvule_bvand,rtl,partial,NA,yes,rtl,true
2008,bvule_bvand,rtl,qf,NA,yes,rtl,true
2009,bvule_bvand,rtl,rec,NA,yes,rtl,true
2030,bvule_bvashr0,rtl,combined,NA,yes,rtl,true
2031,bvule_bvashr0,rtl,full,NA,yes,rtl,true
2032,bvule_bvashr0,rtl,partial,NA,yes,rtl,true
2033,bvule_bvashr0,rtl,qf,NA,yes,rtl,true
2034,bvule_bvashr0,rtl,rec,NA,yes,rtl,true
2050,bvule_bvashr1,rtl,combined,NA,yes,rtl,(or (bvult s min) (bvuge t s))
2052,bvule_bvashr1,rtl,partial,NA,yes,rtl,(or (bvult s min) (bvuge t s))
2053,bvule_bvashr1,rtl,qf,NA,yes,rtl,(or (bvult s min) (bvuge t s))
2075,bvule_bvlshr0,rtl,combined,NA,yes,rtl,true
2076,bvule_bvlshr0,rtl,full,NA,yes,rtl,true
2077,bvule_bvlshr0,rtl,partial,NA,yes,rtl,true
2078,bvule_bvlshr0,rtl,qf,NA,yes,rtl,true
2079,bvule_bvlshr0,rtl,rec,NA,yes,rtl,true
2100,bvule_bvlshr1,rtl,combined,NA,yes,rtl,true
2101,bvule_bvlshr1,rtl,full,NA,yes,rtl,true
2102,bvule_bvlshr1,rtl,partial,NA,yes,rtl,true
2103,bvule_bvlshr1,rtl,qf,NA,yes,rtl,true
2104,bvule_bvlshr1,rtl,rec,NA,yes,rtl,true
2125,bvule_bvmul,rtl,combined,NA,yes,rtl,true
2126,bvule_bvmul,rtl,full,NA,yes,rtl,true
2127,bvule_bvmul,rtl,partial,NA,yes,rtl,true
2128,bvule_bvmul,rtl,qf,NA,yes,rtl,true
2129,bvule_bvmul,rtl,rec,NA,yes,rtl,true
2150,bvule_bvneg,rtl,combined,NA,yes,rtl,true
2151,bvule_bvneg,rtl,full,NA,yes,rtl,true
2152,bvule_bvneg,rtl,partial,NA,yes,rtl,true
2153,bvule_bvneg,rtl,qf,NA,yes,rtl,true
2154,bvule_bvneg,rtl,rec,NA,yes,rtl,true
2175,bvule_bvnot,rtl,combined,NA,yes,rtl,true
2176,bvule_bvnot,rtl,full,NA,yes,rtl,true
2177,bvule_bvnot,rtl,partial,NA,yes,rtl,true
2178,bvule_bvnot,rtl,qf,NA,yes,rtl,true
2179,bvule_bvnot,rtl,rec,NA,yes,rtl,true
2200,bvule_bvor,rtl,combined,NA,yes,rtl,(bvuge t s)
2202,bvule_bvor,rtl,partial,NA,yes,rtl,(bvuge t s)
2225,bvule_bvshl0,rtl,combined,NA,yes,rtl,true
2226,bvule_bvshl0,rtl,full,NA,yes,rtl,true
2227,bvule_bvshl0,rtl,partial,NA,yes,rtl,true
2228,bvule_bvshl0,rtl,qf,NA,yes,rtl,true
2229,bvule_bvshl0,rtl,rec,NA,yes,rtl,true
2250,bvule_bvshl1,rtl,combined,NA,yes,rtl,true
2251,bvule_bvshl1,rtl,full,NA,yes,rtl,true
2252,bvule_bvshl1,rtl,partial,NA,yes,rtl,true
2253,bvule_bvshl1,rtl,qf,NA,yes,rtl,true
2254,bvule_bvshl1,rtl,rec,NA,yes,rtl,true
2325,bvule_bvurem0,rtl,combined,NA,yes,rtl,true
2326,bvule_bvurem0,rtl,full,NA,yes,rtl,true
2327,bvule_bvurem0,rtl,partial,NA,yes,rtl,true
2328,bvule_bvurem0,rtl,qf,NA,yes,rtl,true
2329,bvule_bvurem0,rtl,rec,NA,yes,rtl,true
2350,bvule_bvurem1,rtl,combined,NA,yes,rtl,true
2351,bvule_bvurem1,rtl,full,NA,yes,rtl,true
2352,bvule_bvurem1,rtl,partial,NA,yes,rtl,true
2353,bvule_bvurem1,rtl,qf,NA,yes,rtl,true
2354,bvule_bvurem1,rtl,rec,NA,yes,rtl,true
2375,bvult_bvadd,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2376,bvult_bvadd,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2377,bvult_bvadd,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2378,bvult_bvadd,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2379,bvult_bvadd,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2400,bvult_bvand,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2402,bvult_bvand,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2425,bvult_bvashr0,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2426,bvult_bvashr0,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2427,bvult_bvashr0,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2428,bvult_bvashr0,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2429,bvult_bvashr0,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2445,bvult_bvashr1,rtl,combined,NA,yes,rtl,(and (not (and (not (bvult s t)) (bvslt s (_ bv0 4)))) (not (= t (_ bv0 4))))
2446,bvult_bvashr1,rtl,full,NA,yes,rtl,(and (not (and (not (bvult s t)) (bvslt s (_ bv0 4)))) (not (= t (_ bv0 4))))
2447,bvult_bvashr1,rtl,partial,NA,yes,rtl,(and (not (and (not (bvult s t)) (bvslt s (_ bv0 4)))) (not (= t (_ bv0 4))))
2448,bvult_bvashr1,rtl,qf,NA,yes,rtl,(and (not (and (not (bvult s t)) (bvslt s (_ bv0 4)))) (not (= t (_ bv0 4))))
2449,bvult_bvashr1,rtl,rec,NA,yes,rtl,(and (not (and (not (bvult s t)) (bvslt s (_ bv0 4)))) (not (= t (_ bv0 4))))
2470,bvult_bvlshr0,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2471,bvult_bvlshr0,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2472,bvult_bvlshr0,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2473,bvult_bvlshr0,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2474,bvult_bvlshr0,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2495,bvult_bvlshr1,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2496,bvult_bvlshr1,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2497,bvult_bvlshr1,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2498,bvult_bvlshr1,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2499,bvult_bvlshr1,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2520,bvult_bvmul,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2521,bvult_bvmul,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2522,bvult_bvmul,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2523,bvult_bvmul,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2524,bvult_bvmul,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2545,bvult_bvneg,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2546,bvult_bvneg,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2547,bvult_bvneg,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2548,bvult_bvneg,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2549,bvult_bvneg,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2570,bvult_bvnot,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2571,bvult_bvnot,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2572,bvult_bvnot,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2573,bvult_bvnot,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2574,bvult_bvnot,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2595,bvult_bvor,rtl,combined,NA,yes,rtl,(bvult s t)
2597,bvult_bvor,rtl,partial,NA,yes,rtl,(bvult s t)
2620,bvult_bvshl0,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2621,bvult_bvshl0,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2622,bvult_bvshl0,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2623,bvult_bvshl0,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2624,bvult_bvshl0,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2645,bvult_bvshl1,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2646,bvult_bvshl1,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2647,bvult_bvshl1,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2648,bvult_bvshl1,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2649,bvult_bvshl1,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2670,bvult_bvudiv0,rtl,combined,NA,yes,rtl,(and (bvult (_ bv0 4) s) (bvult (_ bv0 4) t))
2671,bvult_bvudiv0,rtl,full,NA,yes,rtl,(and (bvult (_ bv0 4) s) (bvult (_ bv0 4) t))
2672,bvult_bvudiv0,rtl,partial,NA,yes,rtl,(and (bvult (_ bv0 4) s) (bvult (_ bv0 4) t))
2673,bvult_bvudiv0,rtl,qf,NA,yes,rtl,(and (bvult (_ bv0 4) s) (bvult (_ bv0 4) t))
2674,bvult_bvudiv0,rtl,rec,NA,yes,rtl,(and (bvult (_ bv0 4) s) (bvult (_ bv0 4) t))
2720,bvult_bvurem0,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2721,bvult_bvurem0,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2722,bvult_bvurem0,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2723,bvult_bvurem0,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2724,bvult_bvurem0,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2745,bvult_bvurem1,rtl,combined,NA,yes,rtl,(distinct t (_ bv0 4))
2746,bvult_bvurem1,rtl,full,NA,yes,rtl,(distinct t (_ bv0 4))
2747,bvult_bvurem1,rtl,partial,NA,yes,rtl,(distinct t (_ bv0 4))
2748,bvult_bvurem1,rtl,qf,NA,yes,rtl,(distinct t (_ bv0 4))
2749,bvult_bvurem1,rtl,rec,NA,yes,rtl,(distinct t (_ bv0 4))
2765,eq_bvadd,rtl,combined,NA,yes,rtl,true
2766,eq_bvadd,rtl,full,NA,yes,rtl,true
2767,eq_bvadd,rtl,partial,NA,yes,rtl,true
2768,eq_bvadd,rtl,qf,NA,yes,rtl,true
2769,eq_bvadd,rtl,rec,NA,yes,rtl,true
2825,eq_bvlshr0,rtl,combined,NA,yes,rtl,(= (bvlshr (bvshl t s) s) t)
2826,eq_bvlshr0,rtl,full,NA,yes,rtl,(= (bvlshr (bvshl t s) s) t)
2827,eq_bvlshr0,rtl,partial,NA,yes,rtl,(= (bvlshr (bvshl t s) s) t)
2828,eq_bvlshr0,rtl,qf,NA,yes,rtl,(= (bvlshr (bvshl t s) s) t)
2829,eq_bvlshr0,rtl,rec,NA,yes,rtl,(= (bvlshr (bvshl t s) s) t)
2835,eq_bvlshr1,rtl,combined,NA,yes,rtl,(or  (= (bvlshr s (_ bv0 4)) t) (= (bvlshr s (_ bv1 4)) t) (= (bvlshr s (_ bv2 4)) t) (= (bvlshr s (_ bv3 4)) t) (= (bvlshr s (_ bv4 4)) t))
2837,eq_bvlshr1,rtl,partial,NA,yes,rtl,(or  (= (bvlshr s (_ bv0 4)) t) (= (bvlshr s (_ bv1 4)) t) (= (bvlshr s (_ bv2 4)) t) (= (bvlshr s (_ bv3 4)) t) (= (bvlshr s (_ bv4 4)) t))
2870,eq_bvneg,rtl,combined,NA,yes,rtl,true
2871,eq_bvneg,rtl,full,NA,yes,rtl,true
2872,eq_bvneg,rtl,partial,NA,yes,rtl,true
2873,eq_bvneg,rtl,qf,NA,yes,rtl,true
2874,eq_bvneg,rtl,rec,NA,yes,rtl,true
2895,eq_bvnot,rtl,combined,NA,yes,rtl,true
2896,eq_bvnot,rtl,full,NA,yes,rtl,true
2897,eq_bvnot,rtl,partial,NA,yes,rtl,true
2898,eq_bvnot,rtl,qf,NA,yes,rtl,true
2899,eq_bvnot,rtl,rec,NA,yes,rtl,true
2945,eq_bvshl1,rtl,combined,NA,yes,rtl,(or  (= (bvshl s (_ bv0 4)) t) (= (bvshl s (_ bv1 4)) t) (= (bvshl s (_ bv2 4)) t) (= (bvshl s (_ bv3 4)) t) (= (bvshl s (_ bv4 4)) t))
2947,eq_bvshl1,rtl,partial,NA,yes,rtl,(or  (= (bvshl s (_ bv0 4)) t) (= (bvshl s (_ bv1 4)) t) (= (bvshl s (_ bv2 4)) t) (= (bvshl s (_ bv3 4)) t) (= (bvshl s (_ bv4 4)) t))
2960,eq_bvudiv0,rtl,combined,NA,yes,rtl,(= (udivtotal (bvmul s t) s) t)
2961,eq_bvudiv0,rtl,full,NA,yes,rtl,(= (udivtotal (bvmul s t) s) t)
2962,eq_bvudiv0,rtl,partial,NA,yes,rtl,(= (udivtotal (bvmul s t) s) t)
2963,eq_bvudiv0,rtl,qf,NA,yes,rtl,(= (udivtotal (bvmul s t) s) t)
2972,eq_bvudiv1,rtl,partial,NA,yes,rtl,(= (udivtotal s (udivtotal s t)) t)
2995,eq_bvurem0,rtl,combined,NA,yes,rtl,(not (bvult (bvnot (bvneg s)) t))
2996,eq_bvurem0,rtl,full,NA,yes,rtl,(not (bvult (bvnot (bvneg s)) t))
2997,eq_bvurem0,rtl,partial,NA,yes,rtl,(not (bvult (bvnot (bvneg s)) t))
2998,eq_bvurem0,rtl,qf,NA,yes,rtl,(not (bvult (bvnot (bvneg s)) t))
2999,eq_bvurem0,rtl,rec,NA,yes,rtl,(not (bvult (bvnot (bvneg s)) t))
3040,ne_bvadd,rtl,combined,NA,yes,rtl,true
3041,ne_bvadd,rtl,full,NA,yes,rtl,true
3042,ne_bvadd,rtl,partial,NA,yes,rtl,true
3043,ne_bvadd,rtl,qf,NA,yes,rtl,true
3044,ne_bvadd,rtl,rec,NA,yes,rtl,true
3065,ne_bvand,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3066,ne_bvand,rtl,full,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3067,ne_bvand,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3068,ne_bvand,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3069,ne_bvand,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3090,ne_bvashr0,rtl,combined,NA,yes,rtl,true
3091,ne_bvashr0,rtl,full,NA,yes,rtl,true
3092,ne_bvashr0,rtl,partial,NA,yes,rtl,true
3093,ne_bvashr0,rtl,qf,NA,yes,rtl,true
3094,ne_bvashr0,rtl,rec,NA,yes,rtl,true
3110,ne_bvashr1,rtl,combined,NA,yes,rtl,(and (or (not (= t (_ bv0 4))) (not (= s (_ bv0 4)))) (or (not (= t (bvnot (_ bv0 4)))) (not (= s (bvnot (_ bv0 4))))))
3111,ne_bvashr1,rtl,full,NA,yes,rtl,(and (or (not (= t (_ bv0 4))) (not (= s (_ bv0 4)))) (or (not (= t (bvnot (_ bv0 4)))) (not (= s (bvnot (_ bv0 4))))))
3112,ne_bvashr1,rtl,partial,NA,yes,rtl,(and (or (not (= t (_ bv0 4))) (not (= s (_ bv0 4)))) (or (not (= t (bvnot (_ bv0 4)))) (not (= s (bvnot (_ bv0 4))))))
3113,ne_bvashr1,rtl,qf,NA,yes,rtl,(and (or (not (= t (_ bv0 4))) (not (= s (_ bv0 4)))) (or (not (= t (bvnot (_ bv0 4)))) (not (= s (bvnot (_ bv0 4))))))
3135,ne_bvlshr0,rtl,combined,NA,yes,rtl,(or (distinct t (_ bv0 4)) (bvult s (_ bv4 4)))
3137,ne_bvlshr0,rtl,partial,NA,yes,rtl,(or (distinct t (_ bv0 4)) (bvult s (_ bv4 4)))
3160,ne_bvlshr1,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3161,ne_bvlshr1,rtl,full,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3162,ne_bvlshr1,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3163,ne_bvlshr1,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3164,ne_bvlshr1,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3175,ne_bvmul,rtl,combined,NA,yes,rtl,(or (distinct t (_ bv0 4)) (distinct s (_ bv0 4)))
3176,ne_bvmul,rtl,full,NA,yes,rtl,(or (distinct t (_ bv0 4)) (distinct s (_ bv0 4)))
3177,ne_bvmul,rtl,partial,NA,yes,rtl,(or (distinct t (_ bv0 4)) (distinct s (_ bv0 4)))
3178,ne_bvmul,rtl,qf,NA,yes,rtl,(or (distinct t (_ bv0 4)) (distinct s (_ bv0 4)))
3179,ne_bvmul,rtl,rec,NA,yes,rtl,(or (distinct t (_ bv0 4)) (distinct s (_ bv0 4)))
3200,ne_bvneg,rtl,combined,NA,yes,rtl,true
3201,ne_bvneg,rtl,full,NA,yes,rtl,true
3202,ne_bvneg,rtl,partial,NA,yes,rtl,true
3203,ne_bvneg,rtl,qf,NA,yes,rtl,true
3204,ne_bvneg,rtl,rec,NA,yes,rtl,true
3225,ne_bvnot,rtl,combined,NA,yes,rtl,true
3226,ne_bvnot,rtl,full,NA,yes,rtl,true
3227,ne_bvnot,rtl,partial,NA,yes,rtl,true
3228,ne_bvnot,rtl,qf,NA,yes,rtl,true
3229,ne_bvnot,rtl,rec,NA,yes,rtl,true
3250,ne_bvor,rtl,combined,NA,yes,rtl,(or (distinct s (bvnot (_ bv0 4))) (distinct t (bvnot (_ bv0 4))))
3251,ne_bvor,rtl,full,NA,yes,rtl,(or (distinct s (bvnot (_ bv0 4))) (distinct t (bvnot (_ bv0 4))))
3252,ne_bvor,rtl,partial,NA,yes,rtl,(or (distinct s (bvnot (_ bv0 4))) (distinct t (bvnot (_ bv0 4))))
3253,ne_bvor,rtl,qf,NA,yes,rtl,(or (distinct s (bvnot (_ bv0 4))) (distinct t (bvnot (_ bv0 4))))
3254,ne_bvor,rtl,rec,NA,yes,rtl,(or (distinct s (bvnot (_ bv0 4))) (distinct t (bvnot (_ bv0 4))))
3265,ne_bvshl0,rtl,combined,NA,yes,rtl,(or (distinct t (_ bv0 4)) (bvult s (_ bv4 4)))
3267,ne_bvshl0,rtl,partial,NA,yes,rtl,(or (distinct t (_ bv0 4)) (bvult s (_ bv4 4)))
3290,ne_bvshl1,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3291,ne_bvshl1,rtl,full,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3292,ne_bvshl1,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3293,ne_bvshl1,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3294,ne_bvshl1,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3315,ne_bvudiv0,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (bvnot (_ bv0 4))))
3316,ne_bvudiv0,rtl,full,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (bvnot (_ bv0 4))))
3317,ne_bvudiv0,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (bvnot (_ bv0 4))))
3318,ne_bvudiv0,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (bvnot (_ bv0 4))))
3319,ne_bvudiv0,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (bvnot (_ bv0 4))))
3335,ne_bvudiv1,rtl,combined,NA,yes,rtl,true
3336,ne_bvudiv1,rtl,full,NA,yes,rtl,true
3337,ne_bvudiv1,rtl,partial,NA,yes,rtl,true
3338,ne_bvudiv1,rtl,qf,NA,yes,rtl,true
3339,ne_bvudiv1,rtl,rec,NA,yes,rtl,true
3360,ne_bvurem0,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv1 4)) (distinct t (_ bv0 4)))
3361,ne_bvurem0,rtl,full,NA,yes,rtl,(or (distinct s (_ bv1 4)) (distinct t (_ bv0 4)))
3362,ne_bvurem0,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv1 4)) (distinct t (_ bv0 4)))
3363,ne_bvurem0,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv1 4)) (distinct t (_ bv0 4)))
3364,ne_bvurem0,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv1 4)) (distinct t (_ bv0 4)))
3385,ne_bvurem1,rtl,combined,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3386,ne_bvurem1,rtl,full,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3387,ne_bvurem1,rtl,partial,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3388,ne_bvurem1,rtl,qf,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
3389,ne_bvurem1,rtl,rec,NA,yes,rtl,(or (distinct s (_ bv0 4)) (distinct t (_ bv0 4)))
